dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D1,95.38,116.67,45.71,116.67,3,भुईमुगासाठी खयला तण नाशक मी वापरू शकतय ?,मी भुईमुगासाठी तणनाशक वापरू शकतो का?,[INS: भुईमुगासाठी खयला] [तण नाशक मी → मी भुईमुगासाठी तणनाशक] [शकतय → शकतो] [DEL: का],d1.csv
D1,95.16,100.0,83.87,100.0,2,ठेवीचा खाता कोणाच्या नावार खोलूचा ?,कोणाच्या नावावर खाता ठेविला आहे?,[ठेवीचा खाता कोणाच्या नावार खोलूचा → कोणाच्या नावावर खाता ठेविला आहे],d1.csv
D1,94.64,125.0,23.81,125.0,3,के.वाय.सी ची काय गरज आसा ?,केवायसीची काय गरज आहे?,[INS: के वाय सी] [ची → केवायसीची] [आसा → आहे],d1.csv
D1,94.44,109.09,60.26,109.09,16,कापणेच्या येळाक गुरा ढोरांका जो चारो लागतां त्याका कापणी यंत्रासून धान्यापासून येगळा केला जाता,"कापणीच्या यंत्रासाठी पुरेसे लागते, तर त्या धान्यापासून यंत्राने येगळा केला जातो.",[INS: कापणेच्या येळाक गुरा ढोरांका] [जो चारो लागतां त्याका कापणी यंत्रासून → कापणीच्या यंत्रासाठी पुरेसे लागते तर त्या] [DEL: यंत्राने] [जाता → जातो],d1.csv
D1,94.33,112.5,51.92,112.5,7,प्रत्यक्ष डेबीट मध्ये पैशे काढले जातत ता थेट बॅन्केसून होता,प्रत्यक्ष डेबिटमध्ये पैसे थेट बँकेतून काढले जात होते,[INS: डेबीट मध्ये] [पैशे काढले जातत ता थेट बॅन्केसून होता → डेबिटमध्ये पैसे थेट बँकेतून काढले जात होते],d1.csv
D1,94.32,114.29,47.73,114.29,13,हि पध्दत दरवेळेक खयच्या ना खयच्या स्वरुपात वापरली गेली हा,ही पद्धत दरवेळेस कुठ्या स्वरूपात वापरली गेली.,[INS: हि पध्दत] [दरवेळेक खयच्या ना खयच्या स्वरुपात → ही पद्धत दरवेळेस कुठ्या स्वरूपात] [INS: हा],d1.csv
D1,93.94,116.67,40.91,116.67,3,सोन्या चांदी सारख्या वस्तूंपासून पाठिंबो नाय हा,मी सोन्या-चांदीसारख्या वस्तूंवर अवलंबून नाही.,[INS: सोन्या] [चांदी सारख्या वस्तूंपासून पाठिंबो नाय हा → मी सोन्या चांदीसारख्या वस्तूंवर अवलंबून नाही],d1.csv
D1,93.93,125.0,21.43,125.0,2,यू.पी.आय वरसून पैसे कसे पाठवचे ?,यूपीआयवरून पैसे कसे पाठवायचे?,[INS: यू पी आय] [वरसून → यूपीआयवरून] [पाठवचे → पाठवायचे],d1.csv
D1,93.82,100.0,79.41,100.0,15,फॉर्म मशीनरी सोल्यूशन शेतीची यंत्रा विकत घेऊचा अॅप हा,हे ॲप शेतीच्या यंत्रांची विक्री करण्यासाठी फॉर्म मशीनरी सोल्यूशन आहे.,[फॉर्म मशीनरी सोल्यूशन शेतीची यंत्रा विकत घेऊचा अॅप हा → हे ॲप शेतीच्या यंत्रांची विक्री करण्यासाठी फॉर्म मशीनरी सोल्यूशन] [DEL: आहे],d1.csv
D1,93.75,100.0,79.17,100.0,1,सुपरिक खयचा हवामान होया ?,हवामान खूप चांगले आहे का?,[सुपरिक खयचा हवामान होया → हवामान खूप चांगले आहे] [DEL: का],d1.csv
D1,93.68,100.0,78.95,100.0,12,अम्याचा जास्त उत्पन्न होवचासाठी कसला खत वापरू ?,माझ्या शेतीत कोणता खत वापरावा जेणेकरून जास्त उत्पादन होईल?,[अम्याचा जास्त उत्पन्न होवचासाठी कसला खत वापरू → माझ्या शेतीत कोणता खत वापरावा जेणेकरून जास्त] [DEL: उत्पादन होईल],d1.csv
D1,93.57,100.0,78.57,100.0,5,बिल पे करूक खैचो ऍप असा ?,हे बिल भरण्यासाठी ॲप काय आहे?,[बिल पे करूक खैचो ऍप असा → हे बिल भरण्यासाठी ॲप काय आहे],d1.csv
D1,93.18,100.0,77.27,100.0,18,साठवण करूची ह्यो एक उद्योग हा जो साठवण एककाच्या रुपात पण ओळखतत,हे एक उद्योग आहे जो बचतीचे एक स्वरूपात ओळखते,[INS: साठवण करूची] [ह्यो → हे] [हा → आहे] [INS: साठवण] [एककाच्या रुपात पण ओळखतत → बचतीचे एक स्वरूपात ओळखते],d1.csv
D1,93.08,114.29,43.59,114.29,4,यु पी आय सेवा इल्यामुळे पैशे भरुक सोपे झाले,यूपीआय सेवेमुळे पैसे भरणे सोपे झाले आहे?,[INS: यु पी आय] [सेवा इल्यामुळे पैशे भरुक → यूपीआय सेवेमुळे पैसे भरणे] [DEL: आहे],d1.csv
D1,93.06,111.11,50.94,111.11,16,"पगार ह्यो पैसो हा , जो दर म्हयन्याक एखाद्याक तेच्या मालकाकडून दिलो जाता","पगार हे पैसे आहेत, जे एखाद्याच्या मालकाकडून दिले जातात.",[INS: ह्यो पैसो हा] [जो दर म्हयन्याक एखाद्याक तेच्या → हे पैसे आहेत जे एखाद्याच्या] [दिलो जाता → दिले जातात],d1.csv
D1,92.97,100.0,76.56,100.0,9,निधी हस्तांतरण करताना खयच्या गोष्टींची फेरतपासणी करायची ?,कोणत्या गोष्टींची फेरतपासणी करायची असते ते निधी हस्तांतरण करताना ?,[INS: निधी हस्तांतरण करताना] [खयच्या → कोणत्या] [DEL: असते ते निधी हस्तांतरण करताना],d1.csv
D1,92.5,112.5,45.83,112.5,12,माका क्रेडिट कार्ड वरसून कितक्या पैसे खय मी वापरू शकतू आम्ही?,मला क्रेडिट कार्डवरून किती पैसे कुठे वापरणे शकतो?,[माका → मला] [INS: कार्ड] [वरसून कितक्या → कार्डवरून किती] [INS: खय मी] [वापरू शकतू आम्ही → कुठे वापरणे शकतो],d1_aug.csv
D1,92.35,107.14,57.83,107.14,3,बी.ओ.आय कार्डाचे पैसे आम्ही नेशनल इलेक्ट्रॉनिक फंड ट्रान्स्फर च्या मदतीने भरुक शकतू मा ?,आम्ही नेशनल इलेक्ट्रॉनिक फंड ट्रान्स्फरच्या मदतीने बी.ओ.आय कार्डचे पैसे भरू शकतो का?,[INS: बी ओ आय कार्डाचे पैसे] [INS: ट्रान्स्फर] [च्या → ट्रान्स्फरच्या] [भरुक शकतू मा → बी ओ आय] [DEL: कार्डचे पैसे भरू शकतो का],d1.csv
D1,92.14,100.0,73.81,100.0,19,कर्ज दिणारी ही संस्था किवा बँक किवा लेंडर ती इस्वासाची आसा मा ?,ही कर्ज देणारी संस्था बँक की लेंडर असते का?,[कर्ज दिणारी ही → ही कर्ज देणारी] [INS: किवा] [किवा → की] [INS: ती इस्वासाची] [आसा मा → असते का],d1.csv
D1,92.04,100.0,73.47,100.0,18,तांदलतली खयची जात कोकणात पिकवतत ?,कोकणात तांदूळ पिकवले जातात आणि ते खाल्ले जातात का?,[तांदलतली खयची जात कोकणात पिकवतत → कोकणात तांदूळ पिकवले जातात आणि] [DEL: ते खाल्ले जातात का],d1.csv
D1,91.92,100.0,73.08,100.0,2,उसाच्या शेतीक पाणी मोप लागता,ऊसशेतीमध्ये पाणी वाया जाते,[INS: उसाच्या] [शेतीक → ऊसशेतीमध्ये] [मोप लागता → वाया जाते],d1.csv
D1,91.89,120.0,26.32,120.0,4,बाजारातलो चढ उतार आकड्यांवरसून दिसानं येतत,बाजारातचे चढउतार आकड्यांवरून दिसत आहेत,[INS: बाजारातलो] [चढ उतार आकड्यांवरसून दिसानं येतत → बाजारातचे चढउतार आकड्यांवरून दिसत आहेत],d1.csv
D1,91.72,100.0,72.41,100.0,8,आम्ही खयची खयची पीका पावसात लावक शकतु ?,आम्ही पावसात पीक लावू शकतो का?,[INS: खयची] [खयची पीका पावसात लावक शकतु → पावसात पीक लावू शकतो का],d1.csv
D1,91.18,100.0,70.59,100.0,4,सलगमच्या भाजीयेत विटामिन ए वांगडान खनिज तत्त्व पण मिळतत,सलगम भाज्यांमध्ये जीवनसत्व ए आणि खनिजे देखील मिळतात.,[सलगमच्या भाजीयेत विटामिन → सलगम भाज्यांमध्ये जीवनसत्व] [INS: वांगडान] [खनिज तत्त्व पण मिळतत → आणि खनिजे देखील मिळतात],d1.csv
D1,91.18,100.0,70.59,100.0,5,कर प्रतिरोध मध्ये सरकारच्या विरोधामुळे कर भरतत,सरकारच्या विरोधात कर प्रतिरोधामध्ये कर भरले जात आहे,[INS: कर] [प्रतिरोध मध्ये सरकारच्या विरोधामुळे → सरकारच्या विरोधात कर प्रतिरोधामध्ये] [भरतत → भरले] [DEL: जात आहे],d1.csv
D1,91.18,100.0,70.59,100.0,6,खता पिकाक बराबर आसत काय ?,पिकाक किती आहे का?,[INS: खता] [बराबर आसत काय → किती आहे का],d1.csv
D1,91.0,116.67,31.11,116.67,10,आर.बी.आय भारत सरकारच्यो वित्त मंत्रालयाचा मालकीखाली असा,आरबीआय भारत सरकारच्या वित्त मंत्रालयाखाली आहे.,[INS: आर बी] [आय → आरबीआय] [सरकारच्यो → सरकारच्या] [INS: मंत्रालयाचा] [मालकीखाली असा → मंत्रालयाखाली आहे],d1.csv
D1,91.0,100.0,70.0,100.0,5,कुठल्या कामाक प्रोत्साहन देऊक राजकीय मदत करतत,कोणत्या कामांना राजकीय मदतीने प्रोत्साहन दिले जाते?,[कुठल्या कामाक प्रोत्साहन देऊक राजकीय मदत करतत → कोणत्या कामांना राजकीय मदतीने प्रोत्साहन दिले जाते],d1.csv
D1,91.0,100.0,70.0,100.0,0,ऊसाक खयली माती व्हयी ?,उगवलेली माती काय आहे?,[INS: ऊसाक] [खयली → उगवलेली] [व्हयी → काय] [DEL: आहे],d1.csv
D1,90.94,111.11,43.86,111.11,3,कमोडिटी मनी ह्यो असो पैसो असा ज्याचा मू्ल्य कमोडिटीतसून येता,कमोडिटीचे पैसे हे तेच आहेत ज्यांचे मूल्य कमोडिटीमधून येते,[INS: कमोडिटी] [मनी ह्यो असो पैसो असा ज्याचा मू्ल्य कमोडिटीतसून येता → कमोडिटीचे पैसे हे तेच आहेत ज्यांचे मूल्य कमोडिटीमधून येते],d1.csv
D1,90.87,100.0,69.57,100.0,8,माझ्या चेडवा खय कुठे गेल्या आसा?,माझी मुली कुठे गेली आहे?,[INS: माझ्या] [चेडवा खय → माझी मुली] [गेल्या आसा → गेली आहे],d1_aug.csv
D1,90.53,100.0,68.42,100.0,4,लोकांका कर्ज तारणावर मूळ भरपाई करूची लागता,कर्जाचे मूळ भरपाई तारणावर करायची लागते.,[INS: लोकांका कर्ज] [तारणावर → कर्जाचे] [करूची लागता → तारणावर करायची] [DEL: लागते],d1.csv
D1,90.49,120.0,21.62,120.0,1,के.वाय.सी करताना काय कागदपत्रा लागतत ?,केवायसी करताना कोणते कागदपत्रे लागतात?,[INS: के वाय] [सी → केवायसी] [काय कागदपत्रा लागतत → कोणते कागदपत्रे लागतात],d1.csv
D1,90.4,100.0,68.0,100.0,1,शेंगे लाल मातीयेत येतत काय ?,लाल मातीमध्ये काय येत आहे?,[INS: शेंगे] [INS: मातीयेत] [येतत → मातीमध्ये] [DEL: येत आहे],d1.csv
D1,90.38,100.0,67.92,100.0,5,हया वर्सात खइच्या पिकाक जास्त दर किंवा मागणी आसा ?,या काळात पिकांच्या दरात किंवा मागणीत जास्त फरक आहे का?,[हया वर्सात खइच्या पिकाक जास्त दर किंवा मागणी आसा → या काळात पिकांच्या दरात किंवा मागणीत जास्त फरक आहे] [DEL: का],d1.csv
D1,90.32,100.0,67.74,100.0,12,मिर्ची काडले काय कीतके दिवस घरात दवरुक शकतू ?,मिर्ची घरात किती दिवस ठेवू शकतो?,[INS: काडले] [काय कीतके → घरात किती] [INS: घरात] [दवरुक शकतू → ठेवू शकतो],d1.csv
D1,90.1,116.67,28.12,116.67,4,के.वाय.सी अपडेट नाय केलय तर काय होईत ?,केवायसी अपडेट न केल्यास काय होईल?,[INS: के वाय] [सी → केवायसी] [INS: नाय] [केलय तर → न केल्यास] [होईत → होईल],d1.csv
D1,90.0,100.0,66.67,100.0,0,चांगली पीक खयला हा ?,पीक चांगली झाली का?,[INS: चांगली] [खयला हा → चांगली झाली] [DEL: का],d1.csv
D1,89.84,112.5,36.96,112.5,0,ए.टी.एम का वापरान पण बँक बॅलंस महिती करू शकतास,तुम्ही एटीएम वापरून बँक बॅलन्स माहिती करू शकता.,[INS: ए टी एम] [का वापरान पण → तुम्ही एटीएम वापरून] [बॅलंस महिती → बॅलन्स माहिती] [शकतास → शकता],d1.csv
D1,89.76,100.0,65.85,100.0,5,निशिगंधाची फुला भारतभर सगळीकडे मेळतत,निशिगंधाचा सुगंध संपूर्ण भारतात पसरला आहे.,[निशिगंधाची फुला भारतभर सगळीकडे मेळतत → निशिगंधाचा सुगंध संपूर्ण भारतात पसरला] [DEL: आहे],d1.csv
D1,89.69,100.0,65.62,100.0,11,सिंचन प्रकल्पांवरचा अनुदान कृषी क्षेत्रातल्या सरकारच्या धोरणांमध्ये उत्कृष्टता सांगता,कृषी क्षेत्रातील सरकारच्या धोरणांमध्ये सिंचन प्रकल्पांसाठीच्या अनुदानातील उत्कृष्टतेबद्दल सांगणे,[INS: सिंचन प्रकल्पांवरचा अनुदान] [क्षेत्रातल्या → क्षेत्रातील] [उत्कृष्टता सांगता → सिंचन प्रकल्पांसाठीच्या] [DEL: अनुदानातील उत्कृष्टतेबद्दल सांगणे],d1.csv
D1,89.55,100.0,65.15,100.0,7,बँक खात्याचे के.वाय.सी याच्यासाठीच केले जाता कि गिरायकांची ओळख पटोक व्हयी,बँक खात्याच्या के.वाय.सीसाठीच ग्राहकांची ओळख पटवण्यासाठी केले जाते.,[खात्याचे → खात्याच्या] [INS: सी याच्यासाठीच केले जाता] [कि गिरायकांची → सीसाठीच ग्राहकांची] [पटोक व्हयी → पटवण्यासाठी केले] [DEL: जाते],d1.csv
D1,89.53,100.0,65.12,100.0,3,खयचा ऍप वापरू शकतू ही सगळी बीला भरु शकतय ?,तुम्ही हा ऐप वापरून संपूर्ण बिल भरू शकता का?,[खयचा ऍप वापरू शकतू ही सगळी बीला भरु शकतय → तुम्ही हा ऐप वापरून संपूर्ण बिल भरू शकता का],d1.csv
D1,89.47,100.0,64.91,100.0,4,"तुका तर ठाऊकच आसा कि , भाड्याचो करार हा दोन पक्षांमधील करार आसा",तुम्हाला नक्की माहीत आहे की हा करार दोन्ही पक्षांमधील आहे,[तुका तर ठाऊकच आसा कि भाड्याचो → तुम्हाला नक्की माहीत आहे की हा] [INS: हा] [दोन → दोन्ही] [INS: करार] [आसा → आहे],d1.csv
D1,89.41,100.0,64.71,100.0,5,गाडयेक कर्ज मेलतला काय ?,या कर्जाबद्दल काय?,[INS: गाडयेक] [कर्ज मेलतला → या कर्जाबद्दल],d1.csv
D1,89.38,100.0,64.62,100.0,13,बँक खाता ह्या बँक किंवा इतर वित्तीय संस्थेद्वारा राखलो जाणारो आर्थिक खाता असता,या बँकेचे किंवा इतर वित्तीय संस्थांकडून आर्थिक खाती राखल्या जातात.,[INS: बँक खाता] [ह्या बँक → या बँकेचे] [INS: संस्थेद्वारा राखलो] [जाणारो → संस्थांकडून] [खाता असता → खाती राखल्या] [DEL: जातात],d1.csv
D1,89.29,100.0,64.29,100.0,3,खाते नंबर प्रत्येक व्यक्तिचो वेगळो असता,प्रत्येक व्यक्तीचे खाते क्रमांक वेगळे असते,[खाते नंबर प्रत्येक व्यक्तिचो वेगळो असता → प्रत्येक व्यक्तीचे खाते क्रमांक वेगळे असते],d1.csv
D1,89.09,100.0,63.64,100.0,1,दुष्काळाक नाय ऐकणार्यो पीका खयली ?,दुष्काळात पीका खूपली ऐकणार आहे का?,[दुष्काळाक नाय ऐकणार्यो पीका खयली → दुष्काळात पीका खूपली ऐकणार आहे] [DEL: का],d1.csv
D1,89.09,100.0,63.64,100.0,12,पैशे पाठवुक खयली कागदपत्रा तुमका देऊक व्हयी ?,पैशाची पाठवणी केली तर मी तुम्हाला कागदपत्रे देऊ शकेन का?,[पैशे पाठवुक खयली कागदपत्रा तुमका देऊक व्हयी → पैशाची पाठवणी केली तर मी तुम्हाला कागदपत्रे] [DEL: देऊ शकेन का],d1.csv
D1,89.02,100.0,63.41,100.0,3,खता पिकाक पोषक आसत काय ह्या कसा बगायचा ?,पिकांचे पोषण कसे असते आणि ते कसे वाढवायचे?,[खता पिकाक पोषक आसत काय ह्या कसा बगायचा → पिकांचे पोषण कसे असते आणि ते कसे वाढवायचे],d1.csv
D1,89.0,100.0,63.33,100.0,8,कापणीच्या वेळेक पाऊस इलेलो चांगलो नसता,त्या वेळेचे पाऊस चांगले नव्हते.,[कापणीच्या वेळेक → त्या वेळेचे] [INS: इलेलो] [चांगलो नसता → चांगले नव्हते],d1.csv
D1,89.0,100.0,63.33,100.0,5,हयते सगळे नगदी पैशे बॅन्केत भरून ये,सर्व रोख पैसे बँकेत भरून येतात,[INS: हयते] [सगळे नगदी पैशे बॅन्केत → सर्व रोख पैसे बँकेत] [ये → येतात],d1.csv
D1,88.98,100.0,63.27,100.0,2,"बाारात माका गावात माळवल्या आसा, खय सगळ्यांनी घेतल्या?","बारात माळवल्या कुठे आहेत, सर्वांनी घेतल्या आहेत का ?",[INS: बाारात माका] [गावात → बारात] [आसा खय सगळ्यांनी → कुठे आहेत सर्वांनी] [DEL: आहेत का],d1_aug.csv
D1,88.91,100.0,63.04,100.0,12,चिंगळांची मागणी मोप हा म्हणान तेंका मोठ्या प्रमाणावर पाळतत,चिंगळांची मागणी मोठ्या प्रमाणावर पाळली जात आहे.,[INS: मोप हा म्हणान तेंका] [पाळतत → पाळली] [DEL: जात आहे],d1.csv
D1,88.75,100.0,62.5,100.0,5,झिला मादी फुलाक सतत पाणी देवक हव्या,फुलांसाठी सतत पाणी देण्याची आवश्यकता आहे,[INS: झिला मादी] [फुलाक → फुलांसाठी] [देवक हव्या → देण्याची आवश्यकता] [DEL: आहे],d1.csv
D1,88.75,100.0,62.5,100.0,2,पिकांक खयले आजार व्हतत ?,पिकांवर आजार आले आहेत का?,[INS: पिकांक] [खयले → पिकांवर] [व्हतत → आले] [DEL: आहेत का],d1.csv
D1,88.6,100.0,62.0,100.0,2,सामाजिक क्षेत्रांतले योजना कोणा मार्फत दिले जातत ?,कोणा मार्फत सामाजिक क्षेत्रातील योजना दिल्या जातात?,[सामाजिक क्षेत्रांतले योजना कोणा मार्फत दिले जातत → कोणा मार्फत सामाजिक क्षेत्रातील योजना दिल्या जातात],d1.csv
D1,88.46,114.29,28.21,114.29,3,दुसरो ऍप सेवेपेक्षा यू.पी.आय कसो चांगलो हा ?,इतर ॲप सेवेपेक्षा यूपीआय कसे चांगले आहे?,[दुसरो ऍप → इतर ॲप] [INS: यू पी] [आय कसो चांगलो हा → यूपीआय कसे चांगले आहे],d1.csv
D1,88.29,100.0,60.98,100.0,15,सगळ्यात आधी तुमचो मोबाईल नंबर बॅन्केत रजिस्टर असाक व्हयो,सर्वात आधी तुमचा मोबाइल नंबर बँकेत नोंदवा,[सगळ्यात → सर्वात] [तुमचो मोबाईल → तुमचा मोबाइल] [INS: बॅन्केत रजिस्टर] [असाक व्हयो → बँकेत नोंदवा],d1.csv
