dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D2,119.05,133.33,85.71,133.33,19,अटल पेन्शन योजनामा आठरा ते चाईस वरीसना आतला लोके चालतस,अटल पेन्शन योजनेमध्ये लोक चालत आहेत,[INS: योजनामा आठरा ते चाईस] [वरीसना आतला लोके चालतस → योजनेमध्ये लोक चालत आहेत],d2.csv
D2,119.0,125.0,105.0,125.0,15,"तुनाले शेतस, कुठे पाणी शेतकळीचे लागन?",तुला पाणी कुठे लागेल?,[INS: तुनाले शेतस] [कुठे → तुला] [शेतकळीचे लागन → कुठे लागेल],d2_aug.csv
D2,118.76,144.44,58.82,144.44,23,भारत मान चमेली नी शेती पुरा देश मान करतस पण खास करीसन दक्षिण भारत मान करतस,"भारतात शेती पूरा देशात आहे, पण खासकरून दक्षिण भारतात.",[INS: भारत मान चमेली] [नी → भारतात] [INS: पुरा] [देश मान करतस → पूरा देशात आहे] [INS: खास] [करीसन → खासकरून] [INS: भारत मान] [करतस → भारतात],d2.csv
D1,118.75,125.0,104.17,125.0,7,हयला हवामान डाळींबाक नीट हा काय ?,डाळींबाचे हवामान कसे आहे?,[हयला → डाळींबाचे] [INS: डाळींबाक नीट] [हा काय → कसे आहे],d1.csv
D2,118.56,133.33,84.09,133.33,14,आनलाईन लेवादेवाना सुरक्सा करता ब्यांक पासवर्डना उपेग करतंस,तुम्ही सुरक्षा करण्यासाठी पासवर्ड वापरत आहात,[INS: आनलाईन लेवादेवाना] [सुरक्सा करता ब्यांक पासवर्डना उपेग करतंस → तुम्ही सुरक्षा करण्यासाठी पासवर्ड वापरत आहात],d2.csv
D4,118.21,133.33,82.93,133.33,19,यू.पी.आय नॅशनल पेमेंट कॉर्पोरेशन ऑफ इंडियाने विकसित केले आहे,युनायटेड प्रादेशिक आयोगने विकसित केले आहे,[INS: यू पी आय नॅशनल पेमेंट] [कॉर्पोरेशन ऑफ इंडियाने → युनायटेड प्रादेशिक आयोगने],d4.csv
D1,116.73,120.0,109.09,120.0,14,अजून खय माका काही मार्केट खयल्या आसा?,अजून कुठे मागणी आहे का?,[INS: खय माका] [काही मार्केट खयल्या आसा → कुठे मागणी आहे का],d1_aug.csv
D2,116.64,125.0,97.14,125.0,22,ए.टी.एम मुये एकमेकले पैसा धाडा नं काम सोपं व्हयी जायेल शे,ए.टी.एम म्हणजे पैसे काढणे सोपे होईल,[INS: मुये एकमेकले पैसा धाडा नं] [काम सोपं व्हयी जायेल शे → म्हणजे पैसे काढणे सोपे होईल],d2.csv
D2,116.53,125.0,96.77,125.0,1,सिवमा पाधावा विलि वाा पानिकिश्दि?,कुठल्या कागदपत्रांची दखल घ्यावी?,[INS: सिवमा] [पाधावा विलि वाा पानिकिश्दि → कुठल्या कागदपत्रांची दखल घ्यावी],d2_aug.csv
D2,116.3,125.0,96.0,125.0,11,खेडागावमा आजबी वावरेस्मा शेणखत टाकतस,आज खेडगावमध्ये वावरे आहेत.,[INS: खेडागावमा] [आजबी वावरेस्मा शेणखत टाकतस → आज खेडगावमध्ये वावरे आहेत],d2.csv
D1,116.0,140.0,60.0,140.0,6,इ.एम.आय मोजुच्यासाठी कितकेतरी ऍप आसत,EMI मोजण्यासाठी किती ॲप्स आहेत?,[INS: इ एम] [आय मोजुच्यासाठी कितकेतरी ऍप आसत → EMI मोजण्यासाठी किती ॲप्स आहेत],d1.csv
D1,116.0,150.0,36.67,150.0,9,ओ.टी.पी इल्यानंतर मी माझो ओ.टी.पी बदललय,ओटीपी नंतर मी माझे ओटीपी बदलले,[INS: ओ टी] [पी इल्यानंतर → ओटीपी नंतर] [INS: माझो ओ] [टी पी बदललय → माझे ओटीपी बदलले],d1.csv
D1,116.0,128.57,86.67,128.57,29,"खय रेशन कार्ड पुन्हा नवीन दाखला द्यावी लागली, माका कोणता नमुना द्यावा लागला?",कुठे रेशन कार्डासाठी कोणता नमुना द्यावा लागेल?,[खय → कुठे] [INS: कार्ड पुन्हा नवीन दाखला द्यावी लागली] [माका → कार्डासाठी] [लागला → लागेल],d1_aug.csv
D2,115.99,133.33,75.51,133.33,9,"आन्न कितलं भी कसदार व्हयी , पन ते ईषना गत व्हयी ते काय कामनं","अन्न किती प्रकारचे असते, पण त्याचे परिणाम काय आहेत?",[INS: आन्न कितलं भी कसदार] [व्हयी पन ते ईषना गत व्हयी ते → अन्न किती प्रकारचे असते पण त्याचे परिणाम] [कामनं → आहेत],d2.csv
D1,115.83,133.33,75.0,133.33,13,पोलीस स्टेशनवर खय प्रमाणपत्रासाठी आसा,कुठे प्रमाणपत्रासाठी आहे,[INS: पोलीस स्टेशनवर] [खय → कुठे] [आसा → आहे],d1_aug.csv
D2,115.83,133.33,75.0,133.33,18,भारत म्हा जोडे जोडे सत्तर प्रतीसत लोके धाकाला व्यापार करतस,भारतामध्ये सत्तर टक्के लोक व्यापार करतात?,[INS: भारत म्हा जोडे] [जोडे → भारतामध्ये] [INS: प्रतीसत] [लोके धाकाला → टक्के लोक] [करतस → करतात],d2.csv
D2,115.65,140.0,58.82,140.0,5,जुना जमानामा गनच परकारना धनना वापर करेत,जुने जमाना परकारण्यासाठी धन वापरले.,[INS: जुना जमानामा] [गनच परकारना धनना वापर करेत → जुने जमाना परकारण्यासाठी धन वापरले],d2.csv
D2,115.59,133.33,74.19,133.33,13,रताळू हाई बटाटाना रूप शे हाई आकारमा मोठ राहस,रताळूचे रूप आणि आकार मोठे राहील,[INS: रताळू हाई] [बटाटाना → रताळूचे] [INS: शे] [हाई आकारमा मोठ राहस → आणि आकार मोठे राहील],d2.csv
D2,114.94,137.5,62.3,137.5,3,जागतिकीकरण मुये जमिनी रायन्या नैत का ढोरेस्ले चरानं रान रायनं नै,जागतिकीकरणामुळे जमिनीचे आणि गवताच्या स्थितीवर काय परिणाम होतो?,[INS: जागतिकीकरण मुये जमिनी] [रायन्या नैत का ढोरेस्ले चरानं रान रायनं नै → जागतिकीकरणामुळे जमिनीचे आणि गवताच्या स्थितीवर काय परिणाम होतो],d2.csv
D1,114.88,128.57,82.93,128.57,2,काय धोको पन नाय मा ह्या पद्धतीनं पैसे पाठउक ?,या पद्धतीने पैसे पाठविण्याची धोका नाही का?,[INS: काय धोको] [पन नाय मा ह्या पद्धतीनं पैसे पाठउक → या पद्धतीने पैसे पाठविण्याची धोका नाही का],d1.csv
D4,114.72,142.86,49.06,142.86,11,शैवाल की वृद्धि को नियंत्रित करने के लिए अल्बिकाइड बनाया जाता है,शैवालची वाढ नियंत्रित करण्यासाठी अल्बिकाइड बनवले जाते.,[INS: शैवाल की] [वृद्धि को → शैवालची वाढ] [INS: करने के] [लिए → करण्यासाठी] [INS: बनाया] [जाता है → बनवले जाते],d4.csv
D2,114.11,137.5,59.52,137.5,15,एस.बी.आय मा बचत खातं नैते चालू खातं जे भी व्हयी ते निवाडा,एसबीआयचे बचत खाते चालू आहेत जे देखील निवडा.,[INS: एस बी आय] [मा → एसबीआयचे] [INS: खातं] [नैते → खाते] [खातं → आहेत] [INS: भी व्हयी] [ते निवाडा → देखील निवडा],d2.csv
D2,113.89,128.57,79.63,128.57,21,गनज बाया सोतानी श्रीमंती मिरावानी करता मगरना कातडीपाईन बनाडेल वस्तू वापरतीस,अनेक स्त्रिया श्रीमंती मिळवण्यासाठी काही वस्तू वापरतात.,[INS: गनज] [बाया सोतानी → अनेक स्त्रिया] [INS: मिरावानी करता मगरना] [कातडीपाईन बनाडेल → मिळवण्यासाठी काही] [वापरतीस → वापरतात],d2.csv
D2,113.82,133.33,68.29,133.33,17,वसंत ऋतूमझार मेंढ्या त्यासनी लोकर सोताच टाकी देवाले लागतंस,वसंत ऋतूत मेंढ्यांना काहीतरी द्यावे लागते.,[INS: ऋतूमझार मेंढ्या त्यासनी] [लोकर सोताच टाकी देवाले लागतंस → ऋतूत मेंढ्यांना काहीतरी द्यावे लागते],d2.csv
D2,113.79,133.33,68.18,133.33,14,सिक्युरिटी आर्थिक साधनसना संदर्भ देस,सिक्युरिटीचा संदर्भ दे,[INS: सिक्युरिटी आर्थिक] [साधनसना → सिक्युरिटीचा] [देस → दे],d2.csv
D1,113.75,125.0,87.5,125.0,14,शेतीच्या करण्याचे पध्दती खैचे खैचे आसत ?,शेतीच्या पद्धती काय आहेत?,[INS: करण्याचे पध्दती] [खैचे खैचे आसत → पद्धती काय आहेत],d1.csv
D1,113.68,128.57,78.95,128.57,29,आर्थिक साधनांच्या ठराविक प्रमाणात खरेदी नायतर विक्रीसाठी डेरीव्हेटिव कॉन्ट्रॅक्टस् आसत,खरेदी नाही तर विक्रीसाठी डेरिव्हेटिव्ह कॉन्ट्रॅक्ट्स होते.,[INS: आर्थिक साधनांच्या ठराविक प्रमाणात] [नायतर → नाही] [DEL: तर] [डेरीव्हेटिव कॉन्ट्रॅक्टस् आसत → डेरिव्हेटिव्ह कॉन्ट्रॅक्ट्स होते],d1.csv
D4,113.48,140.0,51.61,140.0,4,घाटे अळी साठी कोनची दवाई वापरा लागन ?,अळीसाठी कोणती औषध वापरावे लागेल?,[INS: घाटे अळी] [साठी कोनची दवाई वापरा लागन → अळीसाठी कोणती औषध वापरावे लागेल],d4.csv
D2,113.33,128.57,77.78,128.57,20,भारत सरकार टॅक्स पाईन मियेल पैसाना उपेग मेन मेन कामेस्ना करता करस,भारत सरकार टॅक्स फाइनचा पैसा कामांसाठी वापरते.,[INS: पाईन मियेल पैसाना उपेग मेन] [मेन कामेस्ना करता करस → फाइनचा पैसा कामांसाठी वापरते],d2.csv
D1,113.06,125.0,85.19,125.0,21,खयचाय काम चलाच्यासाठी खेळत्या भांडवलाची गरज आसता,कामासाठी भांडवलाची गरज असते,[INS: खयचाय काम चलाच्यासाठी] [खेळत्या → कामासाठी] [आसता → असते],d1.csv
D2,112.88,125.0,84.62,125.0,15,पशुपालनमा खिला पशुपालन हावू मुख्य खर्च शे,पशुपालनावर मुख्य खर्च होतो,[INS: पशुपालनमा खिला पशुपालन] [हावू → पशुपालनावर] [शे → होतो],d2.csv
D1,112.5,125.0,83.33,125.0,12,रमेशचो बारीक लोकर बनवुचो व्यवसाय असा,रमेशाचा छोटा व्यवसाय आहे.,[INS: रमेशचो बारीक] [लोकर बनवुचो → रमेशाचा छोटा] [असा → आहे],d1.csv
D4,112.5,125.0,83.33,125.0,13,कोनच्या कोनच्या परकारं खात उघडता येते ?,कोणत्या गरजा उघडता येतात?,[INS: कोनच्या कोनच्या] [परकारं खात → कोणत्या गरजा] [येते → येतात],d4.csv
D4,112.48,116.67,102.7,116.67,18,स्पायडर सिल्क हा प्रोटीन फायबर आहे जो कोळी द्वारे काततो,कोळी द्वारे कातलेला प्रोटीन फायबर आहे,[स्पायडर सिल्क हा → कोळी द्वारे कातलेला] [INS: जो कोळी द्वारे काततो],d4.csv
D2,112.32,137.5,53.57,137.5,13,कर मुक्त क्षेत्र मा पैसा गुताडानं हातावर ज्यास्न पोट शे त्यानी गोट नै,करमुक्त क्षेत्रात पैसा हातात ज्यासारखा पोट शात्रीने नाही,[INS: कर मुक्त] [क्षेत्र मा → करमुक्त क्षेत्रात] [INS: गुताडानं] [हातावर ज्यास्न → हातात ज्यासारखा] [INS: शे त्यानी] [गोट नै → शात्रीने नाही],d2.csv
D1,112.28,125.0,82.61,125.0,6,मातीयेचे खैचे खैचे प्रकार आसत ?,मातीचे प्रकार किती आहेत?,[INS: मातीयेचे खैचे] [खैचे → मातीचे] [आसत → किती] [DEL: आहेत],d1.csv
D2,111.69,125.0,80.65,125.0,19,सहकारी सोसायट्या धाकला मोठा येवसायले पैसा पुरावतंस,सहकारी सोसायट्यांमध्ये पैसा आहे,[INS: सोसायट्या धाकला मोठा] [येवसायले → सोसायट्यांमध्ये] [पुरावतंस → आहे],d2.csv
D2,111.67,133.33,61.11,133.33,4,पानी मा ईजनं करंट उतरस,पाण्यात करंट उतरतो,[INS: पानी मा] [ईजनं → पाण्यात] [उतरस → उतरतो],d2.csv
D2,111.67,116.67,100.0,116.67,18,"तुनाले बियाणे खरेदी कराले शेतस, कुठल्या बाजारात शेतस?",तुला बियाणे कुठे खरेदी करायचे आहे?,[तुनाले → तुला] [INS: खरेदी कराले] [शेतस कुठल्या बाजारात शेतस → कुठे खरेदी करायचे आहे],d2_aug.csv
D2,111.5,125.0,80.0,125.0,11,कुठे करणे ह्या भाकरी लाची भेटन मनाले?,कुठे खाण्याची भाकरी मिळेल?,[INS: करणे] [ह्या → खाण्याची] [INS: लाची भेटन] [मनाले → मिळेल],d2_aug.csv
D2,111.39,120.0,91.3,120.0,14,ताजा पानीना झिंगा चांगलाज चवबन लागतंस,ताजे पाणी खूप चवी लागते,[INS: ताजा] [पानीना झिंगा चांगलाज चवबन लागतंस → ताजे पाणी खूप चवी लागते],d2.csv
D2,111.29,125.0,79.31,125.0,5,अल्प मुदतनं कर्जवर याज जास्ती रहास,अल्प कालावधीसाठी कर्जावर राहा.,[INS: मुदतनं कर्जवर] [याज जास्ती रहास → कालावधीसाठी कर्जावर राहा],d2.csv
D4,111.25,125.0,79.17,125.0,9,किड्याइवर कोनची फवारनी कराच पायजे ?,कोठेची फवारणी करायची आहे?,[INS: किड्याइवर] [कोनची फवारनी कराच पायजे → कोठेची फवारणी करायची आहे],d4.csv
D2,110.46,112.5,105.71,112.5,24,टोक्कर ना झाडले एकच दाव फुल्लर येस त्याले टोक्कर फूल म्हनतस,एकच टोक्कर झाली तर ते एक फूल म्हणते,[INS: टोक्कर ना झाडले] [दाव फुल्लर येस त्याले टोक्कर → टोक्कर झाली तर ते एक] [म्हनतस → म्हणते],d2.csv
D2,110.43,128.57,68.09,128.57,6,कॅब डायव्हरनी आमेझान पे ना उपेग करी सुट्टा पैसा दिनात,कॅब ड्रायव्हरांना अमेझॉनवर पैसे कमावता येतात का?,[INS: डायव्हरनी आमेझान पे] [ना उपेग करी सुट्टा पैसा दिनात → ड्रायव्हरांना अमेझॉनवर पैसे कमावता येतात का],d2.csv
D1,110.25,120.0,87.5,120.0,3,कितकोसो वेळ लागत निधी हस्तांतरण हौक ?,निधी हस्तांतरणाला किती वेळ लागतो?,[INS: कितकोसो] [वेळ लागत निधी हस्तांतरण हौक → निधी हस्तांतरणाला किती वेळ लागतो],d1.csv
D2,110.25,120.0,87.5,120.0,7,अंजीर ना जाम खावाले बढाईना लागस,मला अंजीर खूप खावे लागते,[INS: अंजीर] [ना जाम खावाले बढाईना लागस → मला अंजीर खूप खावे लागते],d2.csv
D1,110.0,120.0,86.67,120.0,1,मुदत किती मेळता कर्ज फेड करून ?,कर्ज फेडण्यासाठी किती मुदत आहे?,[INS: मुदत] [किती मेळता कर्ज फेड करून → कर्ज फेडण्यासाठी किती मुदत आहे],d1.csv
D2,110.0,128.57,66.67,128.57,4,गुगल पे वरतीन पैसा लेवाना करता रिक्वेस्ट करू शकतस,गुगलवरून पैसे मिळवण्यासाठी विनंती करू शकतो का?,[INS: गुगल पे वरतीन] [पैसा लेवाना करता रिक्वेस्ट → गुगलवरून पैसे मिळवण्यासाठी विनंती] [शकतस → शकतो] [DEL: का],d2.csv
D4,110.0,120.0,86.67,120.0,6,कर्ज कवापर्यंत वापिस करन जरुरी रायते ?,कशापर्यंत कर्ज वापरायचे आहे का?,[INS: कर्ज] [कवापर्यंत वापिस करन जरुरी रायते → कशापर्यंत कर्ज वापरायचे आहे का],d4.csv
D1,109.55,133.33,54.05,133.33,8,आमी फोनवरसून गुगल पे मधून खयचाव बिल भरुक शकतव,आम्ही फोनवरून गुगलद्वारे बिल भरू शकतो,[INS: आमी फोनवरसून गुगल] [पे मधून खयचाव → आम्ही फोनवरून गुगलद्वारे] [भरुक शकतव → भरू शकतो],d1.csv
D2,109.5,125.0,73.33,125.0,11,भाजीपाला पाइन बनाडेल तेल खावाले काममा येस,भाजीपाला खाणाऱ्यांना तेल लागते.,[INS: पाइन] [बनाडेल → खाणाऱ्यांना] [INS: खावाले काममा] [येस → लागते],d2.csv
D1,109.49,133.33,53.85,133.33,10,सावकार येक निश्चित व्याज दर ठरवता जा तुमका कर्ज घेतलेल्या पैशावर भरुचा असता,एक निश्चित व्याजदर ठरवल्यास तुमच्या कर्जाच्या पैशांवर शुल्क लागते.,[INS: सावकार] [येक → एक] [INS: व्याज दर ठरवता] [जा तुमका कर्ज घेतलेल्या पैशावर भरुचा असता → व्याजदर ठरवल्यास तुमच्या कर्जाच्या पैशांवर शुल्क लागते],d1.csv
D2,109.42,125.0,73.08,125.0,10,मन्हा आंडोरले बटाटानी भाजी भलती आवडस,मनाला बटाट्याची भाजी आवडली,[INS: मन्हा] [आंडोरले बटाटानी → मनाला बटाट्याची] [INS: भलती] [आवडस → आवडली],d2.csv
D2,109.22,125.0,72.41,125.0,4,किडासवरलं कातडं किडासनी रक्षा करस,कीडंवरील नुकसान किडांना वाचवा,[INS: किडासवरलं] [कातडं किडासनी रक्षा करस → कीडंवरील नुकसान किडांना वाचवा],d2.csv
D2,109.22,133.33,52.94,133.33,20,अमेरिलिडासी जात म्हाईन येणारं डैफोडील फुल्वसंत ऋतूमझारलं बारमाही फुल शे,अमेरिलिडासी जातीचे फुलवसंत ऋतूमजारला बारमाही फुलतात.,[INS: जात म्हाईन येणारं] [डैफोडील फुल्वसंत ऋतूमझारलं → जातीचे फुलवसंत ऋतूमजारला] [INS: फुल] [शे → फुलतात],d2.csv
D2,109.2,120.0,84.0,120.0,4,मना बापपन गहुनी सावठी खेती शे,मला गहू शेतात लावायचा आहे,[INS: मना] [बापपन गहुनी सावठी खेती शे → मला गहू शेतात लावायचा आहे],d2.csv
D2,109.17,133.33,52.78,133.33,7,रिक्शा आनी कार लोनना व्याज दर बराज वाढी गया,रिक्षा आणि कार कर्जाचा व्याजदर वाढला,[रिक्शा आनी → रिक्षा आणि] [INS: लोनना व्याज दर] [बराज वाढी गया → कर्जाचा व्याजदर वाढला],d2.csv
D4,108.82,100.0,129.41,100.0,15,पऱ्हाटीची कोनची जात चांगली रायते ?,जात चांगली आहे का?,[INS: पऱ्हाटीची कोनची] [रायते → आहे] [DEL: का],d4.csv
D4,108.55,120.0,81.82,120.0,17,मले हर मईन्याले कर्ज वापिस करता येईन का ?,हे कर्ज वापरता येईल का?,[INS: मले हर] [मईन्याले → हे] [INS: वापिस] [करता येईन → वापरता येईल],d4.csv
D2,108.51,128.57,61.7,128.57,9,जाहिरात दखी महेशनी खुश हुईसन गाडीना अपघातना ईमा करी लिधा,जाहिरात दखीमुळे महेश गाडीच्या अपघाताने खुश झाले.,[INS: दखी महेशनी खुश] [हुईसन गाडीना अपघातना ईमा करी लिधा → दखीमुळे महेश गाडीच्या अपघाताने खुश झाले],d2.csv
D1,108.47,140.0,34.88,140.0,4,बँक वाले तुझ्याकडना तुजो फोटो पण मागतले,बँकवाल्यांनी तुझ्याकडून तुझे फोटोही मागितले.,[INS: बँक वाले] [तुझ्याकडना तुजो फोटो पण मागतले → बँकवाल्यांनी तुझ्याकडून तुझे फोटोही मागितले],d1.csv
D4,108.38,120.0,81.25,120.0,20,दामीनी ॲप वर खरोखर विजाइच्या कडकडाटाची सूचना मिळन का ?,विजयाची कडकडाटाची सूचना मिळते का?,[INS: दामीनी ॲप वर खरोखर] [विजाइच्या → विजयाची] [मिळन → मिळते],d4.csv
D1,108.33,133.33,50.0,133.33,3,डॉक्टर मटकीक नासिक पण बोलतत,डॉक्टर नासिकमध्ये बोलतात,[INS: मटकीक नासिक] [पण बोलतत → नासिकमध्ये बोलतात],d1.csv
D2,108.13,114.29,93.75,114.29,14,जखम व्हवावर हायद दाबी का रंगत येवानं थांबी जास,जखम कशावर आहे त्याचे रंग काय आहे?,[INS: व्हवावर हायद] [दाबी का रंगत येवानं थांबी जास → कशावर आहे त्याचे रंग काय आहे],d2.csv
D2,108.12,128.57,60.42,128.57,4,हाई एक पेमेंट शे त्या मधमा मधमा निश्चित वेळसाठे देतस,तुम्हाला त्या पेमेंटसाठी निश्चित वेळसाठा देत आहे.,[INS: हाई एक पेमेंट] [शे → तुम्हाला] [INS: मधमा] [मधमा → पेमेंटसाठी] [वेळसाठे देतस → वेळसाठा देत] [DEL: आहे],d2.csv
D2,107.91,114.29,93.02,114.29,16,करनी व्यवस्था सरकारले उत्पादन साधनसले मदत करामा उपयोगी व्हस,उत्पादन साधने सरकारले मदतीला उपयोगी आहेत का?,[INS: करनी व्यवस्था सरकारले] [साधनसले मदत करामा → साधने सरकारले मदतीला] [व्हस → आहेत] [DEL: का],d2.csv
D1,107.9,125.0,68.0,125.0,8,कर्ज काडूच्या साठी काय करुचा पडता ?,कर्जासाठी काय करावे लागेल?,[INS: कर्ज काडूच्या] [साठी → कर्जासाठी] [करुचा पडता → करावे लागेल],d1.csv
D4,107.82,120.0,79.41,120.0,5,यू.पी.आय म्हणजे युनिफाइड पेमेंट इंटरफेस,युनिफाइड पेमेंट इंटरफेस म्हणजे काय?,[INS: यू पी आय म्हणजे] [DEL: म्हणजे काय],d4.csv
D1,107.8,116.67,87.1,116.67,7,सगळ्या मातीयेत सगळी रोपा लावू शकना नाय,सर्व रोपे मातीत लावता येत नाहीत,[INS: सगळ्या] [मातीयेत सगळी रोपा लावू शकना नाय → सर्व रोपे मातीत लावता येत नाहीत],d1.csv
D1,107.79,120.0,79.31,120.0,2,किती वर्षे लागतली कर्ज फेड होऊक ?,कर्ज फेडायला किती वर्षे लागली?,[INS: किती] [वर्षे लागतली कर्ज फेड होऊक → कर्ज फेडायला किती वर्षे लागली],d1.csv
D1,107.67,116.67,86.67,116.67,12,कर्जाची फेड करताना काय प्रोब्लेम नाय मा जा ?,कर्ज फेडताना मला काय अडचण येते?,[कर्जाची फेड करताना → कर्ज फेडताना मला] [INS: प्रोब्लेम नाय] [मा जा → अडचण येते],d1.csv
D1,107.67,116.67,86.67,116.67,6,खयची खयची बिया आम्ही सरायत लावक शकतु ?,कुठली वस्तू सरायला जाऊ शकतो का?,[INS: खयची] [खयची बिया आम्ही सरायत लावक शकतु → कुठली वस्तू सरायला जाऊ शकतो का],d1.csv
D1,107.5,125.0,66.67,125.0,7,केळीचे जाती खयचे खयचे आसत ?,केळीची जात काय आहे?,[INS: केळीचे] [जाती खयचे खयचे आसत → केळीची जात काय आहे],d1.csv
D2,107.47,116.67,86.0,116.67,4,सुरक्षितता म्हंजी व्यापार करानासाठे आर्थिक मालमत्ता शे,व्यापारासाठी आर्थिक मालमत्ता सुरक्षितता आवश्यक आहे.,[INS: सुरक्षितता म्हंजी व्यापार] [करानासाठे → व्यापारासाठी] [शे → सुरक्षितता] [DEL: आवश्यक आहे],d2.csv
D4,107.44,120.0,78.12,120.0,2,थ्या मातीत कोनचं बियानं वापरा लागन ?,कोणते बियाणे मातीत वापरावे लागते?,[INS: थ्या] [मातीत कोनचं बियानं वापरा लागन → कोणते बियाणे मातीत वापरावे लागते],d4.csv
D2,107.11,111.11,97.78,111.11,19,समजा परदेसमा फिरानी टाईमले जर प्रवासी चेक दवडी गया मंग काय करानं ?,समजा प्रवासी वेळ तपासत असेल तर काय करायचे आहे?,[INS: परदेसमा फिरानी टाईमले जर] [चेक दवडी गया मंग → वेळ तपासत असेल तर] [करानं → करायचे] [DEL: आहे],d2.csv
D2,107.08,120.0,76.92,120.0,7,खास माझा खाताना EMI कसे खास व्हयी?,खातातच्या EMI कशी काम करते?,[INS: खास माझा] [खाताना → खातातच्या] [कसे खास व्हयी → कशी काम करते],d2_aug.csv
D2,107.07,125.0,65.22,125.0,7,तोंडली नी भाजी भलती मजानी लागस,तरंजीने भाजी लागली मजला,[INS: तोंडली] [नी → तरंजीने] [INS: भलती] [मजानी लागस → लागली मजला],d2.csv
D1,106.96,137.5,35.71,137.5,8,कोणत्या पण बँकेच्या ऍप मधून तुमी तुमचो बॅक बॅलेन्स चेक करू शकतास,कोणत्याही बँकेच्या ॲपमधून तुम्ही तुमचे बॅलन्स तपासू शकता.,[INS: कोणत्या] [पण → कोणत्याही] [INS: ऍप मधून तुमी] [तुमचो बॅक बॅलेन्स चेक करू शकतास → ॲपमधून तुम्ही तुमचे बॅलन्स तपासू शकता],d1.csv
D2,106.74,133.33,44.68,133.33,11,प्रीतमनी इ.एम.आय नी बराबरी माइक्रोसॉफ्ट एक्सेल संग करेल शे,प्रीतमनी बरोबरीचे मायक्रोसॉफ्ट एक्सेल सोबत करेल.,[INS: इ एम आय नी] [बराबरी माइक्रोसॉफ्ट → बरोबरीचे मायक्रोसॉफ्ट] [संग → सोबत] [INS: शे],d2.csv
D2,106.67,116.67,83.33,116.67,7,डेटा माहिती देणारस्वर जागतिकीकरणना परीणाम व्हस का ?,जागतिकीकरणाचे डेटा माहितीचे परिणाम का आहेत?,[INS: डेटा माहिती] [देणारस्वर जागतिकीकरणना परीणाम व्हस → जागतिकीकरणाचे डेटा माहितीचे परिणाम] [DEL: आहेत],d2.csv
D2,106.57,114.29,88.57,114.29,13,ग्रामीण विकास मंत्रालय भारत सरकारना येक विभाग शे,भारत सरकारला या विभागाचा एक भाग आहे,[INS: ग्रामीण] [विकास मंत्रालय भारत सरकारना येक विभाग शे → भारत सरकारला या विभागाचा एक भाग आहे],d2.csv
D1,106.5,120.0,75.0,120.0,5,विमा भरुच्यासाठी सगळयात चागंली कंपनी खयची ?,विम्यासाठी सर्वत्र कंपनीला काय लागते?,[INS: विमा] [भरुच्यासाठी सगळयात चागंली कंपनी खयची → विम्यासाठी सर्वत्र कंपनीला काय लागते],d1.csv
D1,106.45,125.0,63.16,125.0,7,अम्याचे जाती खयचे खयचे आसत ?,अम्याची जात काय आहे?,[INS: अम्याचे] [जाती खयचे खयचे आसत → अम्याची जात काय आहे],d1.csv
D2,106.14,116.67,81.58,116.67,16,कुठे लागन तुझ्या मनाले सुरु केलेला शिक्षणासाठी फंड करस?,कुठे माझ्या शिक्षणासाठी फंड करणार आहेस?,[INS: लागन तुझ्या मनाले सुरु] [केलेला → माझ्या] [करस → करणार] [DEL: आहेस],d2_aug.csv
D2,106.07,112.5,91.07,112.5,15,दूध पाशीन बनाडेल पदारथस्ले जास्त टिकाडानी टेकनिक मार्केटमा येवाले लागनी,दूध जास्त टिकाऊ बनवण्यासाठी मार्केटमध्ये येणे आवश्यक आहे?,[INS: पाशीन बनाडेल पदारथस्ले] [टिकाडानी टेकनिक मार्केटमा येवाले लागनी → टिकाऊ बनवण्यासाठी मार्केटमध्ये येणे आवश्यक] [DEL: आहे],d2.csv
D2,105.99,116.67,81.08,116.67,9,मासा धरा करता जास्ती होड्या कोणता भागमा वापरतस,मासा धरताना कोणते भाग वापरण्यात येतात.,[INS: धरा करता] [जास्ती होड्या कोणता भागमा वापरतस → धरताना कोणते भाग वापरण्यात येतात],d2.csv
D1,105.82,120.0,72.73,120.0,15,"हा , काही कर्जा तू फोन पेन पण भरू शकतंस",हा काही कर्जे भरू शकतो,[INS: कर्जा तू फोन पेन] [पण → कर्जे] [शकतंस → शकतो],d1.csv
D1,105.6,120.0,72.0,120.0,12,फ्लॉवर वार्षिक झाड हा जा बी लाऊन घेतत,ते वार्षिक झाड घेऊन घेतात,[फ्लॉवर → ते] [INS: हा जा बी] [लाऊन घेतत → घेऊन घेतात],d1.csv
D2,105.5,125.0,60.0,125.0,4,कमी तापमानमा बी ले कोम फुटतंस,कमी तापमानामुळे बर्फ जमतो.,[INS: तापमानमा बी] [ले कोम फुटतंस → तापमानामुळे बर्फ जमतो],d2.csv
D2,105.5,114.29,85.0,114.29,18,"शेतस नाईकाने कितलं शेतस पिकण्याचे शेतस, गनज कितलं शेतस शेतस?","नाईकाने पिकण्याचे किती आहे, अनेक किती आहे?",[INS: शेतस] [INS: कितलं शेतस] [शेतस गनज कितलं शेतस शेतस → किती आहे अनेक किती आहे],d2_aug.csv
