dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D2,109.42,125.0,73.08,125.0,10,मन्हा आंडोरले बटाटानी भाजी भलती आवडस,मनाला बटाट्याची भाजी आवडली,[INS: मन्हा] [आंडोरले बटाटानी → मनाला बटाट्याची] [INS: भलती] [आवडस → आवडली],d2.csv
D2,109.22,125.0,72.41,125.0,4,किडासवरलं कातडं किडासनी रक्षा करस,कीडंवरील नुकसान किडांना वाचवा,[INS: किडासवरलं] [कातडं किडासनी रक्षा करस → कीडंवरील नुकसान किडांना वाचवा],d2.csv
D2,109.22,133.33,52.94,133.33,20,अमेरिलिडासी जात म्हाईन येणारं डैफोडील फुल्वसंत ऋतूमझारलं बारमाही फुल शे,अमेरिलिडासी जातीचे फुलवसंत ऋतूमजारला बारमाही फुलतात.,[INS: जात म्हाईन येणारं] [डैफोडील फुल्वसंत ऋतूमझारलं → जातीचे फुलवसंत ऋतूमजारला] [INS: फुल] [शे → फुलतात],d2.csv
D2,109.2,120.0,84.0,120.0,4,मना बापपन गहुनी सावठी खेती शे,मला गहू शेतात लावायचा आहे,[INS: मना] [बापपन गहुनी सावठी खेती शे → मला गहू शेतात लावायचा आहे],d2.csv
D2,109.17,133.33,52.78,133.33,7,रिक्शा आनी कार लोनना व्याज दर बराज वाढी गया,रिक्षा आणि कार कर्जाचा व्याजदर वाढला,[रिक्शा आनी → रिक्षा आणि] [INS: लोनना व्याज दर] [बराज वाढी गया → कर्जाचा व्याजदर वाढला],d2.csv
D2,108.51,128.57,61.7,128.57,9,जाहिरात दखी महेशनी खुश हुईसन गाडीना अपघातना ईमा करी लिधा,जाहिरात दखीमुळे महेश गाडीच्या अपघाताने खुश झाले.,[INS: दखी महेशनी खुश] [हुईसन गाडीना अपघातना ईमा करी लिधा → दखीमुळे महेश गाडीच्या अपघाताने खुश झाले],d2.csv
D2,108.13,114.29,93.75,114.29,14,जखम व्हवावर हायद दाबी का रंगत येवानं थांबी जास,जखम कशावर आहे त्याचे रंग काय आहे?,[INS: व्हवावर हायद] [दाबी का रंगत येवानं थांबी जास → कशावर आहे त्याचे रंग काय आहे],d2.csv
D2,108.12,128.57,60.42,128.57,4,हाई एक पेमेंट शे त्या मधमा मधमा निश्चित वेळसाठे देतस,तुम्हाला त्या पेमेंटसाठी निश्चित वेळसाठा देत आहे.,[INS: हाई एक पेमेंट] [शे → तुम्हाला] [INS: मधमा] [मधमा → पेमेंटसाठी] [वेळसाठे देतस → वेळसाठा देत] [DEL: आहे],d2.csv
D2,107.91,114.29,93.02,114.29,16,करनी व्यवस्था सरकारले उत्पादन साधनसले मदत करामा उपयोगी व्हस,उत्पादन साधने सरकारले मदतीला उपयोगी आहेत का?,[INS: करनी व्यवस्था सरकारले] [साधनसले मदत करामा → साधने सरकारले मदतीला] [व्हस → आहेत] [DEL: का],d2.csv
D2,107.47,116.67,86.0,116.67,4,सुरक्षितता म्हंजी व्यापार करानासाठे आर्थिक मालमत्ता शे,व्यापारासाठी आर्थिक मालमत्ता सुरक्षितता आवश्यक आहे.,[INS: सुरक्षितता म्हंजी व्यापार] [करानासाठे → व्यापारासाठी] [शे → सुरक्षितता] [DEL: आवश्यक आहे],d2.csv
D2,107.11,111.11,97.78,111.11,19,समजा परदेसमा फिरानी टाईमले जर प्रवासी चेक दवडी गया मंग काय करानं ?,समजा प्रवासी वेळ तपासत असेल तर काय करायचे आहे?,[INS: परदेसमा फिरानी टाईमले जर] [चेक दवडी गया मंग → वेळ तपासत असेल तर] [करानं → करायचे] [DEL: आहे],d2.csv
D2,107.08,120.0,76.92,120.0,7,खास माझा खाताना EMI कसे खास व्हयी?,खातातच्या EMI कशी काम करते?,[INS: खास माझा] [खाताना → खातातच्या] [कसे खास व्हयी → कशी काम करते],d2_aug.csv
D2,107.07,125.0,65.22,125.0,7,तोंडली नी भाजी भलती मजानी लागस,तरंजीने भाजी लागली मजला,[INS: तोंडली] [नी → तरंजीने] [INS: भलती] [मजानी लागस → लागली मजला],d2.csv
D2,106.74,133.33,44.68,133.33,11,प्रीतमनी इ.एम.आय नी बराबरी माइक्रोसॉफ्ट एक्सेल संग करेल शे,प्रीतमनी बरोबरीचे मायक्रोसॉफ्ट एक्सेल सोबत करेल.,[INS: इ एम आय नी] [बराबरी माइक्रोसॉफ्ट → बरोबरीचे मायक्रोसॉफ्ट] [संग → सोबत] [INS: शे],d2.csv
D2,106.67,116.67,83.33,116.67,7,डेटा माहिती देणारस्वर जागतिकीकरणना परीणाम व्हस का ?,जागतिकीकरणाचे डेटा माहितीचे परिणाम का आहेत?,[INS: डेटा माहिती] [देणारस्वर जागतिकीकरणना परीणाम व्हस → जागतिकीकरणाचे डेटा माहितीचे परिणाम] [DEL: आहेत],d2.csv
D2,106.57,114.29,88.57,114.29,13,ग्रामीण विकास मंत्रालय भारत सरकारना येक विभाग शे,भारत सरकारला या विभागाचा एक भाग आहे,[INS: ग्रामीण] [विकास मंत्रालय भारत सरकारना येक विभाग शे → भारत सरकारला या विभागाचा एक भाग आहे],d2.csv
D2,106.14,116.67,81.58,116.67,16,कुठे लागन तुझ्या मनाले सुरु केलेला शिक्षणासाठी फंड करस?,कुठे माझ्या शिक्षणासाठी फंड करणार आहेस?,[INS: लागन तुझ्या मनाले सुरु] [केलेला → माझ्या] [करस → करणार] [DEL: आहेस],d2_aug.csv
D2,106.07,112.5,91.07,112.5,15,दूध पाशीन बनाडेल पदारथस्ले जास्त टिकाडानी टेकनिक मार्केटमा येवाले लागनी,दूध जास्त टिकाऊ बनवण्यासाठी मार्केटमध्ये येणे आवश्यक आहे?,[INS: पाशीन बनाडेल पदारथस्ले] [टिकाडानी टेकनिक मार्केटमा येवाले लागनी → टिकाऊ बनवण्यासाठी मार्केटमध्ये येणे आवश्यक] [DEL: आहे],d2.csv
D2,105.99,116.67,81.08,116.67,9,मासा धरा करता जास्ती होड्या कोणता भागमा वापरतस,मासा धरताना कोणते भाग वापरण्यात येतात.,[INS: धरा करता] [जास्ती होड्या कोणता भागमा वापरतस → धरताना कोणते भाग वापरण्यात येतात],d2.csv
D2,105.5,125.0,60.0,125.0,4,कमी तापमानमा बी ले कोम फुटतंस,कमी तापमानामुळे बर्फ जमतो.,[INS: तापमानमा बी] [ले कोम फुटतंस → तापमानामुळे बर्फ जमतो],d2.csv
D2,105.5,114.29,85.0,114.29,18,"शेतस नाईकाने कितलं शेतस पिकण्याचे शेतस, गनज कितलं शेतस शेतस?","नाईकाने पिकण्याचे किती आहे, अनेक किती आहे?",[INS: शेतस] [INS: कितलं शेतस] [शेतस गनज कितलं शेतस शेतस → किती आहे अनेक किती आहे],d2_aug.csv
D2,105.33,133.33,40.0,133.33,1,क्रेडीट कार्ड हाई बँकाकडीन पैसा वापराले देल शे,क्रेडिट कार्डद्वारे बँकांचे पैसे वापरले जातात.,[INS: क्रेडीट कार्ड] [हाई बँकाकडीन पैसा वापराले देल शे → क्रेडिट कार्डद्वारे बँकांचे पैसे वापरले जातात],d2.csv
D2,105.31,127.27,54.05,127.27,1,घरना मीटरनं बील भरानी करता आते लाईनमा उभं रावानी गरज नै मोबाईल वर भरता यस,"घराचे मीटर बिल भरण्यासाठी लाईनमध्ये उभे राहावे लागते, गरज मोबाइलवर भरण्याची.",[INS: घरना] [मीटरनं बील भरानी करता आते लाईनमा उभं रावानी → घराचे मीटर बिल भरण्यासाठी लाईनमध्ये उभे राहावे लागते] [INS: नै मोबाईल वर] [भरता यस → मोबाइलवर भरण्याची],d2.csv
D2,105.25,120.0,70.83,120.0,10,जमीन यवस्थापनना पर्माकल्चर एक परकार शे,पर्माकल्चरचे व्यवस्थापन यवस्थापनासाठी गरजेचे आहे,[INS: जमीन] [यवस्थापनना पर्माकल्चर एक परकार शे → पर्माकल्चरचे व्यवस्थापन यवस्थापनासाठी गरजेचे आहे],d2.csv
D2,105.15,116.67,78.26,116.67,5,पशूकिसान क्रेडिट कार्ड ना परतेक शेतकरीले फायदा व्हस,प्रत्येक शेतकऱ्याला क्रेडिट कार्डचा फायदा होतो?,[INS: पशूकिसान क्रेडिट] [कार्ड ना परतेक शेतकरीले → प्रत्येक शेतकऱ्याला क्रेडिट कार्डचा] [व्हस → होतो],d2.csv
D2,105.1,133.33,39.22,133.33,11,मासामारीकरता चांगलं तंत्रज्ञानना वापर करावर उत्पादनमा वाढ व्हस,मासेमारीसाठी चांगले तंत्रज्ञान वापरून उत्पादन वाढवा.,[INS: मासामारीकरता चांगलं] [तंत्रज्ञानना वापर करावर उत्पादनमा वाढ व्हस → मासेमारीसाठी चांगले तंत्रज्ञान वापरून उत्पादन वाढवा],d2.csv
D2,105.0,114.29,83.33,114.29,14,कोरोना ना कायमा फोन पे मुये लेवा देवानी सोय व्हयनी,कोरोनामुळे फोन पे लेणे सोपे झाले आहे.,[INS: कोरोना ना] [कायमा → कोरोनामुळे] [INS: मुये] [लेवा देवानी सोय व्हयनी → लेणे सोपे झाले आहे],d2.csv
D2,104.93,120.0,69.77,120.0,13,तांदुयमा कार्बोहायड्रेट रहास ज्यानामुये आपण उत्साही रातस,कार्बोहायड्रेटामुळे आपण रात्री उत्साही असतो?,[INS: तांदुयमा कार्बोहायड्रेट रहास] [ज्यानामुये → कार्बोहायड्रेटामुळे] [DEL: रात्री] [रातस → असतो],d2.csv
D2,104.89,114.29,82.98,114.29,21,गावना ईकास करता ग्रामीण ईकास मंत्रालय कडथीन गनच योजना सुरू करेल शेतस,ग्रामीण मंत्रालयाने अनेक शेतकरी योजना सुरू करेल.,[INS: गावना ईकास करता] [INS: ईकास] [मंत्रालय कडथीन गनच → मंत्रालयाने अनेक शेतकरी] [INS: शेतस],d2.csv
D2,104.86,121.43,66.2,121.43,9,घाबरानं नयी पी.एम.जे.जे बीवाई योजना चालू कराना करता के.वाय.सी ना आधारकन करता येस,नवीन पीएमजेजे बाय योजना सुरू करायची आहे का आणि आधार कार्ड करायचे आहे का?,[INS: घाबरानं नयी पी एम] [जे जे बीवाई → नवीन पीएमजेजे बाय] [चालू कराना करता के वाय सी ना आधारकन करता येस → सुरू करायची आहे का आणि आधार कार्ड करायचे आहे का],d2.csv
D2,104.75,114.29,82.5,114.29,10,वावरमा उपयेग व्हणारी मशनरी हाई यंत्रवालं साधन रहास,वावरणे संबंधित मशीनरीचे साधन चालू आहे का?,[INS: वावरमा] [उपयेग व्हणारी मशनरी हाई यंत्रवालं साधन रहास → वावरणे संबंधित मशीनरीचे साधन चालू आहे का],d2.csv
D2,104.73,125.0,57.45,125.0,14,हात गोया हाऊ सबुद हातवरी मासा पकडाना आणि शेलफिशना करता वापरतस,हाताने संपूर्ण हातावर मासे पकडा आणि शेलफिश वापर.,[INS: हात गोया] [हाऊ सबुद हातवरी मासा पकडाना → हाताने संपूर्ण हातावर मासे पकडा] [INS: शेलफिशना] [करता वापरतस → शेलफिश वापर],d2.csv
D2,104.42,114.29,81.4,114.29,30,"तरलता जोखीम , मालमत्तेना व्यापार करामा स्वारस्य राहेल पक्ष असा करू नही शकतस","तरलता जोखीम, मालमत्तेचा व्यापार करू शकत नाही.",[मालमत्तेना → मालमत्तेचा] [INS: करामा स्वारस्य राहेल पक्ष असा] [नही शकतस → शकत नाही],d2.csv
D2,104.35,116.67,75.61,116.67,3,गावाच्या साठी धादा जाव्ती पाधावा सिडा नाह्ला?,गावासाठी नमुना आवेदनाचा प्रारूप कोणता आहे?,[INS: गावाच्या] [साठी धादा जाव्ती पाधावा सिडा नाह्ला → गावासाठी नमुना आवेदनाचा प्रारूप कोणता आहे],d2_aug.csv
D2,104.18,112.5,84.78,112.5,8,पानी नी लेव्हल वाढावा करता पानी आडायीसन जिरावाले जोयजे,पाणीचे स्तर वाढवावे लागल्यास लोक आडवे बसतील का?,[INS: पानी] [नी लेव्हल वाढावा करता पानी आडायीसन जिरावाले जोयजे → पाणीचे स्तर वाढवावे लागल्यास लोक आडवे बसतील का],d2.csv
D2,103.89,114.29,79.63,114.29,13,"अहो , आख्खी जगदुन्यामा दराक्शेस्नं भलतं भारी उत्पन्न निंघाले लागेल शे",संपूर्ण जगामध्ये दरांच्या हिसाबून चांगले उत्पन्न लागेल,[INS: अहो] [आख्खी जगदुन्यामा दराक्शेस्नं भलतं भारी → संपूर्ण जगामध्ये दरांच्या हिसाबून चांगले] [INS: निंघाले] [INS: शे],d2.csv
D2,103.82,116.67,73.85,116.67,19,चेकनी तारीख काय शे आणि कितला दिन म्हां चेक जमा हुई हाई आपुन नेटबँकिंग म्हा देखु शकतस,"चेकची तारीख काय आणि कोणता दिवस, मी नेटबँकिंगद्वारे ते पाहू शकतो का?",[चेकनी → चेकची] [INS: शे] [INS: कितला दिन म्हां चेक] [जमा हुई हाई आपुन नेटबँकिंग म्हा देखु शकतस → कोणता दिवस मी नेटबँकिंगद्वारे ते पाहू शकतो का],d2.csv
D2,103.71,120.0,65.71,120.0,10,बांबूना उत्पादनमा चीनना नंतर भारतना नंबर लागस,उत्पादनाचे स्थान भारताला नंबर लागते.,[INS: बांबूना उत्पादनमा] [चीनना नंतर भारतना → उत्पादनाचे स्थान भारताला] [लागस → लागते],d2.csv
D2,103.57,125.0,53.57,125.0,6,कोकोपीट मुये पाणी चांगलं टिकी रहास,कोकोपीट पाण्यात चांगले टिकते,[INS: मुये पाणी] [चांगलं टिकी रहास → पाण्यात चांगले टिकते],d2.csv
D2,103.57,114.29,78.57,114.29,22,मोकयी चोकयी जागावर जितला झाडे लायीसन जगाडश्यात तितलं वनीकरण वाढी,"जागेवर जितके झाडे लावली, तितके वनीकरण वाढले.",[INS: मोकयी चोकयी] [जागावर जितला → जागेवर जितके] [INS: लायीसन] [जगाडश्यात तितलं → लावली तितके] [वाढी → वाढले],d2.csv
D2,103.41,120.0,64.71,120.0,6,कोणती योजनामा पैसा गुताडात ते फायदा व्हई ?,कोणत्या योजनेतून पैशाचा फायदा होतो?,[INS: कोणती योजनामा] [पैसा गुताडात ते → कोणत्या योजनेतून पैशाचा] [व्हई → होतो],d2.csv
D2,103.35,120.0,64.52,120.0,10,काही देशस्नी फरनी शेती कराले बंदी करेल शे,काही देशांमध्ये शेतीवर बंदी आहे.,[INS: देशस्नी फरनी] [शेती कराले → देशांमध्ये शेतीवर] [INS: करेल] [शे → आहे],d2.csv
D2,103.23,116.67,71.88,116.67,12,"धंदा नं खातं , नवरा बायको नं मियीन एक खातं आनी आपलं एक सेपरेट खातं बॅकमा जोयजे","व्यवसायाचे खाते, पती-पत्नीचे एक खाते आणि आपले एक वेगळे खाते मिळवा.",[INS: धंदा नं खातं] [नवरा बायको नं मियीन → व्यवसायाचे खाते पती पत्नीचे] [खातं आनी आपलं → खाते आणि आपले] [INS: सेपरेट] [खातं बॅकमा जोयजे → वेगळे खाते मिळवा],d2.csv
D2,103.17,128.57,43.9,128.57,7,मनाले बँकमा मासा खास करण्यासाठी काय कठे जाई लागन?,मला बँकेत मासे खाण्यासाठी कुठे जावे लागते?,[INS: मनाले बँकमा] [मासा खास करण्यासाठी काय कठे जाई लागन → मला बँकेत मासे खाण्यासाठी कुठे जावे लागते],d2_aug.csv
D2,103.09,120.0,63.64,120.0,9,पारतिनिधिक पैसासनी सुरवात चीन पासून व्हयनी,प्रमाण पैसेची सुरुवात चीनमधून आहे,[INS: पारतिनिधिक] [पैसासनी सुरवात चीन पासून व्हयनी → प्रमाण पैसेची सुरुवात चीनमधून आहे],d2.csv
D2,102.91,125.0,51.35,125.0,2,शेवगांना शेंगा आयुर्वेदमा भी वापरतस,शेंगांना आयुर्वेदामध्येही वापरले जाते.,[INS: शेवगांना] [शेंगा आयुर्वेदमा भी वापरतस → शेंगांना आयुर्वेदामध्येही वापरले जाते],d2.csv
D2,102.86,114.29,76.19,114.29,3,इस्टेटवरना कर यंदाना बजेटमा वाढना का कमी झाया ?,कोणत्या राज्यात बजेट वाढवण्याची गरज आहे का ?,[INS: इस्टेटवरना] [कर यंदाना बजेटमा वाढना का कमी झाया → कोणत्या राज्यात बजेट वाढवण्याची गरज आहे का],d2.csv
D2,102.73,100.0,109.09,100.0,19,कर आणि महसूलमुये सामाजिक सुरक्षा देता येस,कर आणि महसूल देऊ शकतात.,[INS: महसूलमुये सामाजिक] [सुरक्षा देता येस → महसूल देऊ शकतात],d2.csv
D2,102.5,125.0,50.0,125.0,1,"ग्राहकांना EMI लागण, कितली आहे?",ग्राहकांच्या EMIसाठी काय मिळेल?,[INS: ग्राहकांना] [EMI लागण कितली आहे → ग्राहकांच्या EMIसाठी काय मिळेल],d2_aug.csv
D2,102.39,120.0,61.29,120.0,6,मोठा कंपनीसले दिर्घ कायसाठेच लोन भेटस,मोठ्या कंपनीला दीर्घ कर्ज मिळते,[INS: मोठा] [कंपनीसले दिर्घ कायसाठेच लोन भेटस → मोठ्या कंपनीला दीर्घ कर्ज मिळते],d2.csv
D2,102.15,112.5,78.0,112.5,3,ओवा आनी जिरे हाई एकाच कुटुंबमझारली वार्षिक वनस्पती शे,एकाच कुटुंबाच्या वार्षिक वनस्पती ओवा आणि जिरे आहेत.,[INS: ओवा आनी जिरे हाई] [कुटुंबमझारली → कुटुंबाच्या] [शे → ओवा] [DEL: आणि जिरे आहेत],d2.csv
D2,102.02,116.67,67.86,116.67,10,जितू ले मनी फोन पे वरतीन पैसा दि दिनात,तुम्ही फोन पे किती पैसे दिले?,[INS: जितू ले] [मनी → तुम्ही] [INS: वरतीन] [पैसा दि दिनात → किती पैसे दिले],d2.csv
D2,101.98,125.0,48.28,125.0,15,आपलं सवतानं उत्पन्न पाशीन फायदा व्हवा करता काही ना काही योजना कराले जोयजे,आपल्या उत्पन्नातून फायदा व्हावा यासाठी काही योजना कराव्यात.,[INS: आपलं सवतानं] [उत्पन्न पाशीन → आपल्या उत्पन्नातून] [व्हवा करता → व्हावा यासाठी] [INS: ना काही] [INS: कराले] [जोयजे → कराव्यात],d2.csv
D2,101.7,114.29,72.34,114.29,15,हवामानना अंदाज हाऊ मांगला आनी चालूनी परिस्थिती दखीन सांगता येस,हवामानाचा अंदाज परिस्थिती दक्षिण सांगता येतो का?,[हवामानना → हवामानाचा] [INS: हाऊ मांगला आनी चालूनी] [दखीन → दक्षिण] [येस → येतो] [DEL: का],d2.csv
D2,101.66,109.09,84.31,109.09,30,बँकमझार आर.टी.जी.एस नी सोय शे त्यानामुये चोवीस तासमा जोइजे त्याले पैसा धाडता येतस,आर.टी.जी.एस. ने चौबीस तासांमध्ये ते पैसे काढता येतात.,[INS: बँकमझार] [INS: नी सोय शे त्यानामुये] [चोवीस तासमा जोइजे त्याले पैसा धाडता येतस → ने चौबीस तासांमध्ये ते पैसे काढता येतात],d2.csv
D2,101.6,114.29,72.0,114.29,16,रवीनी त्याना मोठा भाऊना पुसतकमा रिलेटिव्ह रिटर्नना बारामा वाचेल शे,रवीनीला मोठा भाऊ वाचविण्यासाठी त्याचा बारापट वाचेल.,[INS: रवीनी] [त्याना → रवीनीला] [INS: भाऊना] [पुसतकमा रिलेटिव्ह रिटर्नना बारामा → भाऊ वाचविण्यासाठी त्याचा बारापट] [INS: शे],d2.csv
D2,101.4,128.57,38.0,128.57,9,ग्राउंड मशीनना वापर करी शेतसमा किटकनाशके नी फवारणी करता येस,ग्राउंड मशीनने वापरून शेतावर कीटकनाशके फवारता येते.,[INS: मशीनना वापर करी] [शेतसमा किटकनाशके नी फवारणी करता येस → मशीनने वापरून शेतावर कीटकनाशके फवारता येते],d2.csv
D2,101.38,116.67,65.71,116.67,7,मनाले खासताना गावातून येताना कठे शाळा लागन?,मला शाळेत जाताना गावातून कुठे लागेल?,[INS: मनाले] [खासताना गावातून येताना कठे शाळा लागन → मला शाळेत जाताना गावातून कुठे लागेल],d2_aug.csv
D2,101.23,116.67,65.22,116.67,16,दायित्व विमा हावू विमाधारकनी सोता करेल गुन्हाले संरक्षण नै देस,दायित्व विमा असल्यास विमाधारकाला संरक्षण मिळेल,[INS: हावू विमाधारकनी सोता] [करेल गुन्हाले → असल्यास विमाधारकाला] [INS: नै] [देस → मिळेल],d2.csv
D2,101.2,100.0,104.0,100.0,21,आज मनाले UPI किती करस म्हणजे किती करस करावयाचे?,आज UPI किती कसे करावे आहे?,[INS: मनाले] [INS: करस म्हणजे] [किती करस करावयाचे → कसे करावे आहे],d2_aug.csv
D2,101.17,116.67,65.0,116.67,9,उन्हायामा खीरा खावाना कारण आपला शरीरले फायदा व्हस,उन्हाळ्यात काकडी खाणे शरीराला फायदा होतो.,[INS: उन्हायामा खीरा] [खावाना कारण आपला शरीरले → उन्हाळ्यात काकडी खाणे शरीराला] [व्हस → होतो],d2.csv
D2,101.04,112.5,74.29,112.5,16,कोनले पैसा धाडना व्हतीन ते फोन पे ईस्वासनं ॲप शे का ?,कोणले पैसे धाडताना फोन पे ऐप का आहे?,[INS: कोनले पैसा] [धाडना व्हतीन ते → कोणले पैसे धाडताना] [INS: ईस्वासनं ॲप] [शे → ऐप] [DEL: आहे],d2.csv
D2,101.0,114.29,70.0,114.29,1,जंगल सर्वात जास्त औद्योगीकरना काळ मा नष्ट व्हयनात,जंगलावर औद्योगिकीकरण काळात सर्वात जास्त विनाश झाला.,[INS: जंगल] [सर्वात जास्त औद्योगीकरना काळ मा नष्ट व्हयनात → जंगलावर औद्योगिकीकरण काळात सर्वात जास्त विनाश झाला],d2.csv
D2,100.64,112.5,72.97,112.5,15,पिगी बँक मा पैसा जमा करा नी परथा गनच टाईम पन चालू शे,"बँकेत पैसा जमा करा, इतर वेळा चालू आहेत",[INS: पिगी बँक] [मा → बँकेत] [INS: नी परथा गनच] [टाईम पन → इतर वेळा] [शे → आहेत],d2.csv
D2,100.59,114.29,68.63,114.29,9,"नोंदणीकृत शेयरधारक , जेसले रिकाॅर्ड ना शेयरधारक ना रुपमा वयखतस","नोंदणीकृत शेअरधारक, नोंदीनुसार, त्यांचे वय माहिती आहे.",[INS: शेयरधारक जेसले] [रिकाॅर्ड ना शेयरधारक ना रुपमा वयखतस → शेअरधारक नोंदीनुसार त्यांचे वय माहिती आहे],d2.csv
