dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D4,88.0,100.0,60.0,100.0,5,मक्याचं कोनचं यंत्र वापरा लागन ?,कोणते यंत्र वापरावे लागेल?,[INS: मक्याचं] [कोनचं → कोणते] [वापरा लागन → वापरावे लागेल],d4.csv
D4,88.0,100.0,60.0,100.0,11,माह्या जनधन खात्यात कितीक रूपे रायने जरुरी हाय ?,जनधन खात्यात किती रुपये गरजेची आहेत?,[INS: माह्या] [INS: कितीक] [रूपे रायने जरुरी हाय → किती रुपये गरजेची आहेत],d4.csv
D4,87.78,100.0,59.26,100.0,7,रोग न येनार पराटीचं वान कोनतं हाये ?,रोग नसेल तर पराटीचे काय आहे?,[INS: न] [येनार पराटीचं वान कोनतं हाये → नसेल तर पराटीचे काय आहे],d4.csv
D4,87.65,100.0,58.82,100.0,7,आपन कीटकाले कस ओळखू शकतो ?,आपण काय ओळखू शकता?,[INS: आपन] [कीटकाले कस → आपण काय] [शकतो → शकता],d4.csv
D4,87.33,100.0,57.78,100.0,7,तुरंत पैसे पाठवाचे असन तर कोनच्या परकारे पाठोता येईन ?,त्वरित पैसे पाठवले तर कोणत्या मार्गाने मिळतील?,[तुरंत → त्वरित] [INS: पाठवाचे] [असन → पाठवले] [INS: कोनच्या] [परकारे पाठोता येईन → कोणत्या मार्गाने मिळतील],d4.csv
D4,87.27,85.71,90.91,85.71,22,इ पीक पहानीचं ॲप कास्तकाराइच्या खरोखर फायद्याचं हाये का ?,या पीक पाहणीचा खरोखर फायदा आहे का?,[इ → या] [INS: पहानीचं ॲप] [कास्तकाराइच्या → पाहणीचा] [फायद्याचं हाये → फायदा आहे],d4.csv
D4,87.27,100.0,57.58,100.0,2,सन साजरे कराले मले छोट कर्ज भेटन का ?,उत्सवासाठी मला छोटे कर्ज मिळेल का?,[INS: सन साजरे] [कराले मले छोट → उत्सवासाठी मला छोटे] [भेटन → मिळेल],d4.csv
D4,87.14,100.0,57.14,100.0,6,कोनत्या मातीमंदी वल पकडून ठेवण्याची लई ताकद हाये ?,कोनत्या जमीन ताब्यात ठेवण्याची शक्ती लागते?,[INS: मातीमंदी] [वल पकडून → जमीन ताब्यात] [INS: लई] [ताकद हाये → शक्ती लागते],d4.csv
D4,87.11,114.29,23.68,114.29,0,नव्या ए.टी.एम पीन साठी मले का करा लागन ?,नव्या एटीएम पिनसाठी मला का करावे लागेल?,[INS: ए टी एम] [पीन साठी मले → एटीएम पिनसाठी मला] [करा लागन → करावे लागेल],d4.csv
D4,86.88,100.0,56.25,100.0,12,"भावशिक्षणात जायला म्हाजी हाय, पोरगा शिकतो हाय.","भावशिक्षणात जायला आहे, मुला शिकते.",[INS: म्हाजी हाय] [पोरगा शिकतो हाय → आहे मुला शिकते],d4_aug.csv
D4,86.15,100.0,53.85,100.0,0,मले कर्ज वापस कराची कोनची तारीख हाय हे कस मालूम पडनं ?,मला कर्जाची परतफेडची कोणती तारीख आहे आणि हे कसे कळेल?,[INS: मले] [कर्ज वापस कराची कोनची → मला कर्जाची परतफेडची कोणती] [हाय हे कस मालूम पडनं → आहे आणि हे कसे कळेल],d4.csv
D4,86.1,100.0,53.66,100.0,2,आलूले कोंब नाई याले पायजे त का करा लागन ?,आलू आणि कोंबडे याबद्दल मला का करावे लागते?,[INS: आलूले] [कोंब नाई याले पायजे त → आलू आणि कोंबडे याबद्दल मला] [करा लागन → करावे लागते],d4.csv
D4,86.0,100.0,53.33,100.0,12,मले कर्ज घ्यासाठी पुरावा म्हनून कुंते कागद लागते ?,कुंते कागद लागते त्यासाठी पुराव्यामुळे किती कागदपत्रे लागतात?,[मले कर्ज घ्यासाठी पुरावा म्हनून कुंते कागद लागते → कुंते कागद लागते त्यासाठी पुराव्यामुळे किती कागदपत्रे लागतात],d4.csv
D4,85.94,100.0,53.12,100.0,11,करडी कोनच्या यंत्राच्या मदतीनं कापाले पायजे ?,या यंत्राच्या मदतीने कशाने कापणे?,[INS: करडी] [कोनच्या → या] [मदतीनं कापाले पायजे → मदतीने कशाने कापणे],d4.csv
D4,85.71,100.0,52.38,100.0,1,"मले यू.पी.आय न पैसे आले , ते कसे पायता येईन ?","मला यूपीआयचे पैसे आले नाहीत, ते मी कसे टाळू?",[INS: मले यू पी] [आय न → मला यूपीआयचे] [DEL: नाहीत] [कसे पायता येईन → मी कसे टाळू],d4.csv
D4,85.68,100.0,52.27,100.0,9,टॅक्टरनं सोला पेरनी करतांनी किती खोल पेरनी कराच पायजे ?,ट्रॅक्टरने बीज पेरताना किती खोल पेरले पाहिजे?,[INS: टॅक्टरनं] [सोला पेरनी करतांनी → ट्रॅक्टरने बीज पेरताना] [INS: पेरनी] [कराच पायजे → पेरले पाहिजे],d4.csv
D4,85.48,100.0,51.61,100.0,3,मिन माय कितीक कर्ज आतावरी भरलं हाय ?,मी किती कर्ज आतापर्यंत भरले आहे?,[INS: मिन] [माय कितीक → मी किती] [आतावरी भरलं हाय → आतापर्यंत भरले आहे],d4.csv
D4,85.45,100.0,51.52,100.0,5,मिन कुनाले पैसे दिले असन तर कुठ पाहाचं ?,मी पैसे दिले असल्यास कुठे पाहायचे?,[INS: मिन] [कुनाले → मी] [INS: असन] [तर कुठ पाहाचं → असल्यास कुठे पाहायचे],d4.csv
D4,85.43,100.0,51.43,100.0,13,ऊसात कोनकोनची किड येते ?,उन्हासात कोनाकोपऱ्यात किडे येतात का?,[ऊसात कोनकोनची किड येते → उन्हासात कोनाकोपऱ्यात किडे येतात] [DEL: का],d4.csv
D4,85.38,100.0,51.28,100.0,5,मले खातं काढासाठी फोटो अस सयी जरुरीची हाय का ?,मला खाण्यासाठी फोटो असण्याची गरज आहे का?,[INS: मले] [खातं काढासाठी → मला खाण्यासाठी] [INS: अस] [सयी जरुरीची हाय → असण्याची गरज आहे],d4.csv
D4,85.37,88.89,77.14,88.89,8,डब्ल्यू.टी.ओ राष्ट्रांमधील जागतिक व्यापार नियमांची देखरेख करते,जागतिक व्यापार नियमांची देखरेख करणारी संस्था राष्ट्रांमध्ये कार्य करते,[INS: डब्ल्यू टी ओ राष्ट्रांमधील] [DEL: करणारी संस्था राष्ट्रांमध्ये कार्य],d4.csv
D4,85.37,100.0,51.22,100.0,7,मले माय कर्ज हर मईन्याप्रमाणं वापिस करता येईन का ?,मला माझे कर्ज प्रमाणानुसार वापरता येईल का?,[मले माय → मला माझे] [INS: हर मईन्याप्रमाणं] [वापिस करता येईन → प्रमाणानुसार वापरता येईल],d4.csv
D4,85.33,93.33,66.67,93.33,38,मले शिकायले कर्ज घ्याला पाहिजे असा काय प्रकार आहे?,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",[मले शिकायले → मला शिक्षणासाठी] [घ्याला पाहिजे असा काय प्रकार आहे → घ्यायचे असेल तर कुठे अर्ज करावा] [DEL: लागेल त्याची माहिती मला कुठे मिळेल],d4_aug.csv
D4,84.72,88.89,75.0,88.89,6,किसान क्रेडिट कार्ड योजना शेतकऱ्यांना वेळेवर कर्ज देते,शेतकऱ्यांना वेळेवर कर्ज देणारी किसान क्रेडिट कार्ड योजना आहे.,[DEL: शेतकऱ्यांना वेळेवर कर्ज देणारी] [INS: शेतकऱ्यांना वेळेवर कर्ज] [देते → आहे],d4.csv
D4,84.63,100.0,48.78,100.0,13,मध कापणी करताना मधमाश्या काढण्यासाठी मधमाशी ब्रश वापरा,मधमाश्यांच्या काढणीसाठी मधमाशी ब्रश वापरा,[INS: मध कापणी करताना] [मधमाश्या काढण्यासाठी → मधमाश्यांच्या काढणीसाठी],d4.csv
D4,84.62,100.0,48.72,100.0,4,कायले मलेला KYC कागदपत्रे काय काय द्या लागन?,कशामुळे मला KYC कागदपत्रे द्यावी लागतील?,[कायले मलेला → कशामुळे मला] [INS: काय काय] [द्या लागन → द्यावी लागतील],d4_aug.csv
D4,84.52,100.0,48.39,100.0,4,कराच वापसी माया खात्यामंधून होईन का ?,परतफेड माझ्या खात्यातून होईल का?,[INS: कराच] [वापसी माया खात्यामंधून होईन → परतफेड माझ्या खात्यातून होईल],d4.csv
D4,84.42,100.0,48.08,100.0,7,कितीक वर्षात मले माय पूर कर्ज वापिस करता येईन ?,किती वर्षांत मला माझ्या वडिलांचे कर्ज वापरायला मिळेल?,[कितीक वर्षात मले माय पूर → किती वर्षांत मला माझ्या वडिलांचे] [INS: वापिस] [करता येईन → वापरायला मिळेल],d4.csv
D4,84.17,100.0,47.22,100.0,5,धुवारापाई पिकावर का परीनाम होते ?,धुवारापाईच्या पिकांवर परिणाम का झाला?,[धुवारापाई पिकावर का परीनाम होते → धुवारापाईच्या पिकांवर परिणाम का झाला],d4.csv
D4,84.12,100.0,47.06,100.0,6,माह्या पिकाले धुयारीपासुन कस वाचवता येईन ?,मी मासे धुयारीपासून कसे वाचवू शकेन?,[माह्या पिकाले धुयारीपासुन कस वाचवता येईन → मी मासे धुयारीपासून कसे वाचवू शकेन],d4.csv
D4,84.04,100.0,46.81,100.0,10,वावरासाठी कर्ज घ्याचं असन तर मी त्यात बसतो हे मले कुठ कळन ?,वावरासाठी कर्ज घ्यायचे असेल तर मला ते कुठे कळेल?,[घ्याचं असन → घ्यायचे असेल] [INS: मी त्यात बसतो] [हे मले कुठ कळन → मला ते कुठे कळेल],d4.csv
D4,83.85,100.0,46.15,100.0,4,सोला सवंगल्यावर कोनच्या पोत्यात भराले पायजे ?,संपल्यावर कोनच्या पिशवीत भरले पाहिजे का?,[INS: सोला] [सवंगल्यावर → संपल्यावर] [पोत्यात भराले पायजे → पिशवीत भरले पाहिजे] [DEL: का],d4.csv
D4,83.7,100.0,45.65,100.0,1,कर्ज वापिस करासाठी मले नव खात उघडन जरुरी हाय का ?,कर्ज वापरण्यासाठी मला खाते उघडणे आवश्यक आहे का?,[INS: वापिस करासाठी] [मले नव खात उघडन जरुरी हाय → वापरण्यासाठी मला खाते उघडणे आवश्यक आहे],d4.csv
D4,83.64,100.0,45.45,100.0,6,पेरणी कराच्या पयले बियान्याले का लावाव ?,पेरणीच्या पहिल्या बियाण्यांनी का लावायचे आहे?,[INS: पेरणी] [कराच्या पयले बियान्याले → पेरणीच्या पहिल्या बियाण्यांनी] [लावाव → लावायचे] [DEL: आहे],d4.csv
D4,83.58,100.0,45.28,100.0,9,पराटीले एकरामागं किती किलोग्रॅम खताची मात्रा अस कोतं खात द्याव ?,प्रत्येकाला एकमागं किती किलोग्राम खताची मात्रा द्यावी?,[पराटीले एकरामागं → प्रत्येकाला एकमागं] [किलोग्रॅम → किलोग्राम] [INS: अस कोतं खात] [द्याव → द्यावी],d4.csv
D4,83.55,100.0,45.16,100.0,1,पपईचा सद्या का भाव चालून रायला ?,पपईच्या सद्याचा भाव का बदलत आहे?,[INS: पपईचा] [सद्या का → पपईच्या सद्याचा] [चालून रायला → का बदलत] [DEL: आहे],d4.csv
D4,83.45,100.0,44.83,100.0,5,कर्जसाठी कोंते कागद लागन ?,कर्जासाठी कागदपत्रे लागतील का?,[कर्जसाठी कोंते कागद लागन → कर्जासाठी कागदपत्रे लागतील का],d4.csv
D4,83.33,83.33,83.33,83.33,5,सगळ्यात कमीत कमी खर्च लागनारं सिंचन कोनचं ?,सिंचनासाठी सर्वात कमी खर्च किती असेल?,[सगळ्यात कमीत → सिंचनासाठी सर्वात] [INS: लागनारं] [सिंचन कोनचं → किती असेल],d4.csv
D4,83.26,100.0,44.19,100.0,4,बिमा काढाचे टायमाले मले कोंते कागद लागन ?,बिमा काढण्यासाठी मला कोणते कागदपत्रे लागतील?,[INS: काढाचे] [टायमाले मले कोंते कागद लागन → काढण्यासाठी मला कोणते कागदपत्रे लागतील],d4.csv
D4,83.2,100.0,44.0,100.0,5,मले ॲक्सिडंटचा बिमा काढासाठी कुनाले भेटा लागन ?,मला अपघाताचा विमा काढण्यासाठी कोणाशी भेटायला लागते?,[मले ॲक्सिडंटचा बिमा काढासाठी कुनाले भेटा लागन → मला अपघाताचा विमा काढण्यासाठी कोणाशी भेटायला लागते],d4.csv
D4,83.2,100.0,44.0,100.0,11,पत्ताकोबी थायरॉईड मध्ये हानिकारक आहे,थायरॉईडमध्ये हानिकारक आहे,[INS: पत्ताकोबी थायरॉईड] [मध्ये → थायरॉईडमध्ये],d4.csv
D4,82.6,100.0,42.0,100.0,3,कराच पात्रता मायती करासाठी मले कोनाले भेटा लागन ?,पात्रतेसाठी माहिती करासाठी मला कोणती भेटायला लागते?,[INS: कराच] [पात्रता मायती → पात्रतेसाठी माहिती] [मले कोनाले भेटा लागन → मला कोणती भेटायला लागते],d4.csv
D4,82.5,100.0,41.67,100.0,16,संत्र्याचं पीक वाढवाले कोनचे उपाव कराच पायजे ?,संत्र्याच्या पिकासाठी वाढणाऱ्यांना कोणते उपाय करायचे पाहिजेत?,[संत्र्याचं पीक वाढवाले कोनचे उपाव कराच पायजे → संत्र्याच्या पिकासाठी वाढणाऱ्यांना कोणते उपाय करायचे पाहिजेत],d4.csv
D4,82.49,88.89,67.57,88.89,0,मले ऑनलाईन खातं खोलाचं हाय तर कस खोलू ?,ऑनलाईन जे खाणे आहे तर ते किती खोल आहे?,[INS: मले] [खातं खोलाचं हाय → जे खाणे आहे] [कस खोलू → ते किती] [DEL: खोल आहे],d4.csv
D4,82.35,100.0,41.18,100.0,6,मध्यम जमीनीत पराटीचं वान निवडतानी कोनचं वान निवडाले पायजे ?,मध्यम जमिनीवर पराटीचे रोप निवडताना कोणते रोप निवडले?,[INS: जमीनीत] [पराटीचं वान निवडतानी कोनचं वान निवडाले पायजे → जमिनीवर पराटीचे रोप निवडताना कोणते रोप निवडले],d4.csv
D4,81.72,85.71,72.41,85.71,10,आर.टी.जी.एस करासाठी चेक जरुरीचा हाय काय ?,आर.टी.जी.एसची आवश्यकता आहे का?,[INS: एस करासाठी] [चेक जरुरीचा हाय काय → एसची आवश्यकता आहे का],d4.csv
D4,81.51,88.89,64.29,88.89,5,चहाच्या लागवडीसाठी ओला गरम प्रदेश चांगला मानला जातो,ओला आणि गरम प्रदेश चहाच्या लागवडीसाठी चांगले मानले जातात.,[INS: चहाच्या लागवडीसाठी] [DEL: आणि] [चांगला मानला जातो → चहाच्या लागवडीसाठी चांगले] [DEL: मानले जातात],d4.csv
D4,81.43,100.0,38.1,100.0,4,मित्र किडे कशे ओळखा लागते ?,"मित्रा, किडे कसे ओळखता?",[मित्र → मित्रा] [INS: कशे] [ओळखा लागते → कसे ओळखता],d4.csv
D4,81.16,100.0,37.21,100.0,5,थ्याच जमिनीत यकसारखे पिकं किती वरसं घ्याले पायजे ?,त्याच जमिनीवर एकसारखे पीक किती घेतले पाहिजे?,[थ्याच जमिनीत यकसारखे पिकं → त्याच जमिनीवर एकसारखे पीक] [INS: वरसं] [घ्याले पायजे → घेतले पाहिजे],d4.csv
D4,80.71,100.0,35.71,100.0,9,नयराचं पानी कोनच्या पद्धतीनं ओलाव ?,नयराचे पाणी कोणत्या पद्धतीने ओले केले जाते?,[नयराचं पानी कोनच्या पद्धतीनं ओलाव → नयराचे पाणी कोणत्या पद्धतीने ओले] [DEL: केले जाते],d4.csv
D4,80.68,100.0,35.59,100.0,1,ओर्गानिक पदार्ताथ आनुवान्सिक रुपात संसोधीत जीव जी.एम.ओ नसतात,जैविक पदार्थांमध्ये आनुवंशिक रूपात संसोधीत जीवन जीएमओ नसतात,[ओर्गानिक पदार्ताथ आनुवान्सिक रुपात → जैविक पदार्थांमध्ये आनुवंशिक रूपात] [INS: जीव जी] [एम ओ → जीवन जीएमओ],d4.csv
D4,80.43,100.0,34.78,100.0,2,सोनं गहान ठेऊन कर्ज काढासाठी मले कोंते कागद लागन ?,सोने गहने ठेवून कर्जासाठी मला किती कागद लागतील?,[INS: सोनं] [गहान ठेऊन कर्ज काढासाठी मले कोंते → सोने गहने ठेवून कर्जासाठी मला किती] [लागन → लागतील],d4.csv
D4,80.0,100.0,33.33,100.0,5,वांग्यावर बुरशी नाशक किती ग्राम टाकाले पायजे ?,वाशीवर बुरशीनाशक किती ग्रॅम टाकायचे आहे?,[INS: वांग्यावर] [बुरशी नाशक → वाशीवर बुरशीनाशक] [ग्राम टाकाले पायजे → ग्रॅम टाकायचे आहे],d4.csv
D4,80.0,100.0,33.33,100.0,9,मोसंबी वरचा नाग रोग रोखा साठी उपाव का हाये ?,मोसंबीचा नाग रोगासाठी उपाव का आहे?,[INS: मोसंबी] [वरचा → मोसंबीचा] [INS: रोग रोखा] [साठी → रोगासाठी] [हाये → आहे],d4.csv
D4,79.95,88.89,59.09,88.89,16,मले दहा तोळे सोन्यावर कितीक रुपया प्रमाण कर्ज भेटन ?,माझ्या प्रमाणे दहा सोन्याच्या दागिन्यांवर किती रुपयांचे कर्ज मिळेल?,[मले दहा तोळे सोन्यावर कितीक रुपया प्रमाण → माझ्या प्रमाणे दहा सोन्याच्या दागिन्यांवर किती रुपयांचे] [भेटन → मिळेल],d4.csv
D4,79.84,83.33,71.7,83.33,4,बिया पेरणे आवश्यक आहे सूर्यप्रकाश क्षेत्रां मध्ये,बिया सूर्यप्रकाशाच्या क्षेत्रांमध्ये पेरणे आवश्यक आहे,[DEL: सूर्यप्रकाशाच्या क्षेत्रांमध्ये] [INS: सूर्यप्रकाश क्षेत्रां मध्ये],d4.csv
D4,79.47,100.0,31.58,100.0,4,हाइब्रीड म्हनजे का होते ?,हाइब्रीड म्हणजे काय?,[INS: म्हनजे] [का होते → म्हणजे काय],d4.csv
