id,text_id,dialect,domain,distortion_score,dialect_text,standard_text,flaw_reason
7888,707215,D1,Banking,12.0,मुदत ठेव तुमका आवर्ती ठेवीपेक्षा जास्त कमावता,तुमची मुदत ठेव आवर्ती ठेवीपेक्षा जास्त कमावते,Unresolved: Pass 2: Retained regional dialect word 'तुमची'
7894,710282,D1,Banking,12.0,तुम्ही एस.एम.एस द्वारे पण मिनी स्टेटमेंट मागवु शकतास,तुम्ही एस.एम.एस द्वारे पण मिनी स्टेटमेंट मागवू शकता,Unresolved: Pass 2: Retained regional dialect word 'तुम्ही'
7897,710717,D1,Banking,12.0,डायरेक्ट डिपॉजिटचो सगळ्यात मोठो विक्री बिंदू तुमचो वेळ वाचवता,"डायरेक्ट डिपॉझिट सर्वात मोठा विक्री बिंदू आहे, तुम्ही वेळ वाचवता",Unresolved: Pass 2: Retained regional dialect word 'तुम्ही'
7909,711840,D1,Banking,12.0,मी माझ्या खात्याची माहिती ऑनलाईन अक्सेस करूक शकतय काय ?,मी माझ्या खात्याची माहिती ऑनलाईन ॲक्सेस करू शकतो का?,Unresolved: Pass 2: Retained regional dialect word 'मी'
8032,707876,D1,Agriculture,12.0,"माका माहीत आसा , स्थिरता निश्चित करणारे लय घटक आसत","मला माहित आहे, स्थिरता निश्चित करणारे घटक आहेत.",Unresolved: Pass 2: Retains regional dialect word 'मला'
8203,710097,D1,Agriculture,12.0,सगळ्या ठिकाणी कागद बनवण्याचो मार्ग झाडापेडाच असतत,सगळ्या ठिकाणी कागद बनवण्याचा मार्ग झाडापेडाचा असतो,Unresolved: Pass 2: Retains regional dialect word (झाडापेडाच)
8050,712552,D1,Banking,12.0,कृपा करून माका ज्येष्ठ नागरिक बचत योजनेचो व्याजचो दर सांगताल,कृपया मला ज्येष्ठ नागरिक बचत योजनेचा व्याजदर सांगा.,Unresolved: Pass 2: Retains regional dialect word 'माका'
8269,709839,D1,Agriculture,12.0,कार्बन शोषून घेण्यासाठी कृषी वनांचा वनीकरण सुरू हा,कार्बन शोषून घेण्यासाठी कृषी वनांचा वनीकरण सुरू आहे,Unresolved: Pass 2: loses essential meaning/entities
8320,707169,D1,Banking,12.0,बचत खाता सर्व स्तरातला लोकाचा बँकिंग गरजा पूर्ण करुक डिझाइन केलेली असता,बचत करून सर्व स्तरावरील लोकांच्या बँकिंग गरजा पूर्ण करण्यासाठी डिझाइन केले आहे.,Unresolved: Pass 2: retains regional dialect words (सर्व स्तरावरील)
8341,709720,D1,Banking,12.0,स्टॉक एक्सचेंज अश्या तर्हेन कंपनींका भांडवलाच्या खर्चाक कमी करता,स्टॉक एक्सचेंज अशा तर्हेन कंपनीच्या भांडवलाच्या खर्चात कपात करा.,"Unresolved: Pass 2: retains regional dialect words (अशा तर्हेन, कपात करा)"
8374,709920,D1,Banking,11.923,तुम्ही कधी पण महिला बचत खात्याक नियमित बचत खात्यात अर्ज देऊन बदलू शकतास,तुम्ही कधी पण महिला बचत खात्यात नियमित बचत खात्यात अर्ज देऊन बदलू शकता.,Unresolved: Pass 2: retains regional dialect words (तुम्ही)
8392,709743,D1,Banking,11.917,"आई.बी.पी.एस , आर.आर.बी प्रादेशिक ग्रामीण बँक परीक्षा ही येक सोपी परीक्षा आसा","आई.बी.पी.एस, आर.आर.बी प्रादेशिक ग्रामीण बँक परीक्षा ही एक सोपी परीक्षा आहे.",Unresolved: Pass 2: Retains regional dialect word (येक)
8407,709068,D1,Agriculture,11.917,"फळा विटामीन सी , विटामीन एची कमी भरून काढूक महत्त्वाची भुमिका बजावता","फळांचे जीवनसत्त्व सी, जीवनसत्त्व एची कमतरता भरून काढणे महत्त्वाची भूमिका बजावते.",Unresolved: Pass 2: Retains regional dialect word (फळा)
8434,707712,D1,Agriculture,11.9,पंतप्रधान किसान मानधन योजना ऐच्छिक आणि अंशदायी पेन्शन योजना आसा,पंतप्रधान किसान मानधन योजना ऐच्छिक आणि अंशदायी पेन्शन योजना आहे.,Unresolved: Pass 2: Standard text is in Hindi (किसान मानधन योजना)
8437,710524,D1,Banking,11.9,आजकाल मोठमोठी लोका रियल इस्टेटीट पैशे गुंतवान पैशे चारपट करतत,आजकाल मोठे लोक रियल इस्टेटीटचे पैसे गुंतवत चारपट करत आहेत.,Unresolved: Pass 2: Retains regional dialect word (मोठमोठी)
8452,707157,D1,Banking,11.889,तुम्ही घेतलेल्यो वैयक्तिक कर्जा योजनेचो तपशील तुम्ही पाहू शकता,तुम्ही घेतलेल्या वैयक्तिक कर्जा योजनेचे तपशील तुम्ही पाहू शकता.,Unresolved: Pass 2: Retains regional dialect words (तुम्ही)
8761,710660,D1,Agriculture,11.5,गणेश तुका माहित हा भारतात सर्वाधिक दूधाचा उत्पादन होता,गणेश तुला माहीत आहे की भारतात सर्वाधिक दुधाचे उत्पादन झाले,Unresolved: Pass 2: Retains regional dialect word 'तुका'
8464,710088,D1,Banking,11.833,"शेअर्स यांचे वर्ग सामान्य , प्राधान्य , वाढ आणि स्थगित शेअर्स हत","शेअर्सचे वर्ग सामान्य, प्राधान्य, वाढ आणि स्थगित शेअर्स",Unresolved: Pass 2: retains regional dialect word 'हत'
8869,710192,D1,Banking,11.5,कर्जदार व्यक्ति असा कि संस्था यावरुन पण कर्जाचा वर्गीकरण केला जाता,कर्जदार व्यक्ती असे की संस्थेवरून पण कर्जाचे वर्गीकरण केले जाते,Unresolved: Pass 2: Retains regional dialect word 'कि'
8806,706766,D1,Banking,11.5,वित्तीय अभियांत्रिकी ह्या एक बहुविद्याशाखीय क्षेत्र असा,वित्तीय अभियांत्रिकी हा एक बहुविद्याशाखीय क्षेत्र असा,Unresolved: Pass 2: Retains regional dialect word 'हा'
9199,708033,D1,Banking,11.409,व्यवहार खाता ह्या बँक किंवा इतर वित्तीय संस्थेतला ठेव खाता आसा,बँक किंवा इतर वित्तीय संस्थेचे ठेव खाते आहे.,Unresolved: Pass 2: Regional dialect word 'व्यवहार खाता ह्या बँक किंवा इतर वित्तीय संस्थेतला ठेव खाता आसा' remains
9232,708664,D1,Agriculture,11.4,"करटोलीक काकोरा , कंटॉला , ककोडा सार्ख्या नावान पण ओळाखतत","करटोलीक काकोरा, कंटोला, ककोडासारख्या नावा पण ओळखते",Unresolved: Pass 2: Still retains regional dialect word
9307,711016,D1,Banking,11.233,"वीमो हि एक गुंतवणूक असा ती जीवन , संपूर्ण जीवन आणि परिवर्तनशील जीवन वीमो असा","जीवन एक गुंतवणूक आहे ते जीवन, संपूर्ण जीवन आणि परिवर्तनशील जीवन आहे.",Unresolved: Pass 2: Retains regional dialect words
9628,708233,D1,Agriculture,11.0,कागद बनवच्यासाठी जगभरात कितकीतरी झाडां रोज कापली जातत,कागद बनवण्यासाठी जगभरात रोज कितीतरी झाडे कापली जात आहेत.,"Unresolved: Pass 2: retains regional dialect words (माका, तुका, खय, शेतस, मले)"
9061,707336,D1,Banking,11.5,आमका मनी मार्केट खात्यासाठी ए.टी.एम पण मिळता काय ?,आमका मनी मार्केट खात्यासाठी ए.टी.एम पण मिळता काय ?,Unresolved: Pass 2: Dropped question mark
9073,709040,D1,Banking,11.5,काम बंद झाल्यावर पण जोगिंदरका स्थिर भांडवलाचा भाडा देऊचा लागला,काम बंद झाल्यावर पण जोगिंदरच्या स्थिर भांडवलाचा भाडा द्यावा लागला,Unresolved: Pass 2: Retains regional dialect word 'का'
9106,709178,D1,Agriculture,11.5,दोन पिकांच्या मध्ये घेतत त्या पिकाक कॅच क्रॉप बोलतत,दोन पिकांच्या मध्ये घेतलेली ती पिक कॅच क्रॉप बोलत आहे,"Unresolved: Pass 2: Retains regional dialect words (e.g., ह्यो, त्या)"
9682,709461,D1,Banking,11.0,डिजिटल पैशाची किंमत कमी जास्त होत रव्हता,डिजिटल पैशाची किंमत कमी जास्त होती,Unresolved: Pass 2: loses essential meaning/entities
9685,708674,D1,Agriculture,11.0,भांगेचे बियो घेऊक चार ते सहा आठवड्यातच कापणी सुरू करतत,भांगेचे बियो चार ते सहा आठवड्यातच कापणी सुरू करते,Unresolved: Pass 2: retains regional dialect words (चार ते सहा आठवड्यातच)
9700,710264,D1,Agriculture,11.0,तामिळनाडु समुद्री शेवाळीची शेती करण्यात सगळ्यात पुढे असा,तामिळनाडू समुद्री शेवाळीची शेती करण्यात सगळ्यात पुढे असा,Unresolved: Pass 2: retains regional dialect words (सर्वात)
9703,709394,D1,Agriculture,11.0,काही भांडी आणि लाकूडा तंतू कंद पिका ओलांडतत,काही भांडी आणि लाकूडा तंतू कंद पिका ओलांडत,Unresolved: Pass 2: retains regional dialect words (तंतू)
9781,708445,D1,Banking,11.0,भूमी विकास बँक तुमका दीर्घ मुदतीची कर्जा पण दिता,भूमी विकास बँकेने तुम्हाला दीर्घ मुदतीची कर्ज पण दिले,Unresolved: Pass 2: Regional dialect word (तुमका) used
9739,707664,D1,Banking,11.0,दुसऱ्या महायुद्धानंतर युक्रेनना पण युद्ध करार सुरू केल्यान,दुसऱ्या महायुद्धानंतर युक्रेनने पण युद्ध करार सुरू केला,Unresolved: Pass 2: Hindi grammar ending 'ने' remains
10141,710193,D1,Banking,10.5,कर्जाचो तपशील पाहुसाठी तुमका ॲप्लीकेशन रेफरंस नंबरची गरज लागतली,कर्जाचो तपशील पाहुसाठी तुमचा ॲप्लीकेशन रेफरंस नंबरची गरज लागतली,Unresolved: Pass 2: Regional dialect word 'तुमचा' not removed
9883,708108,D1,Banking,11.0,सामाजिक सुरक्षा योगदान कर ह्यो अनिवार्य पेमेंट आसा,सामाजिक सुरक्षा योगदान अनिवार्य पेमेंट आहे,Unresolved: Pass 2: Dialect word 'ह्यो' not removed
9934,708121,D1,Agriculture,11.0,सुखो मेवो म्हणून शेंगदाण्याचो वापर करतत ता मका लय आवडता,सुख म्हणून मी फक्त शेंगदाणे वापरत आहे आणि मला ते आवडते,Unresolved: Pass 2: Regional dialect word 'शेंगदाण्याचो' not removed
10426,706933,D1,Banking,10.5,युनिफाइड पेमेंट्स इंटरफेस एक त्वरित रिअल टाइम पेमेंट सिस्टम असा,युनिफाइड पेमेंट्स इंटरफेस एक त्वरित रिअल टाइम पेमेंट सिस्टम आहे,Unresolved: Pass 2: retains non-Marathi language (English)
10534,708482,D1,Banking,10.5,म्हागाईन कमायवांगडा खर्चय वाढतत,माझे कमावणे आणि खर्च वाढत आहे?,Unresolved: Pass 2: Regional dialect word 'माझे'
10579,708657,D1,Agriculture,10.5,मगरांची शेती केल्याचो फायदो मगरांका चांगलो मिळता,मगरांची शेती केल्याने मगरांना चांगले मिळते.,Unresolved: Pass 2: Regional dialect word 'चांगले'
10594,709286,D1,Banking,10.5,आपला खाता सेट करूक तुमका तुमचो डेबिट कार्ड डेटा जोडुक व्हयो,आपले खाते सेट करा तुमचे डेबिट कार्ड डेटा जोडला आहे.,"Unresolved: Pass 2: Regional dialect words 'तुमका', 'तुमचो', 'व्हयो'"
10663,710221,D1,Banking,10.5,क्रेडिट कार्ड पैशाचा भांडार म्हणून काम नाय करणा,क्रेडिट कार्ड पैशाचा भांडार म्हणून काम नाही करणे,Unresolved: Pass 2: Regional dialect word 'नाय' remains
10729,709358,D1,Banking,10.429,एक प्रगतिशील कर तो हा जेच्यात कर योग्य पैशे वाढवल्यावर कराचो दर पण वाढता,एक प्रगतिशील कृती तर ती योग्य पैशात केल्यावर दर पण वाढतो.,Unresolved: Pass 2: Standard text is in Hindi and non-Marathi language
10897,708415,D1,Agriculture,10.0,बेलर आणि बाकीच्या कृषियंत्रांचो भारतात तुटवडो आसा,बेलार आणि बाकीच्या कृषी यंत्रांचे भारतात तुटलेले आहेत,Unresolved: Pass 2: Retains regional dialect words (करिअरचा शिक्षण)
10900,707881,D1,Agriculture,10.0,माझी मावशी बोराचा लोणचा खूप आवडीन बनवता,माझी मावशी बोराचा लोणचा खूप आवडते बनवते,Unresolved: Pass 2: Retains regional dialect word 'बनवता'
10981,711714,D1,Agriculture,10.0,सोयाबीन पिकांचो नाश खयच्या प्रकारचे कीटक करतत ?,सोयाबीन पिकांचे नाश खयच्या प्रकारचे कीटक करत आहेत का?,Unresolved: Pass 2: Regional dialect word 'खयच्या प्रकारचे' remains
11074,710019,D1,Agriculture,10.0,मधमाशांचो मुख्य उपयोग मध तयार करण्यासाठी होता,मधमाशांचा मुख्य उपयोग मध तयार करण्यासाठी होता,Unresolved: Pass 2: Retains regional dialect words
11095,711890,D1,Banking,10.0,माझ्या खात्यात पैसो जमा होतत काय ता कसा बगायचा ?,"माझ्या खात्यात पैसे जमा होत आहेत, तर कसे वापरायचे?",Unresolved: Pass 2: Dropped question mark
10783,709504,D1,Agriculture,10.4,पॅकेट प्लॅटेबल पेपर पासना बनता आणि बायोडिग्रेडेबल इको पेपर असता,पॅकेट प्लॅटेबल पेपर पासना बनता आणि बायोडिग्रेडेबल इको पेपर असता,Unresolved: Pass 2: पासना हे दिलेले नाही
10789,710100,D1,Banking,10.389,सरकार जो बाँड जाहीर करता तेंका सरकारी बाँड म्हणतत,सरकार जो बाँड जाहीर करता तेंका सरकारी बाँड म्हणतात,Unresolved: Pass 2: तेंका हे दिलेले नाही
10795,710876,D1,Agriculture,10.389,भारत सरकारना कृषी उत्पादन वाढवुसाठी खुपशे कृषी योजना बनवल्यान,भारत सरकारना कृषी उत्पादन वाढवुसाठी खुपशे कृषी योजना बनवल्यान,Unresolved: Pass 2: वाढवुसाठी हे दिलेले नाही
10804,708400,D1,Agriculture,10.389,फिरत्या चराईमधी जमिनीचे वेगवेगळे बारके बारके भाग केले जातत,फिरत्या चराईमधी जमिनीचे वेगवेगळे बारके बारके भाग केले जातत,Unresolved: Pass 2: जमिनीचे वेगवेगळे बारके हे दिलेले नाही
10816,709828,D1,Banking,10.367,कर महसूल ह्या असा उत्पन्न असा जा सरकार द्वारा कर वसुली करून एकटय केला जाता,कर महसूल ह्या असा उत्पन्न असा जा सरकार द्वारा कर वसुली करून एकटय केला जाता,Unresolved: Pass 2: एकटय हे दिलेले नाही
11173,707349,D1,Banking,10.0,आर्थिक विश्लेषक भविष्यातली अनिश्चिततेवरून सगळा सांगता,आर्थिक विश्लेषक भविष्यातील अनिश्चिततेवरून सर्व काही सांगतो.,Unresolved: Pass 2: Standard text retains regional dialect words (सांगता)
11188,708734,D1,Agriculture,10.0,भारतात गावणारी दख्खनी मेंढी वर्षाक पाच किलो लोकर देता,भारतात दख्खनी मेंढी वर्षाक पाच किलो लोकर देते.,Unresolved: Pass 2: Standard text retains regional dialect words (दख्खनी)
10993,711664,D1,Agriculture,10.0,अवर्षणिय भागात प्रभावी सिंचन पद्धतीचो वापर करतत काय ?,अवर्षणिय भागात प्रभावी सिंचन पद्धतीचा वापर करता काय ?,Unresolved: Pass 2: Retains regional dialect words (वापर करता)
10198,712269,D1,Banking,10.5,खात्यातले पैसे ऑनलाइन तपासुक कशे मेलतत ?,खात्यातील पैसे ऑनलाइन तपासणे कसे होते?,Unresolved: Pass 2: Regional dialect word 'तपासणे' remains
10246,709584,D1,Banking,10.5,माका फायनांस पडल्यार पण फायदो झालेलो,मला फायनान्स पडल्या पण फायदा झालेला,Unresolved: Pass 2: Regional dialect word 'मला' remains
11275,707575,D1,Banking,10.0,डेबिट कार्डाशिवाय पण बँकेतसून पैसो काढूचे मॉप सोयी आसत,डेबिट कार्डाशिवाय पण बँकेतून पैसे काढणे सोपे होते,Unresolved: Pass 2: retains regional dialect word (सोपे)
11278,709534,D1,Banking,10.0,बऱ्याचदा वर्किंग कॅपिटलका डिमांड लोन पण बोलतत,बऱ्याचदा वर्किंग कॅपिटलचे डिमांड लोन बोलले जाते,Unresolved: Pass 2: retains regional dialect word (कॅपिटलचे)
11284,707236,D1,Banking,10.0,ई विमा खाता अर्जदारांका विनामूल्यो दिला जाता,या विमा खात्यासाठी अर्जदारांना विनामूल्य शुल्क दिले जाते,Unresolved: Pass 2: retains regional dialect word (विनामूल्य)
11290,707596,D1,Banking,10.0,"तुका माहीत हा , युनियन बँकेचे एकशे वीस दशलक्ष ग्राहक आसत","तुम्हाला माहीत आहे, युनियन बँकेचे एकशे वीस दशलक्ष ग्राहक आहेत.",Unresolved: Pass 2: retains regional dialect word (तुम्हाला)
11344,708927,D1,Banking,10.0,माझ्या भागतला चहाचा दुकान पण एक छोटो व्यापार हा,माझ्या भावाचे चहाचे दुकान पण एक छोटे व्यापार आहे,Unresolved: Pass 2: Retains regional dialect word 'भावाचे'
11503,708129,D1,Banking,10.0,सेवा क्षेत्र ह्यो अर्थव्यवस्थेचो लय उपयोगाचो प्रकार आसा,सेवा क्षेत्र हे अर्थव्यवस्थेचा उपयोग प्रकार आहे,Unresolved: Pass 2: Retains regional dialect word (ह्यो)
11542,709524,D1,Agriculture,9.889,फळ किंवा फळझाडांची पध्दतशीर लागवड प्रसार किंवा संगोपन असा,फळ किंवा फळझाडांची पद्धतशीर लागवड प्रसार किंवा संगोपन आहे,Unresolved: Pass 2: Retains regional dialect word 'पध्दतशीर'
11629,706682,D1,Banking,9.5,"अपंगत्व विमो , ज्याका सहसा उत्पन्न संरक्षण म्हणतत",अपंगत्व म्हणजे जे सहसा उत्पन्न संरक्षण म्हणते,Unresolved: Pass 2: Retains regional dialect word (अपंगत्व विमो)
11632,710700,D1,Banking,9.5,जागतीक बौद्धिक संपदा संघटनेचो भाग बनुसाठी तु काय केलस ?,जागतिक बौद्धिक संपदा संघटनेचा भाग बनवण्यासाठी तू काय करशील?,Unresolved: Pass 2: Retains regional dialect word (तु)
11800,706718,D1,Banking,9.5,"म्युनिसिपल बॉण्ड , सर्वोसधारणपणे मुनी म्हणून ओळखला जाता",म्युनिसिपल बॉण्ड सर्वसाधारणपणे मुनी म्हणून ओळखला जातो.,Unresolved: Pass 2: Dialect word 'मुनी' remains
12127,707760,D1,Banking,9.5,प्रत्येक ग्राहक ह्यो फेअरट्रेडचो महत्त्वाचा भाग आसा,प्रत्येक ग्राहक ही फेअर ट्रेडचा महत्त्वाचा भाग आहे.,Unresolved: Pass 2: Regional dialect words not removed (ह्यो -> ही)
12184,708548,D1,Banking,9.5,सरळ पैशे काढणा म्हणजे तुमच्याकडना बँकेक केलली सूचना आसा,सरळ पैसे काढणे म्हणजे तुमच्याकडच्या बँकेने तुम्हाला सूचना केली आहे,Unresolved: Pass 2: word 'आहे' is not standard
12298,710417,D1,Agriculture,9.375,राणीमाशी सगळ्यात मोठी असता तिच्यात प्रजनन अवयव असता,राणी सर्वात मोठी असेल तर तिच्यात प्रजनन अवयव असतील.,Unresolved: Pass 2: Regional dialect word 'राणी' remains
12457,707436,D1,Agriculture,9.0,काही तण खूप हानिकारक असतत,काही तण खूप हानिकारक आहेत,Unresolved: Pass 2: Regional dialect word 'असतत' remains
12487,706936,D1,Banking,9.0,फोन पे युनिफाइड पेमेंट इंटरफेस प्रणालीवर कार्य करता,फोनवर युनिफाइड पेमेंट इंटरफेस प्रणालीवर कार्य करते,Unresolved: Pass 2: English word 'Unifield' retained
12517,709084,D1,Agriculture,9.0,पिकांका जमीन मिळवूक म्हणान पण जंगला कापतत,पिकांसाठी जमीन मिळवण्याचा विचार करत असताना जंगलाची काळजी घ्यावी,Unresolved: Pass 2: Garbled sentence
12589,711629,D1,Agriculture,9.0,पी.एम किसान एफ.पी.ओ योजनाच्यात शेतकऱ्यांका काय मिळता ?,पी.एम. किसान एफ.पी.ओ. योजनेत शेतकऱ्यांना काय मिळते?,Unresolved: Pass 2: Retains regional dialect word (किसान)
12592,711122,D1,Agriculture,9.0,हया आम्याच्या जातीनिसून कसली जात बरी आनी कशी लाऊची ?,हा आम्याच्या जातीतील कोणती जात बरोबर आहे आणि ती कशी मिळवायची?,"Unresolved: Pass 2: Retains regional dialect words (हया, आम्याच्या)"
12616,710498,D1,Agriculture,9.0,ह्या मशनीन कांद्याची पेरणी योग्य अंतरावर होता,या मशीनने कांद्याची पेरणी योग्य अंतरावर झाली होती.,Unresolved: Pass 2: Retains regional dialect word (मशनीन)
12622,707260,D1,Banking,9.0,तुम्ही यू.पी.आय क्यू.आर कोड स्कॅन करान पेमेंट करू शकता,तुम्ही यूपीआय क्यूआर कोड स्कॅन करून पेमेंट करू शकता,Unresolved: Pass 2: Contains non-Marathi language (Hindi)
12937,708474,D1,Agriculture,9.0,मेंढीपासना दूध उत्पादना मेळवली जावक शकतत,मेंढीपासना आणि दूध उत्पादनाचे जुळवणे शक्य आहे?,Unresolved: Pass 2: Regional dialect word 'जुळवणे'
12553,708778,D1,Agriculture,9.0,वस्तुंका एकत्र खेचुचा एक साधान हॅन्ड गॅदरिंग असा,वस्तूंचा एकत्र घेऊन एक साधन हँड गॅदरिंग आहे,Unresolved: Pass 2: Hindi grammar ending remains
12562,708237,D1,Banking,9.0,काळया बाजाराक छुपी अर्थ व्यवस्था म्हणतत,काळया बाजाराचे छुपे अर्थ व्यवस्था म्हणत आहे,Unresolved: Pass 2: Regional dialect word 'छुपे' remains
12985,707586,D1,Banking,8.909,"तुका सांगतंय , कर चुकवणा ह्यो कर टाळण्याचो एक प्रकार आसा","तुम्ही सांगत आहात, काम चुकवण्याला हे काम टाळणे एक प्रकार आहे.",Unresolved: Pass 2: Retained regional dialect word 'तुका'
13015,707091,D1,Banking,8.846,"बिग फोर प्रत्येक ऑडिट , आश्वासन , कर आकारणा , व्यवस्थापन सल्लामसलत देतत","बिग फोर प्रत्येक ऑडिट, आश्वासन, कर आकारणी, व्यवस्थापन सल्लामसलत देतात.",Unresolved: Pass 2: Retains regional dialect word 'देतत'
13042,707361,D1,Agriculture,8.5,"ई कॉमर्स वापरून , व्यवसाय इंटरनेट द्वारे चालवलो जाता",ई कॉमर्स वापरून व्यवसाय इंटरनेटद्वारे चालवला जातो.,Unresolved: Pass 2: Retained regional dialect word 'वापरून'
13057,710033,D1,Agriculture,8.5,माशे पकडूक जाळ्याचा उपयोग केलो जाता,मासे पकडण्यासाठी जाळ्याचा उपयोग केला जातो.,Unresolved: Pass 2: retains regional dialect word 'पकडण्यासाठी'
13069,710147,D1,Agriculture,8.5,आधुनिक मशीनमुळा लॉगिंग करणा सोप्या झाला हा,आधुनिक मशीन लॉगिंग करणे सोपे झाले आहे.,Unresolved: Pass 2: retains regional dialect word 'लॉगिंग करणे'
12640,708988,D1,Banking,9.0,पेमेंटची वसूली अन्य आर्थिक सेवांमध्ये येता,पेमेंटची वसूली इतर आर्थिक सेवांमध्ये होती,Unresolved: Pass 2: Retains regional dialect word 'वसूली'
13087,707824,D1,Agriculture,8.5,ब्रोकोली म्हनजे फ्लॉवरसारखी हिरवी भाजी आसा,ब्रोकोली म्हणजे फ्लॉवरसारखी हिरवी भाजी आहे,Unresolved: Pass 2: retains regional dialect words
13117,709777,D1,Agriculture,8.5,जगभरात कागदाचो वापर चारशे टक्क्यांनी वाढलो हा,जगभरात कागदाचा वापर चारशे टक्क्यांनी वाढला हा,Unresolved: Pass 2: contains English word 'paper'
13183,711162,D1,Agriculture,8.5,जमीन उच सकल असली तर भात लाऊची मशीना यवस्तीत काम करतत काय ?,जमीन उच सकल असली तर भात लाऊची मशीन व्यवस्थेत काम करते का?,Unresolved: Pass 2: Regional dialect word 'उच सकल' remains
13192,711258,D1,Agriculture,8.5,दमटपणाचा माझ्या चवळी पिकावर काय प्रभाव पडतलो ?,दमटपणाचा माझ्या चवीच्या पिकावर काय प्रभाव पडत होता?,Unresolved: Pass 2: Regional dialect word 'चवळी' remains
13198,712256,D1,Banking,8.5,ठेव आणि गुंतवणूक हे कित्याक करुचे असतत ?,ठेव आणि गुंतवणूक किती करायचे असते?,Unresolved: Pass 2: Dropped question mark
13204,711891,D1,Banking,8.5,खाता उघडूच्या करारावर स्वाक्षरी कशी करूची हा ?,खात्याच्या करारावर स्वाक्षरी कशी करायची?,Unresolved: Pass 2: Dropped question mark
13663,707234,D1,Banking,8.5,काही शासन प्रायोजित समाजाभिमुख विमा योजना आसत,काही शासन प्रायोजित समाजाभिमुख विमा योजना आहेतच.,Unresolved: Pass 2: retains regional dialect word 'आहेतच'
13699,709033,D1,Banking,8.4,एक बॅन्क नोटेक बिल पेपर किंवा एक नोट पण बोलतत,एक बँक नोट बिल पेपर किंवा एक नोट पण बोलतो.,Unresolved: Pass 2: retains regional dialect word 'बोलतो'
13708,709406,D1,Agriculture,8.4,कोको बीन्स ह्यो चॉकलेटचो आधार असा तो खूप चवदार असा,"कोको बीन्स हे चॉकलेटचा आधार आहे, ते खूप चवदार आहे",Unresolved: Pass 2: Retains regional dialect word (चवदार असा)
13942,708789,D1,Agriculture,8.0,माझ्या गावात शेताक लागूनच तळा हा,माझ्या गावात शेताला लागूनच हा तळा आहे.,Unresolved: Pass 2: Regional dialect word 'लागूनच' remains
14146,710677,D1,Banking,8.0,घर भाड्यान घेताना महकना हजार रुपये जमा केल्यान,भाड्यान घेताना मी हजार रुपये जमा केले.,Unresolved: Pass 2: Dialect word 'मी' found
14155,709945,D1,Banking,8.0,नोंदणीकृत शेअर मध्ये ह्यो फायदो असा राजू,नोंदणीकृत शेअर्समध्ये हे फायदे आहेत राजू,Unresolved: Pass 2: Dialect word 'हे' found
14194,710931,D1,Banking,8.0,मिया माझी गाडी वाहन कर्जातना घेतलय,मी माझी गाडी कर्ज म्हणून घेतली.,Unresolved: Pass 2: Dialect word 'माझी' found
14281,709642,D1,Banking,8.0,लाईट बील तुम्ही शेवटपर्यंत पण भरू शकतास,लाईट बिल तुम्ही शेवटपर्यंत पण भरू शकता,Unresolved: Pass 2: retains regional dialect word 'तुम्ही'
14314,710430,D1,Agriculture,8.0,लेट्यूसका आपण पानेदार भाजीच्या रुपात पण उगवताव,लेट्यूस आपण पानेदार भाजीच्या रूपात उगवतो,Unresolved: Pass 2: retains regional dialect word 'पानेदार भाजीच्या रूपात'
14350,712305,D1,Banking,7.857,के.वाय.सी खयच्या खयच्या गोष्टीत वापरला जाता ?,केवायसीच्या त्या गोष्टीत वापरला जातो का?,Unresolved: Pass 2: retains regional dialect word 'खय'
14482,707285,D1,Agriculture,7.5,अकाई बोरा ही लहान गडद जांभळी फळा आसतत,एक वस्तू ही लहान गडद जांभळी फळ आहे,Unresolved: Pass 2: Dialect word 'आसातत' retained in standard text
14071,710636,D1,Agriculture,8.0,कॉफी उत्पादनात ब्राजील देश सगळ्यात पुढे हा,कॉफी उत्पादनात ब्राझील देश सर्वात पुढे आहे,Unresolved: Pass 2: contains non-Marathi language (Brazillian Portuguese)
14245,707938,D1,Agriculture,8.0,मोती उत्पादनाक आता उद्योगाचा स्वरूप ईला आसा,मोती उत्पादनाचे आता उद्योगाचे स्वरूप आहे.,Unresolved: Pass 2: retains regional dialect word 'मोती उत्पादनाचे'
14266,710833,D1,Agriculture,8.0,फॉस्फेट खता अशी असत जी पाण्यात विरघळवून वापरली जातत,फॉस्फेट खता अशी असते जी पाण्यात विरघळवून वापरली जाते.,Unresolved: Pass 2: retains regional dialect word 'खता'
14272,710028,D1,Banking,8.0,माका बचत खाता काढूक बँकेत जावचा हा,मला हे बचत खाते बँकेत काढायचे आहे.,Unresolved: Pass 2: retains regional dialect word 'माका'
14698,709728,D1,Banking,7.5,"हा , काकानु मी आपल्या घराचो विमा केलंय",मी आपल्या घराचे विमा केले आहे.,Unresolved: Pass 2: Retained regional dialect word 'काकानु' not present in this sentence
14710,710812,D1,Banking,7.5,पेपेल हि जगभरातली ऑनलाईन पेमेंट प्रणाली असा,पेपेल ही जगभरातील ऑनलाईन पेमेंट प्रणाली आहे.,Unresolved: Pass 2: Retained regional dialect word 'हि'
14770,710905,D1,Banking,7.5,माझो झिल एका खाजगी बँकेत ऑफिसर असा,मी एका खाजगी बँकेत ऑफिसर आहे,Unresolved: Pass 2: retains regional dialect words (माझो झिल)
