id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
3546,722077,D4,Agriculture,15.0,मी ट्वीटर वर पाहिले की जपानमध्ये मासे हाताने पकडले जातात,मी ट्विटरवर पाहिले की जपानमध्ये मासे हाताने पकडले जातात
3549,720826,D4,Agriculture,15.0,रोपवाटिकेच्या कामात कमी खर्चात जास्त पैसे मिळू शकतात,रोपवाटिकेच्या कामात कमी खर्चात जास्त पैसे मिळू शकतात
3552,722120,D4,Agriculture,15.0,माझे आजोबा उन्हात द्राक्षे वाळवायचे आणि मनुका बाजारात विकायचे,माझे आजोबा उन्हात द्राक्षे वाळवायचे आणि मनुका बाजारात विकायचे
3555,719657,D4,Agriculture,15.0,उसापासून इथेनॉल बनवण्याच्या प्रक्रियेत माझे वडील सरकारला साथ देत आहेत,उसापासून इथेनॉल बनवण्याच्या प्रक्रियेत माझे वडील सरकारला साथ देत आहेत
3558,722027,D4,Banking,15.0,स्थगित पेमेंटचा मानक हा एक मोड आहे ज्याद्वारे भविष्यातील हप्ते केले जातील,स्थगित पेमेंटचा मानक हा एक मोड आहे ज्याद्वारे भविष्यातील हप्ते केले जातात.
3561,720280,D4,Banking,15.0,हरीश शिंदे यांनी आपली सामाजिक उद्योजकता म्हणून ग्रीन एनर्जीची निवड केली आहे,हरीश शिंदे यांनी आपली सामाजिक उद्योजकता म्हणून ग्रीन एनर्जीची निवड केली आहे
3564,719973,D4,Banking,15.0,उच्च कार्यरत भांडवल म्हणजे कंपनीकडे दायित्वे पूर्ण करण्यासाठी संसाधने आहेत,उच्च कार्यरत भांडवल म्हणजे कंपनीकडे दायित्वे पूर्ण करण्यासाठी संसाधने आहेत
3567,720549,D4,Agriculture,15.0,पारंपारिक मासेमारी नौका बहुतेक किनाऱ्याजवळ राहतात,पारंपारिक मासेमारी नौका बहुतेक किनाऱ्याजवळ राहतात
3570,721695,D4,Banking,15.0,"लेखामध्ये , महामंडळाचे भाग भांडवल हे जारी केलेल्या समभागांचे नाममात्र मूल्य आहे",लेखामध्ये महामंडळाचे भाग भांडवल हे जारी केलेल्या समभागांचे नाममात्र मूल्य आहे
3573,720278,D4,Banking,15.0,देवाणघेवाणीचे माध्यम हे कोणतेही साहित्य असू शकते ज्याचे काही मूल्य आहे,देवाणघेवाणीचे माध्यम हे कोणतेही साहित्य असू शकते ज्याचे काही मूल्य आहे
3576,721059,D4,Agriculture,15.0,स्थानिक वापरासाठी अन्न वाढविणे उष्णकटिबंधीय शेतीचे मूलभूत उद्दीष्ट आहे,स्थानिक वापरासाठी अन्न वाढविणे उष्णकटिबंधीय शेतीचे मूलभूत उद्दीष्ट आहे
3579,722876,D4,Agriculture,15.0,चीन आणि अमेरिका तंबाखू पिकवण्यात आघाडीवर आहेत हे तुम्हाला माहीत आहे,चीन आणि अमेरिका तंबाखू पिकवण्यात आघाडीवर आहेत हे तुम्हाला माहीत आहे
3582,722159,D4,Banking,15.0,"राजू , तू तुझा नवीन धंदा सुरू केलास की नाही हे तुला माहीत आहे","राजू, तू तुझा नवीन धंदा सुरू केला आहे की नाही हे तुला माहीत आहे"
3585,722331,D4,Banking,15.0,ऑनलाइन बँकिंग नसल्यास रिटेल बँकांकडून प्रवासी चेक घेता येणार,ऑनलाइन बँकिंग नसल्यास रिटेल बँकांकडून प्रवासी चेक घेतले जाऊ शकतात.
3588,719263,D4,Agriculture,15.0,"हिरवी मिरची वाढविण्यासाठी गाईचे शेण , खत आणि सूर्यप्रकाश असणे फार महत्वाचे आहे","हिरवी मिरची वाढविण्यासाठी गाईचे शेण, खत आणि सूर्यप्रकाश असणे फार महत्त्वाचे आहे."
3591,722384,D4,Agriculture,15.0,गोड्या पाण्यातील कोळंबी शेतीद्वारे समुद्री कोळंबीचे उत्पादन केले जाते,गोड्या पाण्यातील कोळंबी शेतीद्वारे समुद्री कोळंबीचे उत्पादन केले जाते
3594,720716,D4,Banking,15.0,सुरेशने वर्तमानपत्राच्या शेवटच्या पृष्ठावर निश्चित उत्पन्नाचे विश्लेषण बद्दल वाचले,सुरेशने वर्तमानपत्राच्या शेवटच्या पृष्ठावर निश्चित उत्पन्नाचे विश्लेषण बद्दल वाचले
3597,721206,D4,Banking,15.0,महात्मा गांधी राष्ट्रीय ग्रामीण रोजगार हमी कायद्यामुळे पगार देयके विलंबित आहेत,महात्मा गांधी राष्ट्रीय ग्रामीण रोजगार हमी कायद्यामुळे पगार देयके विलंबित आहेत
3600,719000,D4,Agriculture,15.0,दुग्ध व्यवसाय क्षेत्रातील व्याज सवलतीमुळे हरियाणामध्ये पंधरा टक्के वाढ अपेक्षित आहे,दुग्ध व्यवसाय क्षेत्रातील व्याज सवलतीमुळे हरियाणामध्ये पंधरा टक्के वाढ अपेक्षित आहे
3603,722219,D4,Agriculture,15.0,मनीषने पशु किसान क्रेडिट कार्डच्या मदतीने गाय खरेदी करण्यासाठी कर्ज घेतले,मनीषने पशु किसान क्रेडिट कार्डच्या मदतीने गाय खरेदी करण्यासाठी कर्ज घेतले
3606,721650,D4,Banking,15.0,वापर कर्त्यांना त्यांच्या क्रेडिट कार्डची बिले वेळेवर भरल्याबद्दल बक्षीस देते,वापरकर्त्यांना त्यांच्या क्रेडिट कार्डची बिले वेळेवर भरल्याबद्दल बक्षीस दिले जाते.
3609,720918,D4,Agriculture,15.0,पहाडी शेतीने पर्यावरण आणि सांस्कृतिक दृष्ट्या दोन्ही भागांना आकार दिला आहे,पहाडी शेतीने पर्यावरण आणि सांस्कृतिक दृष्ट्या दोन्ही भागांना आकार दिला आहे
3612,721377,D4,Banking,15.0,स्थगित पेमेंट योजनेंतर्गत मला सुरुवातीला कर्जावर कोणतेही देय द्यावे लागले नाही,स्थगित पेमेंट योजनेंतर्गत मला सुरुवातीला कर्जावर कोणतेही देय द्यावे लागले नाही
3615,721488,D4,Banking,15.0,आपल्यासारख्या गुंतवणूक दारांकडून आर्थिक बाजारपेठा बरीच पैसे आकर्षित करतात,आपल्यासारख्या गुंतवणूक दारांकडून आर्थिक बाजारपेठा बरीच पैसे आकर्षित करतात
3618,721508,D4,Banking,15.0,कम्प्युटेशनल फायनान्स आर्थिक विश्लेषणावर लागू होणाऱ्या समस्यांवर लक्ष केंद्रित करते,कम्प्युटेशनल फायनान्स आर्थिक विश्लेषणावर लागू होणाऱ्या समस्यांवर लक्ष केंद्रित करते
3621,722557,D4,Agriculture,15.0,केक आणि बिस्किटे बनवण्यासाठी उसापासून साखरेचे उत्पादन होते,केक आणि बिस्किटे बनवण्यासाठी उसापासून साखरेचे उत्पादन होते
3624,719946,D4,Banking,15.0,"भारतात , बँक खाते क्रमांकामध्ये सामान्यतः अकरा ते सोळा अंक असतात",भारतात बँक खाते क्रमांकामध्ये सामान्यतः अकरा ते सोळा अंक असतात
3627,719508,D4,Banking,15.0,शेअर सर्टिफिकेट मधील पेमेंटची पावती मागच्या बाजूला पुष्टी केली जाते,शेअर सर्टिफिकेट मधील पेमेंटची पावती मागच्या बाजूला पुष्टी केली जाते
3630,721233,D4,Banking,15.0,कोलकाता येथे पंतप्रधान नरेंद्र मोदी यांच्या हस्ते अटल पेन्शन योजना सुरू करण्यात आली,कोलकाता येथे पंतप्रधान नरेंद्र मोदी यांच्या हस्ते अटल पेन्शन योजना सुरू करण्यात आली
3633,720206,D4,Agriculture,15.0,"आज , लोक पोल्ट्रीमध्ये वाढलेल्या कोंबड्यांसह वाढत्या अमानुषतेबद्दल राग व्यक्त करीत आहेत",आज लोक पोल्ट्रीमध्ये वाढलेल्या कोंबड्यांसह वाढत्या अमानुषतेबद्दल राग व्यक्त करीत आहेत
3636,724289,D4,Agriculture,15.0,ट्रॅक्टर विकत घ्याले कास्तकाराइसाठी कायी विशेष योजना हाय का ?,ट्रॅक्टर विकत घेण्यासाठी शेतकऱ्यांसाठी काही विशेष योजना आहेत का?
3639,719514,D4,Banking,15.0,एकोणीसशे तीस मध्ये आलेल्या आर्थिक मंदीमुळे एक हजाराहून अधिक अमेरिकन बँकांवर परिणाम झाला,एकवीसशे तीस मध्ये आलेल्या आर्थिक मंदीमुळे एक हजाराहून अधिक अमेरिकन बँकांवर परिणाम झाला
3642,719653,D4,Agriculture,15.0,नीरज माहित आहे का वायलेट यामी वालुकामय मातीमध्ये चांगले उत्पादन करतो ?,नीरजला माहीत आहे का वायलेट यामी वालुकामय मातीमध्ये चांगले उत्पादन करतो?
3645,722428,D4,Agriculture,15.0,निर्वाह शेतीमध्ये एकाच वेळी विशिष्ट पशुधन क्रियाकलाप पूर्ण करणे सामान्य आहे,निर्वाह शेतीमध्ये एकाच वेळी विशिष्ट पशुधन क्रियाकलाप पूर्ण करणे सामान्य आहे
3648,722072,D4,Agriculture,15.0,प्रीतम कोरोनापासून वाचण्यासाठी आवळा रोज खाणे खूप गरजेचे आहे,प्रीतम कोरोनापासून वाचण्यासाठी आवळा रोज खाणे खूप गरजेचे आहे
3651,718784,D4,Agriculture,15.0,माझे शेजारी शेती प्रदूषण पसरवण्यासाठी अन्नधान्य रस्त्यावर सोडतात,माझे शेजारी शेती प्रदूषण पसरवण्यासाठी अन्नधान्य रस्त्यावर सोडतात
3654,720328,D4,Agriculture,15.0,एरोपोनिक संस्कृती आणि उपकरणांचे वनस्पती समर्थन कमीतकमी वैशिष्ट्ये प्रदान करते,एरोपोनिक संस्कृती आणि उपकरणांचे वनस्पती समर्थन कमीतकमी वैशिष्ट्ये प्रदान करते.
3657,724307,D4,Banking,15.0,मले मायी आर.डी कवा संपन अन त्याबाबतच्या सूचना मायती कराच्या हाय,मला आर.डी खाते संपन आणि त्याबाबतच्या सूचनांची माहिती हवी आहे
3660,718933,D4,Agriculture,15.0,"खरबूज पिकल्यावर हिरव्या ते पिवळ्या रंगात बदलते , मुळात त्याची फळे उंच वेलींमध्ये वाढतात","खरबूज पिकल्यावर हिरव्या ते पिवळ्या रंगात बदलते, मुळात त्याची फळे उंच वेलींमध्ये वाढतात."
3663,722294,D4,Banking,15.0,"शेअर बाजारात नकारात्मक सापेक्ष परतावा मिळाला , त्यामुळेच सोहनने गुंतवणूक केली नाही","शेअर बाजारात नकारात्मक सापेक्ष परतावा मिळाला, त्यामुळेच सोहनने गुंतवणूक केली नाही."
3666,719711,D4,Banking,15.0,"मास्टर जी भारत सरकार रस्ते , शाळा बांधण्यासाठी कर घेते",मास्टर जी भारत सरकारसाठी रस्ते आणि शाळा बांधण्यासाठी कर घेतात.
3669,721600,D4,Agriculture,15.0,झेंडूचे मुख्य औषधी अनुप्रयोग सर्व प्रकारच्या त्वचेच्या रोगांसाठी केला जातो,झेंडूचे मुख्य औषधी अनुप्रयोग सर्व प्रकारच्या त्वचेच्या रोगांसाठी केले जातात.
3672,721642,D4,Banking,15.0,यू.पी.आय एप हा विविध बँक खात्यांपर्यंत पोहोचण्यासाठी एकच मोबाइल अनुप्रयोग आहे,यू.पी.आय एप हा विविध बँक खात्यांपर्यंत पोहोचण्यासाठी एकच मोबाइल अनुप्रयोग आहे
3675,719502,D4,Banking,15.0,राष्ट्रीय इलेक्ट्रॉनिक निधी हस्तांतरण नोव्हेंबर दोन हजार पाँच मध्ये सुरू झाले,राष्ट्रीय इलेक्ट्रॉनिक निधी हस्तांतरण नोव्हेंबर दोन हजार पाच मध्ये सुरू झाले
3678,721195,D4,Banking,15.0,राष्ट्रीय सुट्टीमुळे उद्या स्वित्झर्लंड च्या वित्तीय बाजारपेठा बंद राहणार,राष्ट्रीय सुट्टीमुळे उद्या स्वित्झर्लंडच्या वित्तीय बाजारपेठा बंद राहतील.
3681,718971,D4,Banking,15.0,बँका त्यांच्या ग्राहकांना आर.बी.आय ने निश्चित केलेल्या व्याज दराने कर्ज देतात,बँका त्यांच्या ग्राहकांना आर.बी.आयने निश्चित केलेल्या व्याज दराने कर्ज देतात
3684,722657,D4,Banking,15.0,कोणत्याही सेवेचा लाभ घेण्यासाठी आम्हाला बिल भरावे लागते,कोणत्याही सेवेचा लाभ घेण्यासाठी आम्हाला बिल भरावे लागते
3687,722186,D4,Banking,15.0,मला दर महिन्याला माझ्या क्रेडिट कार्डची बिले तपासावी लागतात,मला दर महिन्याला माझ्या क्रेडिट कार्डची बिले तपासावी लागतात
3690,721348,D4,Banking,15.0,नवीन व्यवसाय संधींनी संस्थात्मक उद्योजकतेला मोठ्या प्रमाणात प्रोत्साहन दिले आहे,नवीन व्यवसाय संधींनी संस्थात्मक उद्योजकतेला मोठ्या प्रमाणात प्रोत्साहन दिले आहे
3693,720401,D4,Banking,15.0,प्रथम आम्हाला बँकेच्या साइटवर जाऊन वैयक्तिक बँकिंग विभागात लॉगिन करावे लागेल,प्रथम आम्हाला बँकेच्या साइटवर जाऊन वैयक्तिक बँकिंग विभागात लॉगिन करावे लागेल
3696,721322,D4,Banking,15.0,पैशाचे वेळेचे मूल्य वेळ प्राधान्याची नंतर विकसित संकल्पना म्हणून पाहिले जाऊ शकते,पैशाचे वेळेचे मूल्य वेळ प्राधान्याची नंतर विकसित संकल्पना म्हणून पाहिले जाऊ शकते
3699,719846,D4,Agriculture,15.0,टरबूजच्या बियांमध्ये अँटिऑक्सिडेंट असतात जे सुरकुत्या येण्याची समस्या टाळतात,टरबूजच्या बियांमध्ये अँटिऑक्सिडेंट असतात जे सुरकुत्या येण्याची समस्या टाळतात
3702,721963,D4,Agriculture,15.0,मांसाची वाढ वाढवण्यासाठी ग्रोथ हार्मोनचा वापर केला जातो,मांसाची वाढ वाढवण्यासाठी ग्रोथ हार्मोनचा वापर केला जातो
3705,718811,D4,Agriculture,15.0,कृषी उपकरणे खरेदी करण्यासाठी बाजारात विविध प्रकारचे ऐप्स अस्तित्त्वात आहेत,कृषी उपकरणे खरेदी करण्यासाठी बाजारात विविध प्रकारचे ॲप्स अस्तित्वात आहेत
3708,720366,D4,Banking,15.0,सुधारणांपूर्वी व्यापारी आणि उद्योग पतींना खूप त्रास सहन करावा लागला,सुधारणांपूर्वी व्यापारी आणि उद्योगपतींना खूप त्रास सहन करावा लागला
3711,719912,D4,Banking,15.0,हायब्रीड फंड इक्विटी आणि निश्चित उत्पन्न सिक्युरिटीज मिश्रणात गुंतवणूक करतात,हायब्रीड फंड इक्विटी आणि निश्चित उत्पन्न सिक्युरिटीज मिश्रणात गुंतवणूक करतात
3714,722578,D4,Agriculture,15.0,हाताने गोळा करणे हे माणसाच्या काळापासून चालत आले आहे,हाताने गोळा करणे हे माणसाच्या काळापासून चालत आले आहे
3717,721652,D4,Banking,15.0,इन्स्टा अकाऊंट ट्रॅव्हल च्या माध्यमातून तुम्ही कोणतंही बचत खातं निवडू शकता,इंस्टा अकाऊंट ट्रॅव्हलच्या माध्यमातून तुम्ही कोणतंही बचत खाते निवडू शकता
3720,722240,D4,Agriculture,15.0,गायीच्या दुधाच्या सामग्रीतील चरबी प्रथिने सुमारे साडेतीन टक्के असतात,गायीच्या दुधाच्या सामग्रीतील चरबी प्रथिने सुमारे साडेतीन टक्के असतात
3723,721823,D4,Agriculture,15.0,प्रधानमंत्री ग्रामीण आवास योजनेअंतर्गत सर्वांना पक्की घरे बनविली जात आहेत,प्रधानमंत्री ग्रामीण आवास योजनेअंतर्गत सर्वांना पक्की घरे बनविली जात आहेत
3726,720389,D4,Banking,15.0,कॉर्पोरेट फायनान्स मधील भांडवली रचना बाह्य निधीच्या विविध प्रकारांचे मिश्रण आहे,कॉर्पोरेट फायनान्स मधील भांडवली रचना बाह्य निधीच्या विविध प्रकारांचे मिश्रण आहे
3729,720289,D4,Banking,15.0,मालमत्तेचा विमा उतरवल्यास मालमत्तेचे नुकसान टाळता येते,मालमत्तेचा विमा उतरवल्यास मालमत्तेचे नुकसान टाळता येते
3732,721550,D4,Agriculture,15.0,इंटरनेट ऑफ थिंग्जच्या माध्यमातून कृषी उत्पादन प्रणाली मध्ये सर्व जोडलेले आहेत,इंटरनेट ऑफ थिंग्जच्या माध्यमातून कृषी उत्पादन प्रणालीमध्ये सर्व जोडलेले आहेत
3735,719885,D4,Banking,15.0,राष्ट्रीय उत्पन्न आणि एकूण रोजगार विश्लेषणाचे मुख्य लक्ष मॅक्रोइकॉनॉमिक्स मध्ये आहे,राष्ट्रीय उत्पन्न आणि एकूण रोजगार विश्लेषणाचे मुख्य लक्ष मॅक्रोइकॉनॉमिक्समध्ये आहे
3738,721998,D4,Banking,15.0,ऑनलाइन व्यवहारासाठी डेबिट किंवा क्रेडिट कार्ड निष्क्रिय केले जाऊ शकतात,ऑनलाइन व्यवहारासाठी डेबिट किंवा क्रेडिट कार्ड निष्क्रिय केले जाऊ शकतात
3741,722549,D4,Agriculture,15.0,हायड्रोपोनिक्स हे पोषक तत्वांनी युक्त पाणी आधारित द्रावणांवर अवलंबून असते,हायड्रोपोनिक्स हे पोषक तत्वांनी युक्त पाणी आधारित द्रावणांवर अवलंबून असते
3744,721595,D4,Agriculture,15.0,"पावडर बुरशी , ब्लॅक स्पॉट आणि ग्रे मोल्ड हे तीन सर्वात सामान्य फुलांचे रोग आहेत","पावडर बुरशी, ब्लॅक स्पॉट आणि ग्रे मोल्ड हे तीन सर्वात सामान्य फुलांचे रोग आहेत"
3747,719816,D4,Agriculture,15.0,आपल्याला माहित आहे का लोकर चेहर्यावरून आणि स्तन सभोवतालच्या परिसरातून काढले जाते,आपल्याला माहित आहे का लोक चेहऱ्यावरून आणि स्तन सभोवतालच्या परिसरातून काढले जातात
3750,722471,D4,Agriculture,15.0,भारतातील पॉलीहाऊस शेती ही विविध प्रकारची हरितगृहे उगवण्याची प्रक्रिया आहे,भारतातील पॉलीहाऊस शेती ही विविध प्रकारची हरितगृहे उगवण्याची प्रक्रिया आहे
3753,721633,D4,Agriculture,15.0,"मातीचे तीन प्राथमिक प्रकार म्हणजे वाळू , चिकणमाती आणि वाळवंटी माती","मातीचे तीन प्राथमिक प्रकार म्हणजे वाळू, चिकणमाती आणि वाळवंटी माती"
3756,721773,D4,Agriculture,15.0,आपण असे म्हणू शकतो की पाण्याचा आपल्या मानवी संस्कृतीवर सर्वाधिक परिणाम झाला आहे,आपण असे म्हणू शकतो की पाण्याचा आपल्या मानवी संस्कृतीवर सर्वाधिक परिणाम झाला आहे
3759,719061,D4,Agriculture,15.0,टरबूजाच्या बिया वाळवून बारीक करून त्यांचा पासून देशी औषध तयार केले जाते,तरबूजाच्या बिया वाळवून बारीक करून त्यांचा देशी औषध तयार केले जाते
3762,721135,D4,Banking,15.0,सर्व बँकांनी ऑनलाइन कर्जाच्या अर्जासाठी एक प्रणाली तयार केली आहे,सर्व बँकांनी ऑनलाइन कर्जाच्या अर्जासाठी एक प्रणाली तयार केली आहे
3765,719716,D4,Banking,15.0,"चिंटू , सर्वात जास्त युनिव्हर्सल बँक युरोप आणि अमेरिका मध्ये आहेत",चिंटू सर्वात जास्त युनिव्हर्सल बँक युरोप आणि अमेरिकेत आहेत
3768,721507,D4,Banking,15.0,फायनान्स मधील व्यावहारिक हितसंबंधांच्या समस्या संगणकीय वित्ताने सोडवल्या जाऊ शकतात,फायनान्स मधील व्यावहारिक हितसंबंधांच्या समस्या संगणकीय वित्ताने सोडवल्या जाऊ शकतात
3771,720736,D4,Banking,15.0,डेरिव्हेटिव्ह मार्केटमधील काउंटर आणि ऑप्सन दोन प्रकारे व्यापार केला जातो,डेरिव्हेटिव्ह मार्केटमधील काउंटर आणि ऑप्सन दोन प्रकारे व्यापार केला जातो
3774,720387,D4,Banking,15.0,"बहुतेक देशांमध्ये , या प्रकारचा व्यापार सकल देशांतर्गत उत्पादनाचे प्रतिनिधित्व करतो",बहुतेक देशांमध्ये या प्रकारचा व्यापार सकल देशांतर्गत उत्पादनाचे प्रतिनिधित्व करतो
3777,721635,D4,Agriculture,15.0,पावसाचे मोजमाप करण्यासाठी शेतीमध्ये पर्जन्यमापकांचा वापर केला जातो,पावसाचे मोजमाप करण्यासाठी शेतीमध्ये पर्जन्यमापकांचा वापर केला जातो
3780,719708,D4,Banking,15.0,"माझे वडील सांगतात की , पूर्वी धान्य पासून अनेक वस्तू विकत घ्यायचे",माझे वडील सांगतात की पूर्वी धान्य पासून अनेक वस्तू विकत घ्यायचे
3783,718789,D4,Agriculture,15.0,"जमीन आपल्यासाठी खूप उपयुक्त आहे , शेतकऱ्यांचे संपूर्ण आयुष्य जमिनीतूनच चालते","जमीन आपल्यासाठी खूप उपयुक्त आहे, शेतकऱ्यांचे संपूर्ण आयुष्य जमिनीतूनच चालते."
3786,720215,D4,Agriculture,15.0,हजारो वन्य जातींमधून वर्गीकरण करून मानवाने काही फायदेशीर पिके विकसित केली आहेत,हजारो वन्य जातींमधून वर्गीकरण करून मानवाने काही फायदेशीर पिके विकसित केली आहेत
3789,718788,D4,Agriculture,15.0,पॅन्सी हे एक शोभेचे फूल आहे ज्याचा बागायतीमध्ये मोठ्या प्रमाणावर वापर केला जातो,पॅन्सी हे एक शोभेचे फूल आहे ज्याचा बागायतीमध्ये मोठ्या प्रमाणावर वापर केला जातो
3792,718676,D4,Agriculture,15.0,भारतातील अनेक पूर्वोत्तर राज्यांमध्ये बांबूची फुले अशुभ मानली जातात,भारतातील अनेक पूर्वोत्तर राज्यांमध्ये बांबूची फुले अशुभ मानली जातात
3795,720785,D4,Agriculture,15.0,अमरनाथ धान्य या प्रजातीतून गोळा केले जाते काही जातींची पानेही खाल्ली जातात,अमरनाथ धान्य या प्रजातीतून गोळा केले जाते काही जातींची पानेही खाल्ली जातात
3798,720231,D4,Agriculture,15.0,पानांपासून मिळणारे फायबर आपण अनेक उपयुक्त वस्तू बनवण्यासाठी वापरतो,पानांपासून मिळणारे फायबर आपण अनेक उपयुक्त वस्तू बनवण्यासाठी वापरतो
3801,721371,D4,Banking,15.0,"तुमचे क्रेडिट युनियनमध्ये खाते असल्यास , तुम्ही त्याचे मालक आहात",तुमचे क्रेडिट युनियनमध्ये खाते असल्यास तुम्ही त्याचे मालक आहात
3804,720749,D4,Banking,15.0,सवलतीची कर्जे प्रामुख्याने विकसनशील देशांना विकसित देशांद्वारे दिली जातात,सवलतीची कर्जे प्रामुख्याने विकसनशील देशांना विकसित देशांद्वारे दिली जातात
3807,720741,D4,Banking,15.0,कोणत्याही आपत्तीपासून घर वाचवण्यासाठी गृहविमा केला जातो,कोणत्याही आपत्तीपासून घर वाचवण्यासाठी गृहविमा केला जातो
3810,721972,D4,Agriculture,15.0,रीपर बाइंडर त्याच्या वापरासाठी गुरेढोरे किंवा मशीनशी जोडलेले असते,रीपर बाइंडर त्याच्या वापरासाठी गुरेढोरे किंवा मशीनशी जोडलेले असते
3813,719173,D4,Agriculture,15.0,दुग्ध व्यवसाय हा दुधाच्या दीर्घकालीन उत्पादनासाठी शेतीचा एक विभाग आहे,दुग्ध व्यवसाय हा दुधाच्या दीर्घकालीन उत्पादनासाठी शेतीचा एक विभाग आहे
3816,719373,D4,Banking,15.0,वाहन विमा हा दुखापती पासून आर्थिक संरक्षण प्रदान करण्यासाठी आहे,वाहन विमा हा दुखापतीपासून आर्थिक संरक्षण प्रदान करण्यासाठी आहे
3819,720551,D4,Agriculture,15.0,"युरोपमध्ये , उन्हाळ्याच्या सुट्टीत लोक सहसा मासे पकडतात",युरोपमध्ये उन्हाळ्याच्या सुट्टीत लोक सहसा मासे पकडतात
3822,718996,D4,Banking,15.0,"एन.पी.एस खाते उघडण्यासाठी आय.डी प्रूफ , पत्रव्यवहार आणि पासपोर्ट साइज फोटोची आवश्यकता असेल","एन.पी.एस खाते उघडण्यासाठी आय.डी प्रूफ, पत्रव्यवहार आणि पासपोर्ट साईज फोटोची आवश्यकता असेल."
3825,719933,D4,Banking,15.0,तुम्हाला माहिती आहे की प्रत्यक्ष आणि अप्रत्यक्ष असे दोन प्रकारचे कर आहेत,तुम्हाला माहिती आहे की प्रत्यक्ष आणि अप्रत्यक्ष असे दोन प्रकारचे कर आहेत
3828,722473,D4,Banking,15.0,भारतीय अर्थ व्यवस्थेत फ्युचर्स ट्रेडिंगचा प्रवेश हा पूर्णपणे नवीन प्रकारचा आर्थिक उपक्रम आहे,भारतीय अर्थव्यवस्थेत फ्युचर्स ट्रेडिंगचा प्रवेश हा पूर्णपणे नवीन प्रकारचा आर्थिक उपक्रम आहे
3831,721539,D4,Agriculture,15.0,"नारळ तेल एक पांढरा घन चरबी आहे , जो सुमारे पंचवीस अंश सेल्सिअस गरम खोलीच्या तपमानावर वितळतो","नारळ तेल एक पांढरी घन चरबी आहे, जी सुमारे पंचवीस अंश सेल्सिअस गरम खोलीच्या तापमानावर वितळते."
3834,718737,D4,Banking,15.0,तुम्ही तुमच्या उत्पन्नातील काही रक्कम बचत करण्यासाठी बाजूला काढून टाका,तुम्ही तुमच्या उत्पन्नातील काही रक्कम बचत करण्यासाठी बाजूला काढून टाका
3837,721146,D4,Banking,15.0,प्राचीन काळी लोक किरकोळ नाणी सुरक्षित करण्यासाठी पिगी बँकांचा वापर करत असत,प्राचीन काळी लोक किरकोळ नाणी सुरक्षित करण्यासाठी पिगी बँकांचा वापर करत असत.
3840,719669,D4,Agriculture,15.0,"प्रीतम कांटेदार लौकी सावनमध्ये तयार होते , ती पेरणीनंतर ऐंशी दिवसांनी कापली जाते","प्रीतम कांटेदार लौकी सावनमध्ये तयार होते, ती पेरणीनंतर ऐंशी दिवसांनी कापली जाते."
3843,721028,D4,Agriculture,15.0,मुख्य पिके सामान्यतः कृत्रिम निवडीच्या उत्पत्तीपासून असतात,मुख्य पिके सामान्यतः कृत्रिम निवडीच्या उत्पत्तीपासून असतात
3846,722664,D4,Banking,15.0,पेमेंट संरक्षण विमा ग्राहकांना कर्जाची परतफेड सुनिश्चित करण्यास सक्षम करतो,पेमेंट संरक्षण विमा ग्राहकांना कर्जाची परतफेड सुनिश्चित करण्यास सक्षम करतो
3849,721738,D4,Banking,15.0,व्याज कव्हरेज रेशो हे कंपनीचा कर्ज परत देणाऱ्या सन्मान क्षमतेचे एक माप आहे,व्याज कव्हरेज रेशो हे कंपनीच्या कर्ज परत देण्याच्या क्षमतेचे एक माप आहे
3852,719111,D4,Agriculture,15.0,मका सुकवण्याचे यंत्र हे नवीन डिझाइन केलेले ड्रायर आहे जे कमी तापमानात गरम करण्याची पद्धत अवलंबते,मका सुकवण्याचे हे यंत्र नवीन डिझाइन केलेला ड्रायर आहे जे कमी तापमानात गरम करण्याची पद्धत अवलंबते
3855,721544,D4,Agriculture,15.0,राज्यात एकोणीसशे पन्नास ते एकवन्न या काळात पीक पाहणी योजना राबविण्यात येत आहे,राज्यात एकोणीसशे पन्नास ते एकवन्न या काळात पीक पाहणी योजना राबविण्यात येत आहे
3858,720282,D4,Banking,15.0,भविष्य निर्वाह निधीची रक्कम व्यक्तीच्या निवृत्तीच्या वेळी गोळा केली जाते,भविष्य निर्वाह निधीची रक्कम व्यक्तीच्या निवृत्तीच्या वेळी गोळा केली जाते
3861,721924,D4,Agriculture,15.0,जॅकफ्रूट हे दीमक प्रतिरोधक आहे आणि म्हणूनच ते फर्निचर तयार करण्यासाठी वापरले जाते,जॅकफ्रूट हे दीमक प्रतिरोधक आहे आणि म्हणूनच ते फर्निचर तयार करण्यासाठी वापरले जाते
3864,720089,D4,Agriculture,15.0,मला भेंडीची भाजी खूप आवडते माझी आई अनेक प्रकारच्या भेंडीच्या भाज्या बनवते,मला भेंडीची भाजी खूप आवडते माझी आई अनेक प्रकारच्या भेंडीच्या भाज्या बनवते
