id,text_id,dialect,domain,distortion_score,dialect_text,standard_text,verified_clean,audit_reason
15945,723018,D4,Agriculture,4.0,नाग अळीचं लक्षण कोनचं ?,नागाच्या अळीचं लक्षण कोणते?,True,OK
15952,711201,D1,Agriculture,6.0,आम्ही मिरचेंची लागवड कधी करूची ?,मिरच्याची लागवड कधी करू?,True,OK
15975,723327,D4,Agriculture,3.5,कोनची फवारणी कराव ?,कोणाची फवारणी करावी?,True,OK
16052,717879,D2,Agriculture,6.5,सिंचनाचे फायदे व तोटे कोणते आहेत ?,सिंचनाचे फायदे व तोटे कोणते आहेत?,True,OK
16053,711805,D1,Banking,6.0,ऑनलाइन पे करूचा साठी कसलो ऍप वापरूचो ?,ऑनलाइन पेमेंटसाठी कोणते ॲप वापरावे?,True,OK
15278,717530,D2,Agriculture,7.0,गहू लागवडीसाठी योग्य बियाणे कोणते ?,गहू लागवडीसाठी कोणते बियाणे योग्य आहेत?,True,Pass 2: Corrected question syntax
15281,718453,D2,Banking,7.0,आरोग्य विम्याचे कोणते पर्याय उपलब्ध आहेत ?,आरोग्य विम्याचे कोणते पर्याय उपलब्ध आहेत?,True,Pass 2: Corrected question syntax
15344,717318,D2,Agriculture,7.0,ढगाळ हवामान कोणते असते ?,ढगाळ हवामान कोणते असते?,False,Pass 2: Lost question syntax
15374,717642,D2,Agriculture,7.0,बोंडअळी साठी कोणते किटकनाशक वापरावे ?,बोंडअळीसाठी कोणते कीटकनाशक वापरावेत?,True,Pass 2: Corrected question syntax and verb tense
15380,717810,D2,Agriculture,7.0,रोग नियंत्रण औषधांची नावे सांगा ?,रोग नियंत्रणाचे औषधांची नावे कोणती आहेत?,True,Pass 2: Corrected question syntax and verb tense
15406,708627,D1,Banking,6.875,संस्थागत बचत खाता कोण कोण उघडू शकतत ?,संस्थागत बचत खाता कोण कोण उघडू शकतात?,True,OK
15412,712500,D1,Banking,6.857,यू.पी.आय कोणा कोणा साठी उपयोगाचा आसा ?,यू.पी.आय कोणासाठी उपयोगाचा आहे?,False,Pass 2: Lost question syntax
15462,724185,D4,Banking,5.889,यू.पी.आय न मले कोठ कोठ पैसे देता येईन ?,यू.पी.आय मला कोठे पैसे मिळतील?,True,OK
15465,723962,D4,Banking,5.889,यू.पी.आय न मले कोठ कोठ पैसे पाठवता येईन ?,यू.पी.आय ने मला कोठे पैसे पाठवता येतील?,True,OK
15496,712347,D1,Banking,6.5,आर्थिक सेवा कोणाकडन पुरविली जाता ?,आर्थिक सेवा कोणाकडून पुरवल्या जातात?,True,OK
15498,723538,D4,Agriculture,5.5,अस्वल अळीले चांगली दवाई कोनची ?,कोणती दवाई चांगली आहे?,True,Pass 2: OK
15507,723065,D4,Agriculture,5.5,आमच्या वातावरनात पोषक म्हस कोनची ?,आमच्या वातावरणात पोषक मासे कोणते?,True,OK
15514,711650,D1,Agriculture,6.5,पशुसंवर्धनाक लागणारा खादय कोण पुरयता ?,पशुसंवर्धनासाठी लागणारे खाद्य कोण पुरवते?,True,OK
15563,717380,D2,Agriculture,7.0,भाजी पाला लवकरात लवकर कशा पद्धतीने तयार करता येईल ?,भाजीपाला लवकरात लवकर कशा पद्धतीने तयार करता येईल?,True,Pass 2: No dialect word removal needed
15582,723233,D4,Agriculture,5.5,कोंबडीले कोनच खाद्य द्याच ?,कोंबड्यांना कोणते खाद्य द्या?,True,OK
15588,723403,D4,Agriculture,5.5,कोनची गाय वापराली पाहिजे ?,कोणाची गाय वापरावी पाहिजे?,True,OK
15637,711579,D1,Agriculture,6.5,कमी पाणी असला तर कसला सिंचन वापराक होया ?,कमी पाणी असला तर कोणते सिंचन वापरायचे?,True,OK
15641,713881,D2,Banking,7.0,करनी चोरी करान सरकार भी नजर म्हा गुन्हा समजावस,सरकारला माझा गुन्हा समजतो.,True,Removed ह्या
15667,712431,D1,Banking,6.5,सामाजिक योजना कसे तयार होतत ?,सामाजिक योजना कशी तयार होतात?,True,OK
15703,707865,D1,Agriculture,6.5,मधाक हृदय आजारांवर उपयोगी मनाला जाता,मधाक हृदय आजारांवर उपयोगी मनाला जाते,False,Pass 2: Retains dialect residue: मना
15750,723846,D4,Banking,5.0,मले बचत खात ऑनलाईन खोलन सोपं पडन की ऑफलाईन ?,मला बचत खाते ऑनलाईन खोलणे सोपे पडते की ऑफलाईन?,True,OK
15753,723549,D4,Agriculture,5.0,जमीन मोजाले कोनचं एकक वापरते ?,जमिनीचे मापन करण्यासाठी कोणते एकक वापरले जाते?,True,OK
15804,723326,D4,Agriculture,5.0,खपली गहू कवा पेराले पायजे ?,खपली गहू कुठे पेराले पायजे?,True,OK
15819,721427,D4,Banking,5.0,आर्थिक विवरणपत्रे कोण तयार करतात ?,आर्थिक विवरणपत्रे कोण तयार करतात?,True,OK
16062,718103,D2,Banking,6.5,जर पैसे ट्रान्सफर केले गेले नाही तर ?,जर पैसे ट्रान्सफर केले नाहीत तर?,True,OK
16069,711451,D1,Agriculture,6.0,कांदो काढुन ती चार दिवस वाळऊ शकतव काय ?,कांदे काढल्यानंतर ती चार दिवस वाळू शकते का?,True,OK
16088,717822,D2,Agriculture,6.5,बाराही महिने कोणते पीक घेवू शकतो ?,बाराही महिने कोणते पीक घेण्यास येते?,True,OK
16106,717088,D2,Banking,6.5,बैल बाजारात सध्या भाव कुठपर्यंत आहे ?,बैल बाजारात सध्या भाव कितीपर्यंत आहे?,True,OK
16131,712529,D1,Agriculture,6.0,रोपे जमिनीमदि कधी लाऊची लागता ?,रोपे जमिनीमध्ये कधी लावायची लागते?,True,OK
16172,714182,D2,Banking,6.389,"रस्ताना कर , पर्यावरण कर ह्या करना परकार शेतंस","रस्ता करा, पर्यावरण करा, ह्याचा विचार शेतांसाठी करा.",False,Pass 2: Standard text retains dialect residue: ह्या
16216,713620,D2,Agriculture,6.0,तांदूय पाईन मुरमुरा कशा बनाडतंस ?,तांदूळ पाईन मुरमुरा कशा बनवतात?,True,OK
16244,717485,D2,Agriculture,6.0,शेतीची मशागत कशापद्धतीने करावी ?,शेतीची मशागत कशापद्धतीने करावी?,False,Pass 2: Question syntax lost in standard text
16252,718627,D2,Agriculture,6.0,रोपे जमिनीत कधी लावली पाहिजे ?,रोपे जमिनीत कधी लावली पाहिजे?,True,OK
16264,714245,D2,Banking,6.0,मनाजोडे दहा चेक वालं चेकबुक शे,दहा चेक असलेली चेकबुक आहे.,True,Pass 2: OK
16310,717671,D2,Agriculture,6.0,आपण दररोजचे बाजारभाव कोठे पाहू शकतो ?,आपण दररोजचे बाजारभाव कोठे पाहू शकतो?,True,OK
16340,713357,D2,Agriculture,6.0,धवया आनी काया मनोका सनपावनले कायम लागतस,देवाया आणि कायाला सनपावले कायम लागतो.,True,Pass 2: OK
16505,712434,D1,Banking,5.0,यू.पी.आय सेवा कोण वापरू शकता ?,यू.पी.आय सेवा कोण वापरू शकता?,True,OK
16510,717559,D2,Agriculture,5.5,टोमॅटोवर कोणते किटक रोग पडू शकतात ?,टोमॅटोवर कोणते रोग पडू शकतात?,True,Pass 2: OK
16536,718224,D2,Banking,5.5,विम्याचे तीन भाग कोणते आहेत ?,विम्याचे तीन भाग कोणते आहेत?,True,Pass 2: OK
16543,712271,D1,Banking,5.0,खाता कोण व्यवस्थापित करता ?,खाते कोण व्यवस्थापित करते?,True,OK
16590,717402,D2,Agriculture,5.5,लाल्या रोगावर कोणते औषध वापरतात ?,कोण कोणते औषध लाल्या रोगावर वापरतात ?,True,OK
16604,717466,D2,Agriculture,5.5,जमिनीची धूप कशामुळे होते ?,जमिनीची धूप कशामुळे होते ?,True,OK
16611,711205,D1,Agriculture,5.0,उडदाचा बिया कसा पेरूचा ?,उडदाचे बिये कसे पेरावे ?,True,Pass 2: OK
16613,710596,D1,Banking,5.0,ऑफशोर बँकेत कोण खाता उघडु शकता ?,ऑफशोर बँकेत कोण खाता उघडू शकता ?,True,OK
16663,711919,D1,Banking,4.5,कर्ज फेडूक नाय तर ?,कर्ज फेडले नाही तर ?,True,OK
16666,718203,D2,Banking,5.0,के.वाय.सी चे तीन घटक कोणते आहेत ?,के.वाय.सी चे तीन घटक कोणते आहेत ?,True,OK
16670,717615,D2,Agriculture,5.0,तांदूळ हे पीक कधी घेतात ?,तांदूळ हे पीक कधी घेतात ?,True,OK
16691,711957,D1,Banking,4.5,आर्थिक सेवा कोण पुरयता ?,कोण आर्थिक सेवा पुरवतो ?,True,OK
16710,713526,D2,Agriculture,5.0,हयद बिगर भाजी ? भारत देशमा शक्यच नही,हे बिगर भाजी शक्यच नाही भारत देशमा ?,True,OK
16718,718211,D2,Banking,5.0,ठेवीत कशाचा समावेश होतो ?,ठेवीत कशाचा समावेश होतो ?,True,OK
16736,717481,D2,Agriculture,5.0,बोंड अळी केव्हा पडू शकते ?,बोंड अळी केव्हा पडू शकते ?,True,OK
16746,717477,D2,Agriculture,5.0,अंडी घालणारे किटक कोणते ?,अंडी घालणारे किटक कोणते ?,True,OK
16783,712232,D1,Banking,4.333,खयले खयले विमे हकडे मिळतीत ?,कुठे कुठे विमे हकडे मिळतात ?,True,Pass 2: OK
16829,712226,D1,Banking,4.0,यू.पी.आय चो वापर कधीपण करू शकतव ?,यू.पी.आय चा वापर कधी पण करू शकतो ?,True,OK
16854,718671,D2,Banking,4.5,मी बचत खाते कोठे उघडू शकतो ?,मी बचत खाते कोठे उघडू शकतो ?,True,OK
7,724970,D1,Agriculture,32.0,ब्लास्ट फिशिंग ह्या जवळपास उपलब्ध जाणाऱ्या सामानापासून बनलल्या डायना माईट पासून सहज आणि स्वस्तात केली जाता,ब्लास्ट फिशिंग ह्या जवळपास उपलब्ध असलेल्या सामानापासून डायना मीटपासून सहज आणि स्वस्तात केले जाते.,False,Pass 2: Hindi leakage 'मीट' instead of 'मीटपासून'
10,724991,D1,Banking,29.0,बऱ्याचदा काही गुंतवणूकदार जास्तीच्या रिटर्न्सच्या मोहापायी चुकिच्या पॉलिसी मध्ये तुमच्याकडना गुंतवणूक करवतत,जास्तीच्या रिटर्न्सच्या मोहापायी चुकीच्या पॉलिसी मध्ये गुंतवणूक करणाऱ्या गुंतवणूकदारांच्या कारवाईत बऱ्याचदा चुकीचे निर्णय घेतात,True,OK
13,708504,D1,Banking,28.5,वस्तूची म्हायती सांगणाऱ्या लेबलावरून ती वस्तू शाकाहारींसाठी आसा काय मांसाहारींसाठी ता समाजता,वस्तूची माहिती सांगणाऱ्या लेबलावरून ती वस्तू शाकाहारींसाठी आहे की मांसाहारींसाठी आहे,True,OK
31,724850,D1,Banking,25.929,आंतरराष्ट्रीय किंवा देशांतर्गत प्रवास करतो वेळी प्रवास विमो तुमका कोणताही अनपेक्षित नुकसानापासून संरक्षण देता,आंतरराष्ट्रीय किंवा देशांतर्गत प्रवास करताना प्रवास विमा तुम्हाला कोणताही अनपेक्षित नुकसानापासून संरक्षण देते,True,OK
37,708834,D1,Agriculture,25.429,संक्रमणापासना वाचुचा असात नायतर कफाचो त्रास दूर करुचो असात तेच्यात गुलाबाच्या पानांचो उपयोग होता,संक्रमणापासून वाचण्यासाठी असत नाहीतर कफाचा त्रास दूर करण्यासाठी असते तेच्यात गुलाबाच्या पानांचा उपयोग होता,False,Pass 2: Dialect word 'वाचुचा' remains
43,724875,D1,Agriculture,25.382,"मानवी वापरासाठी आणि उपभोगासाठी मांस , दूध , अंडी तसाच इतर शेतीच्या वापरासाठी जनावरांचा खताचो उपयोग होता","मानवी वापरासाठी आणि उपभोगासाठी मांस, दूध, अंडी तसाच इतर शेतीच्या वापरासाठी जनावरांचा उपयोग होता",True,OK
46,724965,D1,Banking,25.0,दोन बायकांका आपला एकत्र खाता उघडूच्यासाठी आपली ओळखपत्रा आणि पत्त्याची म्हायती बँकेच्या शाखेत जमा करुची असतत,दोन पत्नींचा एकत्र खाता उघडण्यासाठी आपली ओळखपत्रे आणि पत्त्याची माहिती बँकेच्या शाखेत जमा करायची आहे,True,OK
49,724971,D1,Agriculture,24.933,"मगरांच्या शेतीत कायमेन पॉक्स , एडेनोवायरल हिपॅटायटीस , मायको प्लास्मोसिस आणि क्लेमायडिओसिस सारखे धोके आसतत","मगरांच्या शेतीत कोविड पॉक्स, एडेनोवायरल हेपेटायटिस, मायकोप्लास्मोसिस आणि क्लेमायडिओसिस सारखे धोके आहेत",True,OK
55,708675,D1,Agriculture,24.5,शेती आणि पशुधन उत्पादकांका इकुच्या आधी होणाऱ्या कृषि किंवा शेतीच्या कामांका प्रीहार्वेस्ट बोलतत,शेती आणि पशुधन उत्पादकांच्या आधी होणाऱ्या कृषी किंवा शेतीच्या कामांबद्दल प्रीहार्वेस्ट बोलत आहे,True,OK
76,709832,D1,Agriculture,24.0,कापणेच्या येळाक गुरा ढोरांका जो चारो लागतां त्याका कापणी यंत्रासून धान्यापासून येगळा केला जाता,"कापणीच्या यंत्रासाठी पुरेसे लागते, तर त्या धान्यापासून यंत्राने येगळा केला जातो.",True,OK
79,710529,D1,Agriculture,24.0,आता हवामान शास्त्रज्ञांका खयच्या पण क्षेत्रासाठी हवामानाचो अंदाज लावणा सोप्या झाला हा,आता हवामान शास्त्रज्ञांच्या क्षेत्रासाठी हवामानाचा अंदाज लावणे सोपे झाले आहे.,True,Pass 2: No dialect words found
121,707447,D1,Agriculture,23.0,कुपनलिकांच्या साहाय्याने भातशेती केली जाता ह्या आपण पहिल्या हरित क्रांतीच्या येळेक बघलव,"भातशेती केली गेली, त्यामुळे आपण पहिल्या हरित क्रांतीची वर्षे पाहिली.",True,OK
139,724881,D1,Banking,23.0,खयची पण व्यक्ती किंवा समुहाकडुन आपल्यो सेवा आणि उत्पादना विकुसाठी शोधलेल्या बाजाराक लक्षित बाजार म्हणतत,प्रत्येक व्यक्ती किंवा समुदायाकडून आपल्या सेवा आणि उत्पादने विकण्यासाठी शोधलेल्या बाजाराला लक्ष्य बाजार म्हणतात.,True,OK
163,724883,D1,Agriculture,22.929,त्याच्या मुळात गाठी असतत त्याच्या संयुक्त पानाच्या शेजारील काही पानांचा रूपांतर प्रोट्युबरन्स मध्ये होता,त्याच्या मुळात गाठी असतत त्याच्या संयुक्त पानांच्या शेजारील काही पानांचा रूपांतर प्रोट्युबरन्समध्ये होता.,True,OK
172,706910,D1,Banking,22.917,वर्तमान मू्ल्य ह्या मूल्यांकनाचा तारखेनुसार निर्धारित केलेल्यो अपेक्षित उत्पन्न प्रवाहाचो मू्ल्य असा,वर्तमान मूल्य ह्या मूल्यांकनाचा तारखेनुसार निर्धारित केलेल्या अपेक्षित उत्पन्न प्रवाहाचे मूल्य असे.,False,Pass 2: Non-Marathi language found (Hindi)
175,709294,D1,Banking,22.909,मास्तरानी सांगितल्यानी की शुद्ध वर्तमान मू्ल्य नगदी प्रवाहाच्या वर्तमान मुल्याक दाखवता,मास्टरने सांगितले आहे की शुद्ध वर्तमान नगदी प्रवाहाच्या वर्तमान मूल्या दाखवा.,True,OK
181,709058,D1,Banking,22.5,राष्ट्रीय अर्थ व्यवस्थेच्या विरुद्ध वैयक्तिक बाजारांतल्यानी उद्योगांच्या भ्यासावर केंद्रित केला हा,राष्ट्रीय अर्थव्यवस्थेच्या विरुद्ध वैयक्तिक बाजारांतल्या उद्योगांच्या भासावर केंद्रित केला आहे.,True,Pass 2: No dialect words found
184,709134,D1,Agriculture,22.5,माणसान प्रागैतिहासिक काळापासना मांसासाठी जनावरांची शिकार केली हा,मानवाने प्रागैतिहासिक काळात मांसासाठी जनावरांची शिकार केली होती?,True,OK
190,707463,D1,Agriculture,22.5,"कोंबड्याची जाती बाकीच्यांपेक्षा काही कामांसाठी जास्ती चांगले आसत , असा माका वाटता","कोंबड्याची जात बाकीच्यांपेक्षा काही कामांसाठी जास्त चांगली आहे, असा मला वाटतो.",True,OK
205,724987,D1,Banking,22.5,सूक्ष्म अर्थशास्त्र एका छोट्या जागेवरच्या कोणत्या पण शेतीच्या तुकड्याची आणि तेच्या उपभोक्त्यांची गोष्ट करता,सूक्ष्म अर्थशास्त्र एका छोट्या जागेवरील कोणत्याही शेतीच्या तुकड्याची आणि त्यांच्या उपभोक्त्यांची गोष्ट करतो.,True,Pass 2: OK
214,707450,D1,Agriculture,22.433,"कृषी अधिकाऱ्यानं सगळ्यां आसा कि , कृषी उपकरणा खरेदी करूसाठी सरकारकडून अडव्हायजरी चालू केली जाता",कृषी अधिकाऱ्यांनी सगळ्यांसाठी कृषी उपकरणांच्या खरेदीसाठी सरकारकडून परवानगी चालू केली आहे?,True,OK
220,707761,D1,Agriculture,22.433,"प्रथमेश सांगा होतो , ग्राउंड ग्राइंडरमध्ये थोड्या वनस्पती संसाधनांचो पुनर्वापर करून वनस्पती फायबर बनवूक येता",प्रथमेश सांगतो की ग्राउंड ग्राइंडरमध्ये थोड्या वनस्पती संसाधनांचा पुनर्वापर करून वनस्पती फायबर बनवता येते.,True,OK
226,710800,D1,Agriculture,22.389,पारंपारिक मासेमारी होडिये कमी खर्चात मासेमारी करुक मदत करतत,पारंपारिक मासेमारी कमी खर्चात मासेमारीला मदत करते.,False,Pass 2: Hindi grammar ending 'त' instead of 'े'
232,724984,D1,Banking,22.367,सांस्कृतिक उद्यमिता सामुहिक एजेंसिंची प्रथा हा जी सांस्कृतिक व्यवसायांच्या उपायांचा गतीशील असणा तेचो विशेष हा,सांस्कृतिक उद्यमिता सामूहिक एजेंसींची प्रथा जी सांस्कृतिक व्यवसायांच्या उपायांचा गतिशील असणे तेच विशेष आहे.,True,Pass 2: OK
235,724973,D1,Agriculture,22.324,"वन्यजीव शेतीत अन्न , पारंपारिक औषधांसारखे वस्तू , चामडां , लोकर , धागे यांच्यासारख्या सामानाचो समावेश होता","वन्यजीव शेतीत अन्न, पारंपारिक औषधांसारखे वस्तू, चामडे, लोक, धागे यांच्यासारखे सामान समावेश होते.",False,Pass 2: Hindi word 'लोकर' instead of 'लोक'
238,707909,D1,Agriculture,22.0,"मी एका ठिकाणी बघतलय आसय , कुक्कुटपालन व्यवसायात कोंबडी गोळा करण्यासाठी चिकन हार्वेस्टरचा वापर करतत","मी एका ठिकाणी बघत आहे, कुक्कुटपालन व्यवसायात कोंबडी गोळा करण्यासाठी चिकन हार्वेस्टरचा वापर करत आहे.",True,Pass 2: OK
250,709706,D1,Banking,22.0,सामानाक एका जागेवरना दुसऱ्या जागेवर पोचवूक जास्तीत जास्त किती पैशे लागतले ?,सामायिक एका जागेवरून दुसऱ्या जागेवर पोहोचायला जास्तीत जास्त किती पैसे लागतात?,True,OK
262,710213,D1,Agriculture,22.0,कृषी शास्त्रज्ञ जास्त पिकासाठी शेतकऱ्यांका चांगली उपकरणा वापरुचो सल्लो देतत,कृषी शास्त्रज्ञ जास्त पिकासाठी शेतकऱ्यांना चांगली उपकरणे वापरून सल्ला देतात.,True,OK
274,709836,D1,Banking,22.0,काय तुमका माहिती हा ? गॅरेंटी बाँड जबाबदारी पुरी करण्याच्या अपयशापासून होणाऱ्या नुकसानीतना वाचवता,तुम्हाला माहित आहे का? गॅरंटी बाँड जबाबदारी पूर्ण करण्याच्या अपयशापासून होणाऱ्या नुकसानीत तुम्ही वाचवता?,True,Pass 2: OK
280,724950,D1,Agriculture,22.0,"वनस्पतींमधल्या पाण्याची कमतरता ओळखूसाठी लीफ सेन्सरचो वापर केलो जाता , अशीताहिती माका संदेशान सांगल्यान","वनस्पतींमधील पाण्याची कमतरता ओळखण्यासाठी लीफ सेन्सरचा वापर केला जातो, अशी माहिती मला सांगितली.",True,OK
301,712131,D1,Banking,21.882,माका सांगा माझी आत्ताची कर्जाची धावसंख्या काय हा कित्या माका दोन लाखाचा कर्ज काढू चा हा ?,मला सांगा माझी सध्याची कर्जाची संख्या काय आहे आणि मी दोन लाखांचे कर्ज काढू शकतो का?,True,OK
349,724972,D1,Agriculture,21.5,"रताळ्यांमुळे रोगप्रतिकारशक्ती वाढता , डोळ्यांचा आरोग्य सुधारता आणि निरनिराळ्या रोगजंतूंपासना आपला संरक्षण होता","रताळ्यांमुळे रोगप्रतिकारशक्ती वाढते, डोळ्यांचे आरोग्य सुधारते आणि निरनिराळ्या रोगजंतूंपासून आपले संरक्षण होते.",True,Pass 2: OK
418,708847,D1,Banking,21.0,तुमका माहीत असा शेअर बाजारात प्रत्येक सामान्य माणूस मोठमोठ्या उद्योगांत आपली भागदारी करू शकता,तुम्हाला माहीत आहे की शेअर बाजारात प्रत्येक सामान्य माणूस मोठ्या उद्योगांत आपली भागीदारी करू शकतो.,True,Pass 2: OK
625,724888,D1,Agriculture,20.441,सायमोप्सिस टेट्रागोनोलोबा ह्या गवार पॉड वनस्पतीचा बॉटनिकल नाव असा जी वार्षिक शेंगे आणि गवार गमचो पुरवठो करता,"सायमोप्सिस टेट्रागोनोलोबा ही गवार रोपाची वनस्पती आहे, ज्याचे बॉटनिकल नाव वार्षिकपणे टाकते आणि गवार पुरवते.",True,OK
664,724904,D1,Banking,20.367,"पाळीव प्राणी विमो , विमोधारक व्यक्तीच्यो आजारी , जखमी पाळीव प्राण्याच्या पशुवैद्यकीय उपचारांसाठी पैसो देता","पाळीव प्राण्यांचे विमोचन, विमोधारक व्यक्ती आजारी आहेत, जखमी पाळीव प्राण्यांच्या पशुवैद्यकीय उपचारांसाठी पैसे दिले जातात.",True,OK
688,706914,D1,Banking,20.0,निव्वळ वर्तमान मू्ल्य वेगवेगळा वेळी होणाऱ्यो रोख प्रवाहाच्यो मालिकेवर लागू होता,निव्वळ वर्तमान मूल्य वेगवेगळ्या वेळी झाले आणि ते रोख प्रवाहाच्या मालिकेवर लागू होते.,True,OK
691,708458,D1,Agriculture,20.0,माणग्याचो उपयोग हिंदू धर्माचे भगवे झेंडे लावचे दांडे बनवच्यासाठी पण केलो जाता,हिंदू धर्माचे भगवे झेंडे लावून दांडे बनवण्यासाठी लोकांचा उपयोग किती लागतो.,True,OK
724,711070,D1,Banking,20.0,सर्वात सामान्य कर्ज देयका ज्यामध्ये प्रत्येक मासिक दराचा कालांतरान समान मू्ल्य असता,सर्वात सामान्य कर्जदारांमध्ये ज्यामध्ये प्रत्येक मासिक दराचा कालावधी समान मूल्य असतो.,True,OK
775,724952,D1,Agriculture,20.0,"संकेत तुका ठाऊक हा काय , डेअरी उद्योगाक चालना देऊसाठी सरकारना दुग्धउद्योजकता विकास योजना स्थापन केल्यान आसा","संकेत हा काय आहे, डेअरी उद्योगाला चालना देण्यासाठी सरकारने दुग्धउद्योजकता विकास योजना स्थापन केली आहे.",True,OK
784,724944,D1,Agriculture,19.944,"तुका ठाऊक हा काय ? , बांबू लागवड आणि व्यापारासाठी मध्य प्रदेशात राज्य बांबू मिशनची स्थापना केलेली आसा",तुम्हाला हे काय? बांबू लागवड आणि व्यापारासाठी मध्य प्रदेशात राज्य बांबू मिशनची स्थापना केलेली आहे?,True,OK
808,710276,D1,Banking,19.923,तुमका माहित असा राष्ट्रीय ग्रामीण आजीविका मिशनचो उद्देश्य गरिबांसाठी उपजिविकेक प्रोत्साहन देणा असा,तुम्हाला माहीत आहे की राष्ट्रीय ग्रामीण आजीविका मिशनचा उद्देश गरिबांसाठी उपजिविकेक प्रोत्साहन देण्याचा आहे.,True,OK
964,724823,D1,Banking,19.5,एफ.डी.आय चा वैशिष्ट्य म्हणजे येका देशातलो व्यवसाय उपक्रमाचो मालकी एखाद्या संस्थेद्वारा नियंत्रित करणा,एफ.डी.आय चे वैशिष्ट्य म्हणजे त्या देशातील व्यवसाय उपक्रमाचे मालकी एखाद्या संस्थेद्वारे नियंत्रित करणे,True,Pass 2: OK
985,724946,D1,Agriculture,19.441,"रमेश , तुका ठाऊक हा काय , कर्नाटक आणि केरळमध्ये महाराष्ट्रात सगळ्यात जास्तीचे बायोगॅस ऊर्जा प्रकल्प आसत","रमेश, कर्नाटक आणि केरळमध्ये महाराष्ट्रात सर्वात जास्त बायोगॅस ऊर्जा प्रकल्प आहेत.",True,Pass 2: OK
994,707300,D1,Banking,19.438,"अमितने माका सांगल्यान आसा की , टॅक्स सेव्हिंग फंड ह्यो म्युच्युअल फंडाचो सगळ्यात चांगलो प्रकार आसा","अमितने मला सांगितले आहे की, टॅक्स सेव्हिंग फंड हे म्युच्युअल फंडाचे सर्वात चांगले प्रकार आहे.",True,OK
1000,712042,D1,Banking,19.429,घरा बसल्या बसल्या बँक खात्याची माहिती मिळाच्यासाठी खायच्या मोबाईल ॲपाचो वापर करूक होयो ?,घरा बसल्यावर बँक खात्याची माहिती मिळवण्यासाठी मोबाईल ॲप वापरला पाहिजे का?,True,OK
1003,712075,D1,Banking,19.429,माका तुमच्या बँकेचा क्रेडिट कार्ड किंवा डेबिट कार्ड घेऊचा असल्यास काय करूचा लागताला ?,मला तुमच्या बँकेचा क्रेडिट कार्ड किंवा डेबिट कार्ड घ्यायचे असल्यास काय करावे लागेल?,True,OK
1012,706722,D1,Banking,19.409,फायनान्शियल मार्केट म्हणजे एक मार्केट ज्यात लोका आर्थिक सिक्युरिटीजचो व्यापार करतत,फायनान्शियल मार्केट म्हणजे एक मार्केट ज्यात लोकांचे आर्थिक सिक्युरिटीजचा व्यापार करत आहेत.,True,Pass 2: OK
1018,711607,D1,Agriculture,19.346,गव्हाच्या पीक वाढीच्या अवस्थेत मिया गव्हाक खैयचा खैयचा अवस्थेत पाणी देउक शकताव ?,गव्हाच्या पिकाच्या वाढीच्या अवस्थेत पाणी देता शकता का?,True,OK
1024,707591,D1,Agriculture,19.0,"तुका ठाऊक हा काय , रेशीम किड्याचो सर्वात महत्वाचा रोग नोसेमा बॉम्बिसिस नावाच्या प्रोटोझोआमुळे होता","तुम्हाला माहीत आहे का, रेशीम किड्यांचा सर्वात महत्त्वाचा रोग नोसेमा बॉम्बिसिस नावाच्या प्रोटोझोआमुळे होता.",True,Pass 2: OK
439,707766,D1,Banking,21.0,"प्राप्तकर्त्याने थेट ठेवीसाठी संदर्भ माहिती देणा आवश्यक आसा , असा माका त्या आफिसरांनं सांगल्यान","प्राप्तकर्त्याने थेट ठेवीसाठी संदर्भ माहिती देणे आवश्यक आहे, असे मला त्या कार्यालयांनी सांगितले.",True,OK
460,708962,D1,Banking,21.0,मिया लॅपटॉपसाठी फायनांस केलंय आणि माका तेच्या किंमतेपेक्षा जास्तीची रक्कम गावली,मी लॅपटॉपसाठी फायनान्स केले आहे आणि मला त्याच्या किमतीपेक्षा जास्त रक्कम मिळाली.,True,OK
469,708427,D1,Agriculture,21.0,"भारत ह्यो कृषिप्रधान देश आसा , हयली निम्म्याहून जास्ती लोकां शेती आणि तेच्या संबंधी उद्योगात आसत","भारत हे कृषिप्रधान देश आहे, म्हणून निम्म्याहून जास्त लोकांचे शेती आणि त्याच्या संबंधी उद्योगात असते.",True,OK
475,708858,D1,Banking,21.0,कार्यात्मक समकक्षानी कित्येक कामांका करूक कराधानासून मिळालेल्या पैशाचो उपयोग केल्यानी,कार्यात्मक समकक्षाने कित्येक कामे करून कराधानासून मिळालेल्या पैशाचा उपयोग केल्यानी,True,Pass 2: OK
478,710280,D1,Agriculture,21.0,तुमका माहीत हा की रबरचा झाड सगळ्यात जास्तं केरळ आणि उत्तर पुर्वेकडच्या राज्यांतल्यानी मिळता,तुम्हाला माहीत आहे का की रबरचा झाड सर्वात जास्त केरळ आणि उत्तर पुर्वेकडच्या राज्यांतल्यानी मिळता,True,OK
484,724827,D1,Banking,21.0,टॅक्स कॅल्क्युलेटर ह्या तुमका कोणताही आर्थिक वर्षात किती कर भरुक लागात याची गणना करण्यासाठी डिझाइन केलेला असा,टॅक्स कॅल्क्युलेटर हा तुमचा कोणताही आर्थिक वर्षात किती कर भरण्याची गणना करण्यासाठी डिझाइन केलेला आहे.,True,OK
