dialect_text,standard_text,dialect
"तुमाले शिक्षणासाठी EMI करावयाचे हाय, काय काय कागदपत्रे द्या लागन?","तुम्हाला शिक्षणासाठी EMI द्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
"मले नुकत्याच क्रेडिट कार्ड धकल्ल्या म्हाले, त्याची KYC प्रोसेस पायजे कशी आहे?","मला नुकताच क्रेडिट कार्ड मिळाला आहे, त्याची KYC प्रोसेस कशी कार्य करते ते पाहिजे लागतील?",D4
"मले पायजे बँकेतून लोन कुठून मिळणार, काय काय कागदपत्रे द्या लागन?","पाहिजे मला बँकेतून लोन कुठून मिळणार, काय काय कागदपत्रे द्यावी लागतील?",D4
"तुमाले ATM पासवर्ड तुम्हाजी काय म्हणायचे आहे, हाय ते कसे बदलून घ्यायचे आहे?","तुम्हाला ATM पासवर्ड तुम्हा काय म्हणतात, आहे ते कसे बदलून घ्यावे लागते?",D4
"मले ऑनलाईन बँकिंग म्हाजी काय विशेषता आहे, हाय मले ते कसे करावे लागन?","मला ऑनलाईन बँकिंग माझ्या काय विशेषता आहेत, आहे मले ते कसे करावे लागतील?",D4
"मले बँकेने दिलेले चेकबुक काय काय विशेषता आहे, मले त्याची मायती कुठून भेटन?","मला बँकेने दिलेले चेकबुक काय काय विशेषता आहेत, मला त्याची माहिती कुठून मिळेल?",D4
"मले स्टँडर्ड बँकेतून स्टूडेंट लोन द्यायचे हाय, मला काय काय कागदपत्रे द्या लागन?","मला स्टँडर्ड बँकेतून स्टूडेंट लोन द्यावे आहे, मला काय काय कागदपत्रे द्यावी लागतील?",D4
तुमाले एका वर्षाच्या EMI च्या रकमेवर काय काय बँके द्यायची वाटन त्याची मायती कुठी आहे?,तुम्हाला एका वर्षाच्या EMI च्या रकमेवर काय काय बँके देतात? त्याची माहिती कुठे आहे?,D4
"कुणाला क्रेडिट कार्ड मिळायचे हाय, मले काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","कुणाला क्रेडिट कार्ड मिळावे आहे, मला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
"बँकेतून UPI द्यायचे हाय, मला काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","बँकेतून UPI द्यावे आहे, मला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
मले शिकायले कर्ज घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन त्यासाठी KYC काय काय करावे लागन?,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल? त्यासाठी KYC काय काय करावी लागतील?",D4
"कुणाला शिक्षा कर्ज मिळायचे हाय, तुमाले काय काय कागदपत्रे द्या लागन त्याची मायती कुठी आहे?","कुणाला शिक्षा कर्ज मिळावे आहे, तुम्हाला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती कुठे आहे?",D4
"मले बँकेतून पीक कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","मला बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
"कुणाला स्टँडर्ड बँकेचा खाता मिळायचे हाय, मले काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","कुणाला स्टँडर्ड बँकेचा खाता मिळावा आहे, मला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
मले एका वर्षाच्या EMI च्या रकमेवर काय काय बँके द्यायची वाटन त्याची मायती कुठी आहे?,मला एका वर्षाच्या EMI च्या रकमेवर काय काय बँके देतात? त्याची माहिती कुठे आहे?,D4
"कुणाला क्रेडिट कार्ड मिळायचे हाय, मले काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","कुणाला क्रेडिट कार्ड मिळावा आहे, मला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
"मले बँकेतून UPI द्यायचे हाय, मले काय काय कागदपत्रे द्या लागन त्याची मायती मले कुठी भेटन?","मला बँकेतून UPI द्यावे आहे, मला काय काय कागदपत्रे द्यावी लागतील? त्याची माहिती मला कुठे मिळेल?",D4
मले बँकेतून EMI ला भरण्याची कागदपत्रे द्यावी लागतील काय?,मला बँकेतून EMI ला भरण्याची कागदपत्रे द्यावी लागतील काय?,D4
तुमाले UPI च्या मदतीने कुठे पैसे भरण्याचे पोरगा सांगतात?,तुम्हाला UPI च्या मदतीने कुठे पैसे भरण्याचे मुलगा सांगतात?,D4
मले व्यक्तिगत लोनाची मायती कुठी भेटन लागन त्याची म्हाजी पायजे पाहिजे लागन.,मला व्यक्तिगत लोनाची माहिती कुठे मिळेल लागण्याची माझी पाहिजे पाहिजे लागतील.,D4
"हाय, मले काय काय कागदपत्रे द्या लागन बँकेतून पीक कर्ज घ्यायचे?","मी बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
"क्रेडिट कार्डच्या फायद्यांचे वर्णन करवतत पाहिजे लागन, काय?","क्रेडिट कार्डच्या फायद्यांचे वर्णन करून घेतात पाहिजे लागणार, काय?",D4
बँकेतून EMI ला भरण्याची कागदपत्रे द्यावी लागतील काय पोरगाने?,बँकेतून EMI ला भरण्याची कागदपत्रे द्यावी लागतील काय मुलगाने?,D4
"हाय, मले कुठे अर्ज करा लागन त्याची मायती मले कुठी भेटन?","मी कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
मले UPI च्या मदतीने कुठे पैसे भरण्याचे माथून काय?,मला UPI च्या मदतीने कुठे पैसे भरण्याचे मधून काय?,D4
मले EMI म्हाजी पाहिजे लागन त्याची मायती मले कुठी भेटन त्यासाठी बँकेत जावे लागन का?,मला EMI माझी पाहिजे लागते का? त्याची माहिती मला कुठे मिळेल? त्यासाठी बँकेत जावे लागते का?,D4
काय काय कागदपत्रे मले द्या लागन बँकेतून UPI कर्ज घ्यायचे हाय?,काय काय कागदपत्रे द्यावी लागतील बँकेतून UPI कर्ज घ्यायचे आहे?,D4
मले शिकायले क्रेडिट कार्ड चावा लागन त्याची मायती मले कुठी भेटन त्यासाठी बँकेत जावे लागन का?,मला शिक्षणासाठी क्रेडिट कार्ड मिळवायचा आहे तर त्याची माहिती मला कुठे मिळेल? त्यासाठी बँकेत जावे लागते का?,D4
कायले मले बँक पासबुक पोरगा वाचवन लागन त्याची मायती मले कुठी भेटन?,कशामुळे मला बँक पासबुक मुलाला वाचवावी लागते? त्याची माहिती मला कुठे मिळेल?,D4
बँकेतून काय काय नोट्स कर्ज घ्यायचे त्याची मायती मले त्यासाठी संपर्क करा लागन का?,बँकेतून काय काय नोट्स कर्ज घ्यायचे आहे? त्याची माहिती मला त्यासाठी कोणता संपर्क करावा लागतो का?,D4
"मले बँक पासबुक हाय, काय काय बाकी कागदपत्रे द्या लागन त्यासाठी तुमाले ऑनलाईन अर्ज करा लागन?","मला बँक पासबुक आहे, काय काय बाकी कागदपत्रे द्यावी लागतील त्यासाठी तुम्हाला ऑनलाईन अर्ज करावा लागतो का?",D4
मले KYC शिकायले मले कुठी अर्ज करा लागन त्याची मायती मले कुठी भेटन?,मला KYC शिकवायची आहे तर कुठे अर्ज करावा लागते? त्याची माहिती मला कुठे मिळेल?,D4
काय काय कागदपत्रे मले तुमाले द्या लागन बँकेतून पीक कर्ज घ्यायचे हाय?,काय काय कागदपत्रे द्यावी लागतील बँकेतून पीक कर्ज घ्यायचे आहे?,D4
"मले EMI हाय, त्याची मायती मले कुठी भेटन त्यासाठी बँकेत जावे लागन का?","मला EMI आहे, त्याची माहिती मला कुठे मिळेल? त्यासाठी बँकेत जावे लागते का?",D4
मले क्रेडिट कार्ड अर्ज करा लागन त्याची मायती मले कुठी भेटन त्यासाठी संपर्क करा लागन का?,मला क्रेडिट कार्ड अर्ज करावा लागतो तर त्याची माहिती मला कुठे मिळेल? त्यासाठी कोणता संपर्क करावा लागतो का?,D4
मले नेटबँकिंग व्हिडीओ सेवाचा फायदा घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन,"मला नेटबँकिंग व्हिडीओ सेवेचा फायदा घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
"बँकेतून पीक कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
"आपल्या खात्यावर EMI चा पेमेंट करवतत आहे, त्यामुळे पोरगा म्हणजे मुला त्यातला काय भाग म्हणजे काय?","आपल्या खात्यावर EMIचा पेमेंट करून घेतात, त्यामुळे मुलाला त्यातला काय भाग म्हणजे काय समजतो?",D4
मले क्रेडिट कार्ड आणि डेबिट कार्डच्या सेवेचा फायदा घ्याच असन तर कुठ अर्ज करा लागन?,मला क्रेडिट कार्ड आणि डेबिट कार्डच्या सेवेचा फायदा घ्यायचे असेल तर कुठे अर्ज करावा लागेल?,D4
मले UPI च्या सेवेचा फायदा घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन,"मला UPI च्या सेवेचा फायदा घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
"आपल्या खात्यावर KYC केले पायजे आहे, पोरगा म्हणजे मुला त्यातला काय भाग म्हणजे काय?","आपल्या खात्यावर KYC केले आहे, मुलाला त्यातला काय भाग म्हणजे काय समजतो?",D4
मले शिकायले कर्ज घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
"बँकेतून कार्यशाळा कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून कार्यशाळा कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
आपल्या खात्यावर पेमेंट चा पोरगा म्हणजे मुला पेमेंट चे काय तपशील म्हणजे काय?,आपल्या खात्यावर पेमेंटचा मुलाला पेमेंटचे काय तपशील म्हणजे काय समजतो?,D4
मले फ्रँचाईज कर्ज घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन,"मला फ्रँचाईज कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
"बँकेतून मुदत शाळा कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून मुदत शाळा कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
मले क्रेडिट कार्ड म्हाजी कुठी अर्ज करा लागन?,मला क्रेडिट कार्ड मिळवायचे असेल तर कुठे अर्ज करावा लागेल?,D4
हाय म्हाले माझ्या खात्यातील विश्वासघाती व्यवहाराची मायती काय काय?,मला माझ्या खात्यातील विश्वासघाती व्यवहाराची माहिती काय काय?,D4
मले UPI पेमन्ट म्हाजी कुठे करा लागन?,मला UPI पेमन्ट करायचे असेल तर कुठे करावा लागेल?,D4
बँकेतून काय काय कागदपत्रे द्या लागन PPF खाते खुलण्यासाठी?,बँकेतून काय काय कागदपत्रे द्यावी लागतील? PPF खाते खुलण्यासाठी,D4
पोरगा शिकायले EMI कर्ज घ्यायचे असन तर काय काय अर्ज करा लागन?,मुलगा शिक्षणासाठी EMI कर्ज घ्यायचे असेल तर काय काय अर्ज करावा लागेल?,D4
मले FD खाते खुलण्यासाठी काय काय कागदपत्रे द्या लागन?,मला FD खाते खुलण्यासाठी काय काय कागदपत्रे द्यावी लागतील?,D4
कायले मलेला KYC कागदपत्रे काय काय द्या लागन?,कशामुळे मला KYC कागदपत्रे द्यावी लागतील?,D4
मले म्हाजी बँक खात्यातील खाताधारक म्हणून पैसे काय काय मिळन?,मला माझ्या बँक खात्यातील खाताधारक म्हणून पैसे काय काय मिळतील?,D4
हाय म्हाले पोरगा काय काय कागदपत्रे द्या लागन बँकेतून पीक कर्जासाठी?,मला मुलाला बँकेतून पीक कर्जासाठी काय काय कागदपत्रे द्यावी लागतील?,D4
मले म्हाजी खात्यातील पोरग्या खात्यात पैसे काय काय ट्रान्सफर करा लागन?,मला माझ्या खात्यातील मुलाच्या खात्यात पैसे काय काय ट्रान्सफर करावा लागेल?,D4
कोणत्या बँकेमधून क्रेडिट कार्ड पोरगा म्हाले द्या लागन?,कोणत्या बँकेतून क्रेडिट कार्ड मिळवायचा आहे मुलगा माझ्या?,D4
मले UPI ची कुणाला देण्याची मायती मले कुठी भेटन त्यासाठी हाय?,मला UPI ची कुणाला देण्याची माहिती मला कुठे मिळेल? त्यासाठी हे काय आहे?,D4
काय काय EMI करण्याच्या कागदपत्रे तुमाले द्या लागन?,काय काय EMI करण्याचे कागदपत्र द्यावी लागतील तुम्हाला?,D4
मले बँकेतून पोरगा साठी करंज पावला करायचे हाय काय?,मला बँकेतून मुलगा साठी करंज पावला करावा लागतो का?,D4
कोणत्या बँकेमधून काय काय करंज पावला करायचे कायले?,कोणत्या बँकेतून काय काय करंज पावला करावा लागतो कशामुळे?,D4
मले शिकायले कर्ज घ्याच असन त्याची मायती मले कुठी भेटन त्यासाठी पोरगा काय करावा?,मला शिक्षणासाठी कर्ज घ्यायचे असेल तर त्याची माहिती मला कुठे मिळेल? त्यासाठी मुलगा काय करावा?,D4
काय काय KYC पोरगा साठी करावे लागन त्यांची मायती मले कुठी भेटन?,काय काय KYC मुलगा साठी करावी लागतील त्यांची माहिती मला कुठे मिळेल?,D4
मले बँकेतून करंज पावला करायचे हाय तुमाले काय काय कागदपत्रे द्या लागन?,मला बँकेतून करंज पावला करावा लागतो तुम्हाला काय काय कागदपत्रे द्यावी लागतील?,D4
कोणत्या बँकेमधून पोरगा म्हाले हाय काय काय करंज पावला करायचे?,कोणत्या बँकेतून मुलगा माझ्या हाय काय काय करंज पावला करावे लागतील?,D4
मले पोरगा साठी EMI करंज पावला करायचे हाय काय करावे लागन?,मला मुलगा साठी EMI करंज पावला करावा लागतो काय करावे लागतील?,D4
मला क्रेडिट कार्ड वापरण्याची मायती कुठी भेटन?,मला क्रेडिट कार्ड वापरण्याची माहिती कुठे मिळेल?,D4
"बँकेतून खाता नंबर बदलायचे हाय, हाय काय काय कागदपत्रे द्या लागन?","बँकेतून खाता क्रमांक बदलायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
"मला UPI पेमेंट करायचे असन, कुठे स्टोर केलेली पेमेंट केली लागन?","मला UPI पेमेंट करायचे असेल, कुठे स्टोर केलेली पेमेंट केली जाईल?",D4
काय काय कागदपत्रे द्या लागन क्रेडिट कार्ड नंतर दाखल करुन घ्यायचे हाय?,काय काय कागदपत्रे द्यावी लागतील क्रेडिट कार्ड नंतर दाखल करून घेतले जाईल?,D4
"मला शिकायले कर्ज घ्याच असन, कुठ अर्ज करा लागन त्याची मायती मला कुठी भेटन?","मला शिक्षणासाठी कर्ज घ्यायचे असेल, कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",D4
"बँकेतून पोरग्यांचे अकाउंट खोलायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून मुलांचे खाते खोलायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
"तुमाले KYC कंप्लीट केले असेल काय, हाय त्याची मायती मले कुठी भेटन?",तुम्हाला KYC पूर्ण केले आहे का? त्याची माहिती मला कुठे मिळेल?,D4
"मला EMI विचारायचे असन, काय काय कागदपत्रे द्या लागन त्याची मायती मला कुठी भेटन?","मला EMI विचारायचे असेल, काय काय कागदपत्रे द्यावी लागतील त्याची माहिती मला कुठे मिळेल?",D4
काय काय कागदपत्रे द्या लागन तुमाले बँकेतून पीक कर्ज घ्यायचे हाय?,काय काय कागदपत्रे द्यावी लागतील तुम्हाला बँकेतून पीक कर्ज घ्यायचे आहे?,D4
"मला डेबिट कार्ड वापरण्याची मायती कुठी भेटन, पायजे मला त्या वापरणे पाहिजे?",मला डेबिट कार्ड वापरण्याची माहिती कुठे मिळेल? मला त्या वापरणे पाहिजे का?,D4
मले नोकरी साठी कर्ज घ्याच असेल तर कुठे अर्ज करा लागन त्याची मायती मले कुठी भेटन त्यासाठी ऑनलाईन अर्ज करा लागन का?,"मला नोकरीसाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल? त्यासाठी ऑनलाईन अर्ज करावा लागेल का?",D4
"हाय, मला क्रेडिट कार्ड साठी अर्ज करण्यासाठी काय कागदपत्रे द्या लागन?","हाय, मला क्रेडिट कार्डासाठी अर्ज करण्यासाठी काय कागदपत्रे द्यावी लागतील?",D4
"बँकेतून पीक कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
तुमाले केव्हा पासबुकची प्रति द्या लागन?,तुम्हाला केव्हा पासबुकची प्रत द्यावी लागतील?,D4
कायले मला म्हाजी नोकरी साठी कर्ज द्यायचे असेल तर बँकेच्या या काही युनिटी म्हाले काय काम करतात?,कशामुळे मला माझ्या नोकरीसाठी कर्ज द्यायचे असेल तर बँकेच्या या काही युनिटीमध्ये काय काम होते?,D4
मले म्हाले कोणत्या बँकेचा डेबिट कार्ड घ्यायचा असेल तर तुमाले काय काय म्हाजी तपशीले द्या लागन?,मला कोणत्या बँकेचा डेबिट कार्ड घ्यायचा असेल तर तुम्हाला काय काय माझे तपशील द्यावे लागतील?,D4
पोरगा कोणत्या बँकेला जावा लागन जे माझ्या पीक कर्जाचे फायदे सांगतात?,मुलगा कोणत्या बँकेला जावे लागतील जे माझ्या पीक कर्जाचे फायदे सांगतात?,D4
मला UPI च्या म्हाजी सेवेसाठी कुठे रजिस्टर करा लागन का?,मला UPI च्या माझ्या सेवेसाठी कुठे रजिस्टर करावा लागेल का?,D4
काय कागदपत्रे द्या लागन बँकेतून EMI ची सेवा घेण्यासाठी?,काय कागदपत्रे द्यावी लागतील बँकेतून EMI ची सेवा घेण्यासाठी?,D4
तुमाले काय काय म्हाजी तपशीले द्या लागन जे मला KYC साठी भरायला लागेल?,तुम्हाला काय काय माझे तपशील द्यावे लागतील जे मला KYC साठी भरायला लागतील?,D4
या UPI कार्डसाठी काय कागदपत्रे द्या लागन?,या UPI कार्डसाठी काय कागदपत्रे द्यावी लागतील?,D4
क्रेडिट कार्डशी काय काय नियमे आहेत?,क्रेडिट कार्डशी काय काय नियमे आहेत?,D4
KYC कागदपत्रे पुरवून बँकेतून खाते म्हाजी खुल्या लागने?,KYC कागदपत्रे पुरवून बँकेतून खाते माझे खुले लागतील का?,D4
मले पोरग्याला सेविंग अकाउंट म्हाजी खुल्या लागने?,मला मुलाला सेविंग अकाउंट माझे खुले लागेल का?,D4
मले EMI शोधण्यासाठी काय कागदपत्रे द्या लागन?,मला EMI शोधण्यासाठी काय कागदपत्रे द्यावी लागतील?,D4
"हाय, बँकेतून पेन्शन अकाउंट म्हाजी खुल्या लागने?",बँकेतून पेन्शन अकाउंट माझे खुले लागतील का?,D4
काय कागदपत्रे द्या लागन तुमाले स्टॉक ट्रेडिंग खाते म्हाजी खुल्या लागने?,काय कागदपत्रे द्यावी लागतील तुम्हाला स्टॉक ट्रेडिंग खाते माझे खुले लागतील?,D4
मले म्हाजी खाते म्हाले किंमती करून पाहिजे काय?,मला माझे खाते मला किंमती करून पाहिजे काय?,D4
व्याज दर म्हाजी काय आहेत?,व्याज दर माझे काय आहेत?,D4
काय कागदपत्रे द्या लागन तुमाले कर्ज म्हाजी मिळवायचे?,काय कागदपत्रे द्यावी लागतील तुम्हाला कर्ज माझे मिळवायचे?,D4
"क्रेडिट कार्ड लागणे म्हाजी पोरगाने करवतत. उगीच दोन तीन महिने वेळ लागतो, म्हाले काय होते?","क्रेडिट कार्ड लागणे माझ्या मुलाने करून घेतात. उगीच दोन तीन महिने वेळ लागतो, मला काय होते?",D4
"मले कायम पायजे बँकेच्या शाखेत जायला जावे लागते. हाय, कुठे जावे लागते?","मला कायम पाहिजे बँकेच्या शाखेत जाण्यास जावे लागते. आहे, कुठे जावे लागते?",D4
काय म्हाले नोकरी लागणे वगैरे करवतत? क्रेडिट स्कोर काय आहे तुमाले पाहाइले?,काय मला नोकरी लागणे वगैरे करून घेतात? क्रेडिट स्कोर काय आहे तुम्हाला पाहिले?,D4
काय पोरगा स्पॉट लोन घ्यायला तयार आहे तर उगीच काय काय कागदपत्रे द्या लागन?,काय मुलगा स्पॉट लोन घ्यायचा आहे तर उगीच काय काय कागदपत्रे द्यावी लागतील?,D4
कसं होय तुमाले काय करवतात त्यामुळे मले पोरगा लोन मिळणे हाय?,कशामुळे तुम्हाले काय करून घेतात त्यामुळे मला मुलगा लोन मिळणे आहे?,D4
"काय म्हाले जास्त काही EMI होतात म्हाज्या अकाउंटकडून? हाय, काय होते?","काय मला जास्त काही EMI होतात माझ्या अकाउंटकडून? आहे, काय होते?",D4
मले म्हाज्या बँकेच्या ऑनलाइन प्लॅटफॉर्म वरून काय करवतत?,मला माझ्या बँकेच्या ऑनलाइन प्लॅटफॉर्म वरून काय करून घेतात?,D4
"तुमाले KYC पुरवठा काय लावण्याचा प्रक्रिया हाय, मले काय काय पुरवठा द्या लागन?","तुम्हाले KYC पुरवठा काय लावण्याचा प्रक्रिया आहे, मला काय काय पुरवठा द्यावी लागतील?",D4
"मले विदेशी कर्ज लागणे म्हाज्या बँकेच्या मंत्र्याने करवतत, काय होते?","मला विदेशी कर्ज लागणे माझ्या बँकेच्या मंत्र्याने करून घेतात, काय होते?",D4
"मले बँक खाते खुलवयचे हाय, कशी तरी ऑनलाईन केली पाहिजे?","मला बँक खाते खुलवायचे आहे, कशी तरी ऑनलाईन केली पाहिजे?",D4
"क्रेडिट कार्ड चालू करायचे हाय, काय काय प्रक्रिया आहे ती सांगा","क्रेडिट कार्ड चालू करायचे आहे, काय काय प्रक्रिया आहे ती सांगा?",D4
बँक खाते खुलवली असती तर काय काय करायचे हाय?,बँक खाते खुलवले असते तर काय काय करायचे आहे?,D4
तुमाले काय काय प्रक्रिया सांगता कि शिक्षणासाठी कर्ज घ्यायचे हाय?,तुम्हाला काय काय प्रक्रिया सांगता कि शिक्षणासाठी कर्ज घ्यायचे आहे?,D4
काय काय प्रक्रिया आहे ती सांगा कि क्रेडिट कार्ड चालू करायचे हाय,काय काय प्रक्रिया आहे ती सांगा कि क्रेडिट कार्ड चालू करायचे आहे?,D4
तुमाले अर्ज करू शकता का कि नोकरी साठी कर्ज घ्यायचे हाय?,तुम्हाला अर्ज करू शकता का कि नोकरी साठी कर्ज घ्यायचे आहे?,D4
बँक खाते खुलवले असती तर काय काय करायचे हाय नोकरी साठी?,बँक खाते खुलवले असते तर काय काय करायचे आहे नोकरी साठी?,D4
मले व्हॉलेट खाते तयार करण्यासाठी किती काळ लागतो हाय?,मला व्हॉलेट खाते तयार करण्यासाठी किती काळ लागतो आहे?,D4
कर्जाची म्हाजी माहिती कुठे पोरग्याकडून मिळवावी लागते हाय?,कर्जाची माझी माहिती कुठे मुलाच्या मुलासारख्या काही तरी मिळवावी लागते आहे?,D4
मले UPI ID नोंदवण्यासाठी पायजे काय कागदपत्रे द्या लागन?,मला UPI ID नोंदवण्यासाठी पाहिजे काय कागदपत्रे द्यावी लागतील?,D4
बँकेतून क्रेडिट कार्ड कशाच्या नावावर द्यावी लागते हाय?,बँकेतून क्रेडिट कार्ड कशाच्या नावावर द्यावी लागतो आहे?,D4
मले EMI करण्यासाठी कायले म्हटले जाते हाय?,मला EMI करण्यासाठी कशामुळे म्हटले जाते आहे?,D4
अर्जासाठी माथून काय आवश्यकता आहे हाय?,अर्जासाठी मधून काय आवश्यकता आहे?,D4
मले केवळ KYC करण्यासाठी करवतत काय काळ लागतो हाय?,मला केवळ KYC करण्यासाठी करून घेतात काय काळ लागतो आहे?,D4
मले बँकचा ATM कार्ड बदलण्यासाठी तुमाले काय पैसे द्यावी लागते हाय?,मला बँकचा ATM कार्ड बदलण्यासाठी तुम्हाला काय पैसे द्यावी लागतील?,D4
काही विलम्ब झाल्यास अर्जाची म्हाजी नोंद कशाला व्हावी हाय?,काही विलम्ब झाल्यास अर्जाची माझी नोंद कशाला व्हावी आहे?,D4
अर्जाचा निकाल पोरग्याला कुठे कळवावा लागतो हाय?,अर्जाचा निकाल मुलाला कुठे कळवावा लागतो आहे?,D4
मले शिकायले कर्ज घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन त्यासाठी ऑनलाईन अर्ज करा लागन का?,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल? त्यासाठी ऑनलाईन अर्ज करावा लागेल का?",D4
"बँकेतून पीक कर्ज घ्यायचे हाय, काय काय कागदपत्रे द्या लागन?","बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",D4
मले क्रेडिट कार्ड प्राप्त करायचे असन तर कुठ जावे लागन?,मला क्रेडिट कार्ड प्राप्त करायचे असेल तर कुठे जावे लागेल?,D4
पोरगा काय काय फायदे म्हाजी क्रेडिट कार्ड प्राप्ती करायचे असन?,मुलगा काय काय फायदे माझ्या क्रेडिट कार्ड प्राप्तीसाठी आहेत?,D4
