dialect_text,standard_text,dialect
"माका शेतात मूग पिकावर वरसून मोठा पीक आसा, खय माहिती गावता?","मला शेतात मूगाच्या पिकावर वरून मोठा पीक आहे, कुठे माहिती मिळते?",D1
"म्हाय खताची खूप गरज आसा, शेतात निरोगी आसा तुका काय केली?","नाही खताची खूप गरज आहे, शेतात निरोगी आहे तुला काय केले?",D1
"काय खताचे पाणी शेतात पुरवणारा कंत्राटदार आसा, खबर ना खय?","काय खताचे पाणी शेतात पुरवणारा कंत्राटदार आहे, माहिती नाही कुठे?",D1
"अशी शेतात निरोगी आसा, तुका खताची किती गरज आसा?","आहे शेतात निरोगी आहे, तुला खताची किती गरज आहे?",D1
"माका शेतात जाडपहाडाची किती गरज आसा, खय माहिती गावता?","मला शेतात जाडपहाडाची किती गरज आहे, कुठे माहिती मिळते?",D1
"म्हाय शेतात निरोगी आसा, खय बीजाची किती किंमत आसा?","नाही शेतात निरोगी आहे, कुठे बीजाची किती किंमत आहे?",D1
"माका शेतात कीड पडली आसा, तुका काय केली खय?","मला शेतात कीड पडली आहे, तुला काय केले कुठे?",D1
"अशी शेतात निरोगी आसा, तुका खय खताचे पुरवणारा कंत्राटदार?","आहे शेतात निरोगी आहे, कुठे खताचे पुरवणारा कंत्राटदार आहे?",D1
"माका शेतात मावसात किती पाऊस पडली आसा, खय?","मला शेतात मावसात किती पाऊस पडली आहे, कुठे?",D1
"म्हाय शेतात निरोगी आसा, तुका मावसात किती पाऊस पडली?","नाही शेतात निरोगी आहे, तुला मावसात किती पाऊस पडली?",D1
"माका शेतात कापूस पिकविला आसा, तुका त्याच्या दाम वरसून पाहिले?","मला शेतात कापूस पिकवला आहे, तुला त्याच्या दामवरून पाहिले?",D1
"माका जाड शेतात खताची कितकी गरज आसा, खय शेतसेवक गावता?","मला जाड शेतात खताची किती गरज आहे, कुठे शेतसेवक मिळते?",D1
"चेडवा शेतात नायगनास वापरली आसा, तुका त्याच्या फायद्यावरसून पाहिला?","मुली शेतात नायगनास वापरली आहे, तुला त्याच्या फायद्यावरून पाहिला?",D1
"माका पामाच्या पिंड्यासाठी जास्त दाणे दिले आसा, खय पामाच्या पिंड्याची खूप मोठी आसा?","मला पामाच्या पिंड्यासाठी जास्त दाणे दिले आहे, कुठे पामाच्या पिंड्याची खूप मोठी आहे?",D1
"माका शेतात फारसा पाणी वापरला आसा, खय शेतात पाण्याची कमतरता आसा?","मला शेतात फारसा पाणी वापरला आहे, कुठे शेतात पाण्याची कमतरता आहे?",D1
"चेडवा बागेत कीटनाशकाची किती गरज आसा, खय कीटनाशकाचा वापर किती काळासाठी आसा?","मुली बागेत कीटनाशकाची किती गरज आहे, कुठे कीटनाशकाचा वापर किती काळासाठी आहे?",D1
"माका शेतात स्ट्रॉबेरी पिकली आसा, खय त्याच्या दाम खयासून खयास दाम आसा?","मला शेतात स्ट्रॉबेरी पिकली आहे, कुठे त्याच्या दाम किती खयासून किती दाम आहे?",D1
"चेडवा शेतात मीठाचा पीक लागला आसा, तुका त्याच्या दाम खयासून पाहिले?","मुली शेतात मीठाचा पीक लागला आहे, तुला त्याच्या दाम किती खयासून पाहिले?",D1
"माका शेतात कॉफी पिकली आसा, खय त्याच्या काळजाव्यतिरिक्त कोणती देखभाल असते?","मला शेतात कॉफी पिकली आहे, कुठे त्याच्या काळजाव्यतिरिक्त कोणती देखभाल असते?",D1
"चेडवा बागेत कृषि पंपची गरज आसा, खय बागेत पाण्याची कमतरता आसा?","मुली बागेत कृषि पंपची गरज आहे, कुठे बागेत पाण्याची कमतरता आहे?",D1
"माका शेतात धान्य पिकावर पाण्याची किती गरज आसा, खय यंत्रावरचे पाणी वापरू शकता?","मला शेतात धान्य पिकावर पाण्याची किती गरज आहे, कुठे यंत्रावरचे पाणी वापरू शकतो?",D1
"तुका बागेत फुलांची किती विस्तार आसा, खय लवाद्यांची मागणी कशी आसा?","तुला बागेत फुलांची किती विस्तार आहे, कुठे लवाद्यांची मागणी कशी आहे?",D1
"माका शेतात खताची किती गरज आसा, खय गावात खताची दुकान म्हाय?","मला शेतात खताची किती गरज आहे, कुठे गावात खताची दुकान आहे?",D1
"आसा बागेत मौसमी फळांची किती विस्तार आसा, खय त्यांची पिकवणी कशी आसा?","आहे बागेत मौसमी फळांची किती विस्तार आहे, कुठे त्यांची पिकवणी कशी आहे?",D1
"माका शेतात फक्त कांद्याची पिकी आसा, खय त्यांची विक्री कशी आसा?","मला शेतात फक्त कांद्याची पिकी आहे, कुठे त्यांची विक्री कशी आहे?",D1
"तुका बागेत पाला फळांची किती विस्तार आसा, खय त्यांची काळजी कशी आसा?","तुला बागेत पाला फळांची किती विस्तार आहे, कुठे त्यांची काळजी कशी आहे?",D1
"माका शेतात मक्याची पिकी आसा, खय त्यांची पिकवणी कशी आसा?","मला शेतात मक्याची पिकी आहे, कुठे त्यांची पिकवणी कशी आहे?",D1
"आसा बागेत फुलांची किती विस्तार आसा, खय त्यांची देखभाल कशी आसा?","आहे बागेत फुलांची किती विस्तार आहे, कुठे त्यांची देखभाल कशी आहे?",D1
"माका शेतात कांद्याची पिकी आसा, खय त्यांची हळूहळू विक्री कशी आसा?","मला शेतात कांद्याची पिकी आहे, कुठे त्यांची हळूहळू विक्री कशी आहे?",D1
"तुका बागेत पाला फळांची किती विस्तार आसा, खय त्यांची नियंत्रण कशी आसा?","तुला बागेत पाला फळांची किती विस्तार आहे, कुठे त्यांची नियंत्रण कशी आहे?",D1
माका सोयाबीनची बी वाचवण्यासाठी कोणते पिकावरी औषध घालावा?,मला सोयाबीनच्या बीन्याला वाचवण्यासाठी कोणत्या पिकावरी औषध घालावे?,D1
माका कोणत्या शेतात जिर्यावरी मावस पिकवण्यासाठी जास्त उत्तम असेल?,मला कोणत्या शेतात जिर्यावरी मावस पिकवण्यासाठी जास्त उत्तम असेल?,D1
माका गवतातील कीड तुका दुसऱ्या शेतात कसा निराळा करायचा?,मला गवतातील कीड तुला दुसऱ्या शेतात कसा निराळा करायचा?,D1
माका कोणत्या पिकासाठी मी वीजेचे डब्बे देऊन देण्यासाठी साध्या शेतात सुरू करायचा?,मला कोणत्या पिकासाठी मी वीजेचे डब्बे देऊन देण्यासाठी साध्या शेतात सुरू करायचा?,D1
माका खताची कितकी मोठी बुडवणी मी शेतात देऊन देण्यासाठी खर्च करायला पाहिजे?,मला खताची किती मोठी बुडवणी मी शेतात देऊन देण्यासाठी खर्च करायला पाहिजे?,D1
माका खान्याच्या शेतात शेतकऱ्यांना कोणती वेळेवरी शेतात काम कसे मिळवायला पाहिजे?,मला खान्याच्या शेतात शेतकऱ्यांना कोणती वेळेवरी शेतात काम कसे मिळवायला पाहिजे?,D1
माका शेतातील तेलबियांच्या पिकासाठी किती पाणी मी घेऊन देण्यासाठी पाहिजे?,मला शेतातील तेलबियांच्या पिकासाठी किती पाणी मी घेऊन देण्यासाठी पाहिजे?,D1
माका कोणत्या पिकासाठी मी फुलांच्या शेतात कोणत्या फुल्या लावल्या पाहिजे?,मला कोणत्या पिकासाठी मी फुलांच्या शेतात कोणत्या फुल्या लावल्या पाहिजे?,D1
माका मी शेतातील कीडांना निराळा कसा करायला पाहिजे?,मला मी शेतातील कीडांना निराळा कसा करायला पाहिजे?,D1
माका शेतातील बागवणीच्या पिकासाठी कोणती किती पैसे खर्च करायला पाहिजे?,मला शेतातील बागवणीच्या पिकासाठी कोणती किती पैसे खर्च करायला पाहिजे?,D1
"माका खताची बांधणी तुका शेतात कसा करावी आसा, खय शेतकऱ्यांचे संस्था वरसून?","मला खताची बांधणी शेतात कशी करावी, तुला कुठे शेतकऱ्यांचे संस्था आहेत?",D1
"शेतात फुलांचे पिकांची पाळणी तुका कशी करावी आसा, खय तुमच्या पारड्यांचे दाखले वरसून?","शेतात फुलांचे पिकांची पाळणी कशी करावी, तुला कुठे तुमच्या पारड्यांचे दाखले आहेत?",D1
"माका खताच्या किरकोळ व्यवस्थापनाची माहिती तुका शेतात कसी मिळवावी आसा, खय कृषी शाळा खय?","मला खताच्या किरकोळ व्यवस्थापनाची माहिती शेतात कशी मिळवावी, कुठे कृषी शाळा आहेत?",D1
"शेतात कीड नियंत्रणाचे साधने तुका कशी वापरावी आसा, खय गावातील दवाखाना वरसून?","शेतात कीड नियंत्रणाचे साधने कशी वापरावी, तुला कुठे गावातील दवाखाना आहेत?",D1
"माका शेतात भाजीपाला पिकांचे पाळणी तुका कशी करावी आसा, खय मीठेचे बाजार खय?","मला शेतात भाजीपाला पिकांचे पाळणी कशी करावी, कुठे मीठेचे बाजार आहेत?",D1
"शेतात पिकांचे चोरांना रोखण्यासाठी तुका कशी पध्दती वापरावी आसा, खय गावातील पोलीस ठाणी वरसून?","शेतात पिकांचे चोरांना रोखण्यासाठी कशी पध्दती वापरावी, तुला कुठे गावातील पोलीस ठाणे आहेत?",D1
"माका क्षाराची बांधणी शेतात कसी करावी आसा, खय शेतकऱ्यांचे कृषी सहकारी संस्था वरसून?","मला क्षाराची बांधणी शेतात कशी करावी, तुला कुठे शेतकऱ्यांचे कृषी सहकारी संस्था आहेत?",D1
"शेतात फळांचे पिकांची पाळणी तुका कशी करावी आसा, खय माझ्या पारड्यांचे दाखले खय?","शेतात फळांचे पिकांची पाळणी कशी करावी, तुला कुठे माझ्या पारड्यांचे दाखले आहेत?",D1
"माका शेतात पीक सुरक्षितता साठी तुका कशी पध्दती वापरावी आसा, खय गावातील बांधवांचे मार्गदर्शन वरसून?","मला शेतात पीक सुरक्षितता साठी कशी पध्दती वापरावी, तुला कुठे गावातील बांधवांचे मार्गदर्शन आहेत?",D1
"शेतात फुलांचे पिकांची पाळणी तुका कशी करावी आसा, खय ग्रामपंचायत खय?","शेतात फुलांचे पिकांची पाळणी कशी करावी, तुला कुठे ग्रामपंचायत आहे?",D1
"माका शेतात पिकांचे कीटनाशकाचा वापर तुका कशी करावी आसा, खय शेतकऱ्यांचे सेवा केंद्र खय?","मला शेतात पिकांचे कीटनाशकाचा वापर कशी करावी, तुला कुठे शेतकऱ्यांचे सेवा केंद्र आहेत?",D1
"माका साखरेच्या शेतात किती माल झाला आसा, खय बाजारात किती देणे देता?","मला साखरेच्या शेतात किती माल झाला आहे, कुठे बाजारात किती देणे देता?",D1
"तुका शेतात किती पाणी पुरावता आसा, खय कधी पाणी पुरवता?","तुला शेतात किती पाणी पुरवावे आहे, कुठे कधी पाणी पुरवावे?",D1
"माका शेतात किती कीड पडली आसा, खय कुठे दवा गावता?","मला शेतात किती कीड पडली आहे, कुठे दवा मिळते?",D1
"वरसून शेतात किती जाळी काढावता आसा, खय जाळी सांगता?","वरून शेतात किती जाळी काढावी आहे, कुठे जाळी सांगितली जाते?",D1
"माचा शेतात किती जाळी काढली आसा, खय जाळी कुठे काढली?","मला शेतात किती जाळी काढली आहे, कुठे जाळी काढली?",D1
"तुका शेतात किती काढलेली आसा, खय कुठे पुरणे देता?","तुला शेतात किती काढलेले आहे, कुठे पुरणे देता?",D1
"माका शेतात किती फुल पडली आसा, खय फुल कुठे पाहाता?","मला शेतात किती फुल पडली आहे, कुठे फुल पाहिले?",D1
"वरसून शेतात किती पाणी पुरावता आसा, खय कधी पाणी पुरवता?","वरून शेतात किती पाणी पुरवावे आहे, कुठे कधी पाणी पुरवावे?",D1
"माचा शेतात किती काढलेली आसा, खय कुठे पुरणे देता?","मला शेतात किती काढलेली आहे, कुठे पुरणे देता?",D1
"तुका शेतात किती जाळी काढता आसा, खय जाळी कुठे सांगता?","तुला शेतात किती जाळी काढते आहे, कुठे जाळी सांगितली जाते?",D1
"माका शेतात गहू पिकावर कीड पडली आसा, खय औषध गावता?","मला शेतात गहू पिकावर कीड पडली आहे, कुठे औषध मिळते?",D1
"तुका खताची कितकी गरज आसा, खय माहिती गावता?","तुला खताची किती गरज आहे, कुठे माहिती मिळते?",D1
"माका शेतात नांदेडच्या कापूसाची पिका आसा, खय किती पैसा मिळेल?","मला शेतात नांदेडच्या कापूसाची पिका आहे, कुठे किती पैसा मिळतो?",D1
तुका बागेत कोणत्या फळांचा पिकासाठी खताची गरज आसा?,तुला बागेत कोणत्या फळांचा पिकासाठी खताची गरज आहे का?,D1
"माका शेतात पाण्याचे टपके कसे लावायचे आसा, खय माहिती गावता?",मला शेतात पाण्याचे टपके कसे लावावेत कुठे माहिती मिळते?,D1
"कोणत्या केल्या शेतात खताची कितकी गरज आसा, म्हाय त्या शेतात",कोणत्या केल्या शेतात खताची किती गरज आहे का ही ती शेतात नाही,D1
"तुका शेतात नैसर्गिक खत वापरल्यांची फायदे आसा, खय काय?",तुला शेतात नैसर्गिक खत वापरण्याचे फायदे आहेत का हे कुठे कुठे काय?,D1
"माका शेतात जैविक खताची गरज आसा, खय किती काळ",मला शेतात जैविक खताची गरज आहे कुठे किती काळ कुठे?,D1
"माका शेतात गोळाबरी पिकावर मुलगी खेतावर काम करती आसा, खय सामान मिळवायचा तर गावता?","मला शेतात गोळाबेरीच्या पिकावर चेडवा खेतावर काम करते, कुठे सामान मिळवावयाचे?",D1
"माका शेतात मावला खताची कितकी गरज आसा, खय कोणती कंपनी तयार करती?","मला शेतात खताची किती गरज आहे, कुठे कोणती कंपनी तयार करते?",D1
"तुका खताची बांधवा खता तयार करती आसा, खय खताच्या बाजारात किती दाम लागतात?","तुला खताची बांधवा काय खता तयार करते, कुठे खताच्या बाजारात किती दाम लागतात?",D1
"माका खताची किती गरज आसा, खय शेतात किती पैसे लागतात?","मला खताची किती गरज आहे, कुठे शेतात किती पैसे लागतात?",D1
"माका शेतात बांधवा कोणता पिका पिकायचा आसा, खय त्याला किती किंमती लागतात?","मला शेतात बांधवा कोणता पिका पिकायचा आहे, कुठे त्याला किती किंमती लागतात?",D1
"माका शेतात कोणती कंपनी खताची बांधवा तयार करती आसा, खय त्यांची खताची किंमत?","मला शेतात कोणती कंपनी खताची बांधवा तयार करते, कुठे त्यांची खताची किंमत?",D1
"माका शेतात गारवा खताची किती गरज आसा, खय कोणती खताची बांधवा किती किंमती आहेत?","मला शेतात गारवा खताची किती गरज आहे, कुठे कोणती खताची बांधवा किती किंमती आहेत?",D1
"खबार ना मी म्हाय शेतात खताची किती गरज आसा, खय कोणती कंपनी तयार करती?","माहिती नाही मला शेतात खताची किती गरज आहे, कुठे कोणती कंपनी तयार करते?",D1
"माका शेतात कोणती कंपनी खताची बांधवा तयार करती आसा, खय कोणती खताची बांधवा किती किंमती आहेत?","मला शेतात कोणती कंपनी खताची बांधवा तयार करते, कुठे कोणती खताची बांधवा किती किंमती आहेत?",D1
"माका खताची किती गरज आसा, खय कोणती खताची बांधवा किती किंमती लागतात?","मला खताची किती गरज आहे, कुठे कोणती खताची बांधवा किती किंमती लागतात?",D1
"माका शेतात काजूची बागा सुरू केली आसा, खय ती विकतांवी गावता?","मला शेतात काजूची बागा सुरू केली आहे, कुठे ती विकतांवी मिळते?",D1
"तुका खताची कितकी गरज आसा, खय खताचे शेतात कसे घालावे?","तुला खताची किती गरज आहे, खताचे शेतात कसे घालतात?",D1
"माका चेडवा शेतात धान्य पिकात घातली आसा, खय ती कसे सांभाळावी?","मला मुली शेतात धान्य पिकात घातली आहे, ती कसे सांभाळावी?",D1
"शेतात ऊसाची पिका कसे होती, खय ही पिका कशी होती?","शेतात ऊसाची पिका कसे होते, ही पिका कशी होती?",D1
"माका खताची कितकी गरज आसा, खय ऊसाचे शेतात कसे घालावे?","मला खताची किती गरज आहे, ऊसाचे शेतात कसे घालतात?",D1
"तुका शेतात भाजीची पिका कसे होती, खय ही पिका कशी होती?","तुला शेतात भाजीची पिका कसे होती, ही पिका कशी होती?",D1
"माका खरपताशा म्हाय आसा, खय शेतात किती पैसे खर्च होते?","मला खरपताशा नाही आहे, शेतात किती पैसे खर्च होते?",D1
"शेतात धान्याची पिका कसे होती, खय ही पिका कशी होती?","शेतात धान्याची पिका कसे होते, ही पिका कशी होती?",D1
"माका खताची कितकी गरज आसा, खय शेतात किती खत द्यावे?","मला खताची किती गरज आहे, शेतात किती खत द्यावे?",D1
"तुका शेतात भाजीची बागा कसे होती, खय ही बागा कशी होती?","तुला शेतात भाजीची बागा कसे होती, ही बागा कशी होती?",D1
"माका शेतात पिकांचे निरीक्षण केले आसा, खय कुठे पाला पाहिला?","मला शेतात पिकांचे निरीक्षण केले आहे, कुठे पाला पाहिला?",D1
"वरसून आलेल्या मौसमामुळे शेतात पिकांची फिरकी आसा, खय काय करावा?","वरून आलेल्या मौसमामुळे शेतात पिकांची फिरकी आहे, काय करावा?",D1
"चेडवा शेतात काय पिके पाल्यात आसा, खय कुठे माहिती गावता?","मुली शेतात काय पिके पाल्यात आहे, कुठे माहिती मिळते?",D1
"माका शेतात उंदीरांची समस्या आसा, खय कुठे नियंत्रण करण्याचे साधन मिळता?","मला शेतात उंदीरांची समस्या आहे, कुठे नियंत्रण करण्याचे साधन मिळते?",D1
"काळी शेतात पाण्याची कमी आसा, खय कुठे पाण्याची व्यवस्था करण्याचे मार्गदर्शक मिळता?","काळी शेतात पाण्याची कमी आहे, कुठे पाण्याची व्यवस्था करण्याचे मार्गदर्शक मिळते?",D1
"म्हाय शेतात बीडी पिकांची फिरकी आसा, खय कुठे रोग नियंत्रणाचे उपाय मिळता?","नाही शेतात बीडी पिकांची फिरकी आहे, कुठे रोग नियंत्रणाचे उपाय मिळते?",D1
"वरसून फिरून आलेल्या कीटकांची समस्या आसा, खय कुठे नियंत्रण करण्याचे मार्गदर्शक मिळता?","वरून फिरून आलेल्या कीटकांची समस्या आहे, कुठे नियंत्रण करण्याचे मार्गदर्शक मिळते?",D1
"माका शेतात धान्याची पाली आसा, खय कुठे पावसाच्या प्रकाराची माहिती गावता?","मला शेतात धान्याची पाली आहे, कुठे पावसाच्या प्रकाराची माहिती मिळते?",D1
"तुका शेतात काय पिके पाल्यात आसा, खय कुठे निरीक्षण करण्याचे साधन मिळता?","तुला शेतात काय पिके पाल्यात आहे, कुठे निरीक्षण करण्याचे साधन मिळते?",D1
"माका शेतात सिंचाई प्रक्रीया आसा, खय कुठे सिंचाईचे मार्गदर्शक मिळता?","मला शेतात सिंचाई प्रक्रीया आहे, कुठे सिंचाईचे मार्गदर्शक मिळते?",D1
"माका शेतात बटाट्याची पिके वरसून काढायची आसा, खय किती दिवसा","मला शेतात बटाट्याची पिके वरून काढायची आहेत, कुठे किती दिवस?",D1
"माका शेतात किती कोटी शेंगा तुका आल्या आसा, खय ते खय माहिती गावता?","मला शेतात किती कोटी शेंगा तुला आल्या आहेत, कुठे त्या कुठे माहिती मिळते?",D1
"चेडवा शेतात खताची किती मात्रा खय ना आसा, खय कुठे माहिती गावता?","मुली शेतात खताची किती मात्रा कुठे नाही आहे, कुठे माहिती मिळते?",D1
"माका शेतात किती प्रती पीकासाठी खताची गरज आसा, खय माहिती ना गावता?","मला शेतात किती प्रती पीकासाठी खताची गरज आहे, कुठे माहिती नाही मिळते?",D1
"माका शेतात किती प्रती शेतात कीड नियंत्रणासाठी गावता आसा, खय कुठे किती दिवसा?","मला शेतात किती प्रती शेतात कीड नियंत्रणासाठी गावता आहे, कुठे किती दिवस?",D1
"माका शेतात किती प्रती पीकासाठी पाण्याची गरज आसा, खय कुठे किती दिवसा?","मला शेतात किती प्रती पीकासाठी पाण्याची गरज आहे, कुठे किती दिवस?",D1
"चेडवा शेतात किती प्रती खताची गरज खय ना आसा, खय कुठे किती दिवसा?","मुली शेतात किती प्रती खताची गरज कुठे नाही आहे, कुठे किती दिवस?",D1
"माका शेतात किती प्रती शेतात कीड नियंत्रणासाठी गावती आसा, खय कुठे किती दिवसा?","मला शेतात किती प्रती शेतात कीड नियंत्रणासाठी गावती आहे, कुठे किती दिवस?",D1
"चेडवा शेतात किती प्रती पीकासाठी पाण्याची गरज खय ना आसा, खय कुठे किती दिवसा?","मुली शेतात किती प्रती पीकासाठी पाण्याची गरज कुठे नाही आहे, कुठे किती दिवस?",D1
"माका शेतात किती प्रती खताची गरज आसा, खय कुठे किती दिवसा?","मला शेतात किती प्रती खताची गरज आहे, कुठे किती दिवस?",D1
"कामती शेतात फळांच्या वाढीसाठी किती पाणी पुरवणी आसा, खय पाणी पुरवणी किती काम होती?","कामती शेतात फळांच्या वाढीसाठी किती पाणी पुरवणी आहे, कुठे पाण्याची पुरवठा किती काम होती?",D1
"माका खताची किती चांगली गुणवत्ता आसा, वरसून खताची चांगली गुणवत्ता कुठे मिळती?","मला खताची किती चांगली गुणवत्ता आहे, वरून खताची चांगली गुणवत्ता कुठे मिळते?",D1
"चेडवा शेतात पिकांना किती शारीरिक साहित्य आसा, खय शारीरिक साहित्य खय कुठे मिळती?","मुली शेतात पिकांना किती शारीरिक साहित्य आहे, कुठे शारीरिक साहित्य कुठे मिळते?",D1
"आंबा पिकावर कीड पडली आसा, खय कीड नाशकाची खय माहिती गावता?","आंब्याच्या पिकावर कीड पडली आहे, कुठे कीड नाशकाची माहिती मिळते?",D1
"माका फळांच्या पिकासाठी किती मोठा खतचा ट्रॅक्टर असणी आसा, वरसून किती मोठा ट्रॅक्टर सांभाळला जातो?","मला फळांच्या पिकासाठी किती मोठा खतचा ट्रॅक्टर असणार आहे, वरून किती मोठा ट्रॅक्टर सांभाळला जातो?",D1
"माका शेतात पिकांना किती उर्जा पुरवणी आसा, खय उर्जा पुरवणी किती काम होती?","मला शेतात पिकांना किती उर्जा पुरवणी आहे, कुठे उर्जा पुरवणी किती काम होती?",D1
"चेडवा मक्याच्या पिकासाठी किती पाणी पुरवणी आसा, खय पाणी पुरवणी कुठे मिळती?","मुली मक्याच्या पिकासाठी किती पाणी पुरवणी आहे, कुठे पाणी पुरवणी कुठे मिळते?",D1
"माका खताची किती चांगली प्रक्रिया आसा, खय खताची चांगली प्रक्रिया कुठे मिळती?","मला खताची किती चांगली प्रक्रिया आहे, कुठे खताची चांगली प्रक्रिया कुठे मिळते?",D1
"चेडवा शेतात पिकांना किती शेतकरी साहित्य आसा, खय शेतकरी साहित्य किती खय मिळती?","मुली शेतात पिकांना किती शेतकरी साहित्य आहे, कुठे शेतकरी साहित्य किती मिळते?",D1
"आंबा पिकासाठी किती फळांची पातळी आसा, खय फळांची पातळी किती काम होती?","आंब्याच्या पिकासाठी किती फळांची पातळी आहे, कुठे फळांची पातळी किती काम होती?",D1
"माका शेतात बाजरी पिकावर कीटनाशक पाडली आसा, खय माहिती गावता?","मला शेतात बाजरीच्या पिकावर कीटनाशक केला आहे, कुठे माहिती मिळते?",D1
"म्हाय कोळी ने पिकाला खत दिला आसा, खय कोळीची खाती गावता?","नाही कोळी ने पिकाला खत दिला आहे, कुठे कोळीची खाती मिळते?",D1
"किसान संस्था माझे खताची बुकिंग केली आसा, खय खताची कितकी किंमत गावता?","किसान संस्थेने मला खताची बुकिंग केली आहे, कुठे खताची किंमत माहिती मिळते?",D1
"माका शेतात सोयाबीन पिकावर कीट पाडली आसा, खय कीटनाशकाची किंमत गावता?","मला शेतात सोयाबीनच्या पिकावर कीट केला आहे, कुठे कीटनाशकाची किंमत मिळते?",D1
"वरसून तो शेतकऱ्याला बाजरी पिकाची शिकवण देऊन गेला आसा, खय त्याची खाती गावता?","तुला शेतकऱ्याला बाजरी पिकाची शिकवण देणारा गेला आहे, कुठे त्याची खाती मिळते?",D1
"म्हाय त्याने सोयाबीन पिकाला खत दिला आसा, खय त्याच्या खाती गावता?","नाही त्याने सोयाबीन पिकाला खत दिला आहे, कुठे त्याची खाती मिळते?",D1
"किसान क्रेडिट कार्डद्वारे शेतात बाजरी पिकावर कामाला व्याजाची फी दिली आसा, खय व्याजाची किंमत गावता?","किसान क्रेडिट कार्डद्वारे शेतात बाजरीच्या पिकावर कामाला व्याजाची फी दिली आहे, कुठे व्याजाची किंमत माहिती मिळते?",D1
"माका शेतात कांदा पिकावर कीड पाडली आसा, खय कांद्याची किंमत गावता?","मला शेतात कांद्याच्या पिकावर कीड केला आहे, कुठे कांद्याची किंमत माहिती मिळते?",D1
"वरसून ती शेतसेवकाने बाजरी पिकाची शिकवण दिली आसा, खय तिची खाती गावता?","तुला शेतसेवकाने बाजरी पिकाची शिकवण दिली आहे, कुठे तिची खाती मिळते?",D1
"म्हाय शेतकऱ्याने किसान क्रेडिट कार्डद्वारे पिकाला खत दिला आसा, खय त्याची खाती गावता?","नाही शेतकऱ्याने किसान क्रेडिट कार्डद्वारे पिकाला खत दिला आहे, कुठे त्याची खाती मिळते?",D1
"माका जिर्याच्या पिकाला किती कापणी आसा, खय या कामासाठी कोण काम करता?","मला जिर्याच्या पिकाला किती कापणी आहे, कुठे या कामासाठी कोण काम करतो?",D1
