dialect_text,standard_text,dialect
"माका शेतात बागायतीच्या पिकावर किती पाण्याची गरज आसा, खय गावता?","मला शेतात बागायतीच्या पिकावर किती पाण्याची गरज आहे, कुठे माहिती मिळते?",D1
"माका शेतात कापूस पिकावर किती उर्जेची गरज आसा, खय त्यामुळे शेती गावता?","मला शेतात कापूसच्या पिकावर किती उर्जेची गरज आहे, कुठे त्यामुळे शेतीची माहिती मिळते?",D1
"माका शेतात पिकांमध्ये कोणत्या रोगांची सोय आसा, खय तिचे नियंत्रण गावता?","मला शेतात पिकांमध्ये कोणत्या रोगांची सोय आहे, कुठे तिचे नियंत्रण मिळते?",D1
"माका शेतात मासेमारी पिकावर किती पाण्याची गरज आसा, खय गावता?","मला शेतात मासेमारीच्या पिकावर किती पाण्याची गरज आहे, कुठे माहिती मिळते?",D1
"माका शेतात बागायतीच्या पिकावर किती उर्जेची गरज आसा, खय त्यामुळे शेती गावता?","मला शेतात बागायतीच्या पिकावर किती उर्जेची गरज आहे, कुठे त्यामुळे शेतीची माहिती मिळते?",D1
"माका शेतात सोयाबीन पिकावर कोणती कीड पडली आसा, खय तिचे नियंत्रण गावता?","मला शेतात सोयाबीनच्या पिकावर कोणती कीड पडली आहे, कुठे तिचे नियंत्रण मिळते?",D1
"माका गवताच्या पिकामध्ये किती पाण्याची गरज आसा, खय गावता?","मला गवताच्या पिकामध्ये किती पाण्याची गरज आहे, कुठे माहिती मिळते?",D1
"माका शेतात धान्याच्या पिकाच्या वाढीची किती दिवस आसा, खय गावता?","मला शेतात धान्याच्या पिकाच्या वाढीची किती दिवस आहे, कुठे त्यामुळे शेतीची माहिती मिळते?",D1
"माका शेतात नारळ पिका म्हाय चेडवा आसा, खय नारळाचे पिक वाढवण्यासाठी कितकी काळ लागतो?","मला शेतात नारळाचे पिक आहे, नाही कुठे? नारळाचे पिक वाढवण्यासाठी किती काळ लागतो?",D1
"तुका शेतात माहागणू पिकावर किंमत आसा, खय माहागणू पिकावर कितका किलो प्रति रुपया होतो?","तुला शेतात माहागणू पिक आहे, कुठे? माहागणू पिकावर कितका किलो प्रति रुपया होतो?",D1
"कांबळ्याच्या बागेसाठी खताची कितकी गरज आसा, खय खत मिळवण्यासाठी कितका वेळ लागतो?","कांबळ्याच्या बागेसाठी खताची किती गरज आहे, कुठे? खत मिळवण्यासाठी कितका वेळ लागतो?",D1
"माका शेतात काजू पिका म्हाय आसा, खय काजू पिक करण्यासाठी कितके खर्च होतो?","मला शेतात काजू पिक आहे, आहे? काजू पिक करण्यासाठी कितके खर्च होतो?",D1
"काजूच्या बागेसाठी फळी आसा, खय फळी कितकी किंमती आहेत?","काजूच्या बागेसाठी फळी आहेत, कुठे? फळी कितकी किंमती आहेत?",D1
"माका शेतात मेवाची पिक म्हाय आसा, खय मेवाची पिक वाढवण्यासाठी कितकी काळ लागतो?","मला शेतात मेवाची पिक आहे, नाही? मेवाची पिक वाढवण्यासाठी किती काळ लागतो?",D1
"तुका शेतात केळी पिकावर किंमत आसा, खय केळी पिकावर कितका किलो प्रति रुपया होतो?","तुला शेतात केळीचे पिक आहे, कुठे? केळी पिकावर कितका किलो प्रति रुपया होतो?",D1
"माका शेतात जिरू पिका म्हाय आसा, खय जिरू पिक करण्यासाठी कितके खर्च होतो?","मला शेतात जिरू पिक आहे, आहे? जिरू पिक करण्यासाठी कितके खर्च होतो?",D1
"काजूच्या बागेसाठी वीजीची गरज आसा, खय वीजीची किती किंमती आहेत?","काजूच्या बागेसाठी वीजीची गरज आहे, कुठे? वीजीची किती किंमती आहेत?",D1
"माका शेतात हळद पिका म्हाय आसा, खय हळद पिक वाढवण्यासाठी कितकी काळ लागतो?","मला शेतात हळदचे पिक आहे, नाही? हळद पिक वाढवण्यासाठी किती काळ लागतो?",D1
"माका शेतात मका पिकावर कीड पडली आसा, खय माहिती गावता?","मला शेतात मक्याच्या पिकावर कीड पडली आहे, कुठे माहिती मिळते?",D1
"काही शेतकरी काळ्या शेतात किती पैसे फुकटात आसा, तुका पैसे ना?","काही शेतकरी काळ्या शेतात किती पैसे फुकटात आहेत, तुला पैसे नाही?",D1
"माका पिकवल्या हिरव्या पालव्यांचे किती फायदे आसा, वरसून कोणत्या पालव्या पिकवाव्या?","मला पिकवल्या हिरव्या पालव्यांचे किती फायदे आहेत, वरून कोणत्या पालव्या पिकवाव्या?",D1
"शेतात वाळवंटी फ्रेश शेतात काय देणे आसा, खय काही सांगता?","शेतात वाळवंटी फ्रेश शेतात काय देणे आहे, कुठे काही सांगता?",D1
"माका शेतात पाळीव प्राण्यांचे काय उपचार आसा, तुका काही सांगता?","मला शेतात पाळीव प्राण्यांचे काय उपचार आहेत, तुला काही सांगता?",D1
"काही शेतकरी त्यांच्या शेतात किती पाणी वापरतात आसा, खय काय सांगता?","काही शेतकरी त्यांच्या शेतात किती पाणी वापरतात आहेत, कुठे काय सांगता?",D1
"माका जिर्या पिकवल्या वेळी किती जास्त काळ आसा, वरसून किती लांब काळ पिकवावा?","मला जिर्या पिकवल्या वेळी किती जास्त काळ आहे, वरून किती लांब काळ पिकवावा?",D1
"काही शेतकरी पिकवल्या बागेत काय रासायनिक खत आसा, तुका काय सांगता?","काही शेतकरी पिकवल्या बागेत काय रासायनिक खत आहेत, तुला काय सांगता?",D1
"माका शेतात पिकवल्या फळांची किती माहिती आसा, खय काय सांगता?","मला शेतात पिकवल्या फळांची किती माहिती आहे, कुठे काय सांगता?",D1
"काही शेतकरी पिकवल्या शेतात किती पैसे कमवतात आसा, तुका पैसे ना?","काही शेतकरी पिकवल्या शेतात किती पैसे कमवतात आहेत, तुला पैसे नाही?",D1
"माका पिकवण्यासाठी मिळकतीची कितकी गरज आसा, खय बँकेत जावता?","मला पिकवण्यासाठी मिळकतीची किती गरज आहे, कुठे बँकेत जावे?",D1
"वरसून येतांना तुका कोणत्या शेतात काम करता आसा, खय दाखवा?","वरून येतांना तुला कोणत्या शेतात काम करतो आहे, कुठे दाखवा?",D1
"म्हाय खताचा फारसा उधार मिळत ना, खय काय केलं?","नाही खताचा फारसा उधार मिळत नाही, कुठे काय केलं?",D1
"माका कोणत्या पिकाचे शासकीय मंडी वरसून येते आसा, खय माहिती गावता?","मला कोणत्या पिकाचे शासकीय मंडी वरून येते आहे, कुठे माहिती मिळते?",D1
"तुका बागेत कोणत्या फळांची काही मोठी पिक पडली आसा, खय काय केलं?","तुला बागेत कोणत्या फळांची काही मोठी पिक पडली आहे, कुठे काय केलं?",D1
"खबर ना कोणत्या शेतात चेडवा काम करते आसा, खय शेतकऱ्यांच्या कायचे?","माहिती नाही कोणत्या शेतात मुली काम करते आहे, कुठे शेतकऱ्यांच्या कायचे?",D1
"म्हाय मोठा पिक पिकला तर काय केलं, खय नेमकं काय होईल?","नाही मोठा पिक पिकला तर काय केलं, कुठे नेमकं काय होईल?",D1
"वरसून येतांना माका कोणत्या शेतात काम करता आसा, खय त्याची काय गोष्टी?","वरून येतांना मला कोणत्या शेतात काम करतो आहे, कुठे त्याची काय गोष्टी?",D1
"खबर ना शेतात कोणत्या उधारासाठी पैसे द्यावे आसा, खय फारसा मिळत ना?","माहिती नाही शेतात कोणत्या उधारासाठी पैसे द्यावे आहे, कुठे फारसा मिळत नाही?",D1
"माका कोणत्या पिकाची मोठी पिक पिकली आसा, खय तिचा काय वापर होईल?","मला कोणत्या पिकाची मोठी पिक पिकली आहे, कुठे तिचा काय वापर होईल?",D1
"माका शेतात गायांच्या माली आंबा पिकावर कीड पडली आसा, खय हातभारा लावता?","मला शेतात गायांच्या मालीच्या आंब्याच्या पिकावर कीड पडली आहे, कुठे हातभारा लावता?",D1
"तुका बागात पानाचे प्रकार आसा, खय जास्त लागेलचो?","तुला बागेत पानाचे प्रकार आहेत, कुठे जास्त लागतील?",D1
"माका शेतात उगवण्यासाठी खताची कितकी गरज आसा, खय माहिती गावता?","मला शेतात उगवण्यासाठी खताची किती गरज आहे, कुठे माहिती मिळते?",D1
"माका कृषी उत्पन्न बाजार समितीच्या बाजारात माझ्या शेतातील पिकाची किमती आसा, खय माहिती गावता?","मला कृषी उत्पन्न बाजार समितीच्या बाजारात माझ्या शेतातील पिकाची किमती आहे, कुठे माहिती मिळते?",D1
"हिवाळ्यात शेतात सिंचनासाठी कितकी पाणी पुरविले जाते, आसा, खय माहिती गावता?","हिवाळ्यात शेतात सिंचनासाठी किती पाणी पुरविले जाते, कुठे माहिती मिळते?",D1
"काजूच्या बागेसाठी खताची कितकी गरज आसा, खय माहिती ना?","काजूच्या बागेसाठी खताची किती गरज आहे, माहिती नाही?",D1
"माका शेतात कोणत्या पिकांचे उत्पादन आसा, खय जास्त लागेलचो?","मला शेतात कोणत्या पिकांचे उत्पादन आहे, कुठे जास्त लागतील?",D1
"शेतात गुलाबाची लागवड आसा, खय किती फायदा होय?","शेतात गुलाबाची लागवड आहे, कुठे किती फायदा होतो?",D1
"माका शेतात कोणत्या प्रकारच्या भूजल पुरवठयासाठी आसा, खय माहिती गावता?","मला शेतात कोणत्या प्रकारच्या भूजल पुरवठयासाठी आहे, कुठे माहिती मिळते?",D1
"तुका शेतात कोणत्या प्रकारचे कीटनाशक वापरता, खय जास्त नुकसान होय?","तुला शेतात कोणत्या प्रकारचे कीटनाशक वापरतात, कुठे जास्त नुकसान होते?",D1
"माका गवतात काळा उरका आसा, खय खत देता?","मला गवतात काळा उरका आहे, कुठे खत मिळते?",D1
"आसा शेतात फिरतोय वरसून फेब्रुवारी तुका, खय पिकवला गेला आहे?","आहे शेतात फिरतोवरून फेब्रुवारी तुला, कुठे पिकवला गेला आहे?",D1
"कोळंबात खताची कितकी उरका आसा, खय माहिती गावता?","कोळंबात खताची किती उरका आहे, कुठे माहिती मिळते?",D1
माका म्हाय खत देता वरसून कोणता पिकवला गेला?,मला नाही खत देता वरून कोणता पिकवला गेला?,D1
"आम्ही तुम्ही खताची उरका खाल्ली आसा, खय बाजारात किती उरका मिळता?","आम्ही तुम्ही खताची उरका खालली आहे, कुठे बाजारात किती उरका मिळतो?",D1
"माका कोळंबेत कोणता पिकवायचा आसा, खय येऊ दे माहिती?",मला कोळंबेत कोणता पिकवायचा आहे कुठे येऊ दे माहिती?,D1
"आसा शेतात गवताची काळी उरका आसा, खय बाजारात किती उरका मिळता?","आहे शेतात गवताची काळी उरका आहे, कुठे बाजारात किती उरका मिळतो?",D1
"माका खताची काय उरका आसा, खय माहिती गावता?","मला खताची काय उरका आहे, कुठे माहिती मिळते?",D1
कोळंबात फिरतोय वरसून माहिती ना खय पिकवला गेला?,कोळंबात फिरतोवरून माहिती नाही कुठे पिकवला गेला?,D1
"आसा शेतात गवताची उरका खाल्ली आसा, खय बाजारात किती उरका मिळता?","आहे शेतात गवताची उरका खालली आहे, कुठे बाजारात किती उरका मिळतो?",D1
"माका चेडवा शेतात पाण्याची सोय आसा, गावच्या पाणी पुरवठ्यावर खय तुका?","मुली शेतात पाण्याची सोय आहे, गावाच्या पाणी पुरवठ्यावर कुठे तुला?",D1
माका शेतात काही फळांचे पिके वाढवण्यासाठी खताची कितकी गरज आसा?,मला शेतात काही फळांचे पिके वाढवण्यासाठी खताची किती गरज आहे?,D1
"माका खताच्या दुकानावर खय माहिती गावता, काही मित्रांसाठी खरेदी करावी आसा?","मला खताच्या दुकानावर कुठे माहिती मिळते, काही मित्रांसाठी खरेदी करावी आहे?",D1
"वरसून जाताना शेतात काही धान्यांचे पिके वाढले आसा, त्या पिकांची माहिती गावता?","वरून जाताना शेतात काही धान्यांचे पिके आहेत, त्या पिकांची माहिती कुठे मिळते?",D1
"माका शेतात काही कीडांचा सामना करावा आसा, कुठे औषध मिळेल?","मला शेतात काही कीडांचा सामना करावा आहे, कुठे औषध मिळते?",D1
"माका गावातील शेतकरी खय तुका, काही फळांचे पिके वाढवण्यासाठी खताची गरज कसी आसा?","मला गावातील शेतकरी कुठे तुला, काही फळांचे पिके वाढवण्यासाठी खताची गरज कशी आहे?",D1
"माका पिकांची लागवड करण्यापूर्वी खय माहिती गावता, काही शेतकरी पिकांची लागवड करतात आहे?","मला पिकांची लागवड करण्यापूर्वी कुठे माहिती मिळते, काही शेतकरी पिकांची लागवड करतात आहे?",D1
"माका काही कार्यकर्त्यांसाठी शेतात कामे करावी आसा, खय तुका आणि मिळवावी आसा?","मला काही कार्यकर्त्यांसाठी शेतात कामे करावी आहे, कुठे तुला आणि मिळवावी आहे?",D1
"माका शेतात काही पिकांची काळजी घ्यावी आसा, खय माहिती गावता, काही फळांचे पिके वाढले आसा?","मला शेतात काही पिकांची काळजी घ्यावी आहे, कुठे माहिती मिळते, काही फळांचे पिके आहेत?",D1
"माका शेतात काही धान्यांचे पिके वाढवण्यासाठी खताची कितकी गरज आसा, त्या पिकांची माहिती गावता?","मला शेतात काही धान्यांचे पिके वाढवण्यासाठी खताची किती गरज आहे, त्या पिकांची माहिती कुठे मिळते?",D1
"माका शेतात काही कार्यकर्त्यांसाठी शेतात कामे करावी आसा, खय तुका आणि मिळवावी आसा, काही पिकांची काळजी घ्यावी आसा?","मला शेतात काही कार्यकर्त्यांसाठी शेतात कामे करावी आहे, कुठे तुला आणि मिळवावी आहे, काही पिकांची काळजी घ्यावी आहे?",D1
"माका शेतात सोयाबीन पिकवण्यासाठी उर्जेदायी खताची गरज आसा, खय कोणत्या दुकाना?","मला शेतात सोयाबीन पिकवण्यासाठी उर्जेदायी खताची गरज आहे, कुठे कोणत्या दुकाना?",D1
"आमच्या बागेत सावली येण्याची खबर ना, खय कोणत्या वेळेसाठी सिंचन प्रक्रिया केली जाते?","आमच्या बागेत सावली येण्याची माहिती नाही, कुठे कोणत्या वेळेसाठी सिंचन प्रक्रिया केली जाते?",D1
तुका आम्हाला फक्त खताचे पुरवठा द्यावयास म्हणजे काय आसा?,"तुला आम्हाला फक्त खताचे पुरवठा द्यावयाचे आहे, काय आहे?",D1
"माका शेतात फळांची पीक कसे वाढवायचे, खय कोणत्या पद्धतीने काढावे?","मला शेतात फळांची पीक कसे वाढवायचे, कुठे कोणत्या पद्धतीने काढावे?",D1
"आमच्या शेतात खताची खूप गरज आसा, खय कोणत्या दुकानातून मिळवावी?","आमच्या शेतात खताची खूप गरज आहे, कुठे कोणत्या दुकानातून मिळवावी?",D1
"तुका पिकवण्यासाठी शेतात किती पाणी पुरवावे लागेल आसा, खय कोणत्या वेळेसाठी?","तुला पिकवण्यासाठी शेतात किती पाणी पुरवावे लागेल आहे, कुठे कोणत्या वेळेसाठी?",D1
"माका शेतात किती कीड काढायचे, खय कोणत्या औषधाचा वापर केला जातो?","मला शेतात किती कीड काढायचे, कुठे कोणत्या औषधाचा वापर केला जातो?",D1
"कोणत्या शेतकऱ्यांनी आपल्या बागेत सावली येण्याची खबर ना, खय कोणत्या वेळेसाठी सिंचन केले?","कोणत्या शेतकऱ्यांनी आपल्या बागेत सावली येण्याची माहिती नाही, कुठे कोणत्या वेळेसाठी सिंचन केले?",D1
"माका शेतात काळ्या मातीची मात्री कसे वाढवायचे, खय कोणत्या पद्धतीने?","मला शेतात काळ्या मातीची मात्री कसे वाढवायचे, कुठे कोणत्या पद्धतीने?",D1
"आमच्या बागेत फक्त खताचे पुरवठा चेडव्या दिले जातात, खय काय म्हणजे क्रेडिट कार्ड?","आमच्या बागेत फक्त खताचे पुरवठा मुलींना दिले जातात, कुठे काय म्हणजे क्रेडिट कार्ड?",D1
"माका शेतात फळांचे पिके वरसून कसे सांभाळले जाते, खय फळांचे पिकांसाठी कोणती कीट नाशका योग्य आहेत?","मला शेतात फळांचे पिके वरून कसे सांभाळले जाते, कुठे फळांचे पिकांसाठी कोणती कीट नाशका योग्य आहेत?",D1
"चेडवा शेतात धान्याचे पिके खय आणि काय योग्य असतो, खय माहिती ना?","मुली शेतात धान्याचे पिके कुठे आणि काय योग्य असते, माहिती नाही?",D1
"माका खताच्या गोळ्यांची गरज आसा, खय खताचे प्रकार काय ची गरज असते?","मला खताच्या गोळ्यांची गरज आहे, कुठे खताचे प्रकार काय ची गरज असते?",D1
"तुका शेतात पिके काय प्रकारची येतात, खय कुठे माहिती गावता?","तुला शेतात पिके काय प्रकारची येतात, कुठे माहिती मिळते?",D1
"माका शेतात वर्षभर काय काम चावता, खय काय साहित्य गरजे?","मला शेतात वर्षभर काय काम चावते, कुठे काय साहित्य गरजे?",D1
"चेडवा शेतात पिके खय आणि काय प्रकारची असतात, खय काय काम चावता?","मुली शेतात पिके कुठे आणि काय प्रकारची असतात, कुठे काय काम चावते?",D1
"माका शेतात पिकांच्या पाण्याची वाटप यंत्रणा आसा, खय किती पैसे खर्च असतात?","मला शेतात पिकांच्या पाण्याची वाटप यंत्रणा आहे, कुठे किती पैसे खर्च असतात?",D1
"तुका शेतात पिकांचे नमुने खय आणि काय चे नमुने येतात, खय काय काम चावता?","तुला शेतात पिकांचे नमुने कुठे आणि काय चे नमुने येतात, कुठे काय काम चावते?",D1
"माका शेतात बीजाची गरज आसा, खय बीजाचे प्रकार काय ची गरज असते, खय काय पैसे खर्च असतात?","मला शेतात बीजाची गरज आहे, कुठे बीजाचे प्रकार काय ची गरज असते, कुठे किती पैसे खर्च असतात?",D1
"चेडवा शेतात पिकांचे वाढण्याच्या माहिती खय आणि काय ची माहिती येते, खय काय काम चावता?","मुली शेतात पिकांचे वाढण्याच्या माहिती कुठे आणि काय ची माहिती येते, कुठे काय काम चावते?",D1
"माका शेतात खत देण्याची प्रक्रिया आसा, खय खत शेतात देण्याचे तरीके काय?","मला शेतात खत देण्याची प्रक्रिया आहे, कुठे खत शेतात देण्याचे तरीके मिळतात?",D1
"म्हाय, गावातील पाण्याची व्यवस्था आसा, खय पाणी पुरवठा कसा होतो?","नाही, गावातील पाण्याची व्यवस्था आहे, कुठे पाणी पुरवठा कसा होतो?",D1
कृमीचा लाघवा खय दिसत ना?,कृमीचा लाघवा कुठे दिसत नाही?,D1
"तुका शेतात पाणी देण्याची गरज आसा, खय पाणी देण्याची वेळ काय?","तुला शेतात पाणी देण्याची गरज आहे, कुठे पाणी देण्याची वेळ काय?",D1
"आसा शेतात निर्जलीकरण आसा, खय हे कसे व्यवस्थित होते?","आहे शेतात निर्जलीकरण आहे, कुठे हे कसे व्यवस्थित होते?",D1
"माका खताचे प्रकार आसा, खय खताची गरज काय?","मला खताचे प्रकार आहेत, कुठे खताची गरज काय?",D1
"चेडवा शेतात पिकवण्यासाठी काय गरज आसा, खय शेतात काय पिकवावे?","मुली शेतात पिकवण्यासाठी काय गरज आहे, कुठे शेतात काय पिकवावे?",D1
"वरसून शेतात कीड पडली आसा, खय औषध काय द्यावे?","वरून शेतात कीड पडली आहे, कुठे औषध काय द्यावे?",D1
खय कोणते कीटनाशक औषध शेतात वापरतात?,कुठे कोणते कीटनाशक औषध शेतात वापरतात?,D1
"माका शेतात निर्जलीकरणाचा धोका आसा, खय हे कसे पाळावे?","मला शेतात निर्जलीकरणाचा धोका आहे, कुठे हे कसे पाळावे?",D1
"माका दालदाण्याच्या बागेत कोणत्या प्रकारचे खत पुरवणी आसा, खय?",मला दालदाण्याच्या बागेत कोणत्या प्रकारचे खत पुरवणी कुठे?,D1
"तुका शेतात वाळवंटी काळात कोणत्या प्रकारच्या पानपसू काढणी केल्या आसा, वरसून?",तुला शेतात वाळवंटी काळात कोणत्या प्रकारच्या पानपसू काढणी कुठून वरून?,D1
"म्हाय चारगी म्हैसाला कोणत्या प्रकारचे अन्न दिले पाहिजे, खय?","नाही चारगी म्हैसाला कोणत्या प्रकारचे अन्न दिले पाहिजे, कुठे?",D1
"आसा खताची गोडी काढण्यासाठी कोणत्या प्रकारचे पाणी पुरवणी गरज आसा, खय?",आहे खताची गोडी काढण्यासाठी कोणत्या प्रकारचे पाणी पुरवणी कुठे?,D1
"माका फळांची गाळणी कोणत्या प्रकारे केली जाते आसा, खय?","मला फळांची गाळणी कोणत्या प्रकारे केली जाते, कुठे?",D1
"चेडवा हिरव्या शेंग्याची बागा कोणत्या प्रकारे काढणी केली पाहिजे, खय?",मुली हिरव्या शेंग्याची बागा कोणत्या प्रकारे काढणी कुठे?,D1
"माका रोपांची वाढवणी करण्यासाठी कोणत्या प्रकारचे खत पुरवणी गरज आसा, खय?",मला रोपांची वाढवणी करण्यासाठी कोणत्या प्रकारचे खत पुरवणी कुठे?,D1
"तुका शेतात कोणत्या प्रकारच्या गोळाच्या प्रक्रिया केल्या आसा, वरसून?",तुला शेतात कोणत्या प्रकारच्या गोळाच्या प्रक्रिया कुठून वरून?,D1
"म्हाय कांद्याच्या बागेत कोणत्या प्रकारचे खत पुरवणी केली पाहिजे, खय?",नाही कांद्याच्या बागेत कोणत्या प्रकारचे खत पुरवणी कुठे?,D1
"आसा पिकवणी कोणत्या प्रकारे केली जाते आसा, खय?","आहे पिकवणी कोणत्या प्रकारे केली, कुठे?",D1
वरसून जिर्याच्या पिकाला निर्जलीकरण झाल्यास काय केले असते म्हाय?,वरून जिर्याच्या पिकाला निर्जलीकरण झाल्यास काय केले असते नाही?,D1
"माका शेतात विविध पिके कसे उगवतात ते माहिती नाही, खय कोणकोणी काम करतात?","मला शेतात विविध पिके कसे उगवतात ते माहिती नाही, कुठे कोणकोणी काम करतात?",D1
"कामती शेतात कोणत्या प्रकारची खत लावतात ते माहिती नाही, खय वापरला जातो का?","कामती शेतात कोणत्या प्रकारची खत लावतात ते माहिती नाही, कुठे वापरला जातो का?",D1
"जिर्याच्या बागेत सिंचाई कसे करतात त्याची खबर ना, खय दाणा निघतो का?","जिर्याच्या बागेत सिंचाई कसे करतात त्याची माहिती नाही, कुठे दाणा निघतो का?",D1
"माका शेतात कोणत्या कामांना विशेष पूर्वाकारा देतात ते माहिती नाही, खय कोणते काम करतात?","मला शेतात कोणत्या कामांना विशेष पूर्वाकारा देतात ते माहिती नाही, कुठे कोणते काम करतात?",D1
"चेडवा शेतात कोणत्या पिकांची बागा करतात ते तुका, खय कोणत्या पिकांच्या बागेत जातात?","मुली शेतात कोणत्या पिकांची बागा करतात त्या तुला, कुठे कोणत्या पिकांच्या बागेत जातात?",D1
"माका शेतात कोणत्या पिकांची बागा करतात ते माहिती ना, खय कोणत्या पिकांचा फायदा होतो?","मला शेतात कोणत्या पिकांची बागा करतात ते माहिती नाही, कुठे कोणत्या पिकांचा फायदा होतो?",D1
"वरसून शेतात कोणत्या पिकांना कोणत्या खतांना चांगले पडतात ते तुका, खय कोणत्या पिकांना कोणत्या खतांना चांगले पडतात?","वरून शेतात कोणत्या पिकांना कोणत्या खतांना चांगले पडतात त्या तुला, कुठे कोणत्या पिकांना कोणत्या खतांना चांगले पडतात?",D1
"चेडवा शेतात कोणत्या पिकांची लागवड करतात ते माका, खय कोणत्या पिकांची बागा करतात?","मुली शेतात कोणत्या पिकांची लागवड करतात ते मला, कुठे कोणत्या पिकांची बागा करतात?",D1
"माका शेतात कोणत्या पिकांची बागा करतात ते माहिती ना, खय कोणत्या पिकांना कोणत्या खतांना चांगले पडतात?","मला शेतात कोणत्या पिकांची बागा करतात ते माहिती नाही, कुठे कोणत्या पिकांना कोणत्या खतांना चांगले पडतात?",D1
"माका कोपरा शेतात पावसाची कमी आसा, खय राहता खत वापरावी?","मला कोपरा शेतात पावसाची कमी आहे, कुठे राहता खत वापरावी?",D1
कुठे सोयाबीन पिकासाठी पिकवनारा खत नसता?,कुठे सोयाबीन पिकासाठी पिकवनारा खत नाही?,D1
"माका वरसून सोयाबीन पिकविण्याची वेगळी परिपूर्णी आसा, खय?","मला वरून सोयाबीन पिकविण्याची वेगळी परिपूर्णी आहे, कुठे?",D1
माका बागेत कोपरा पीकासाठी किती पाणी पुरवले आसा?,मला बागेत कोपरा पीकासाठी किती पाणी पुरवले आहे?,D1
कुठे पिकवण्यासाठी उष्णकटिबंधीय पीक नसता?,कुठे पिकवण्यासाठी उष्णकटिबंधीय पीक नाही?,D1
चेडवा बागेत कोपरा पीक घ्यायची कामी नाही?,मुली बागेत कोपरा पीक घ्यायची कामी नाही?,D1
माका बागेत पिकवण्यापूर्वी किती खत नित्य वापरावी आसा?,मला बागेत पिकवण्यापूर्वी किती खत नित्य वापरावी आहे?,D1
कुठे सोयाबीन पिकासाठी खताची किती गरज नसता?,कुठे सोयाबीन पिकासाठी खताची किती गरज नाही?,D1
"माका सोयाबीन पिकासाठी पिकवण्याच्या कालावधी आसा, खय?","मला सोयाबीन पिकासाठी पिकवण्याच्या कालावधी आहे, कुठे?",D1
"माका बागेत पिकवण्यापूर्वी माहिती नाही आसा, खय?","मला बागेत पिकवण्यापूर्वी माहिती नाही आहे, कुठे?",D1
