dialect_text,standard_text,dialect
गनज शेतकऱ्यांनी फळांना सुरक्षित ठेवण्यासाठी बागायती पिकाले पाणी देवाले शेतस,पुष्कळ शेतकऱ्यांनी फळांना सुरक्षित ठेवण्यासाठी बागायती पिकाला पाणी द्यायचे आहे का?,D2
गनज लोकांना EMI चा केवळ एक लाभ मिळतो,का EMI चा केवळ एक फायदा मिळतो?,D2
मनाले कोपरा खातल्या रेटवर माझा EMI शेतस व्हयी?,मला खातीच्या रेटवर माझा EMI किती असतो?,D2
गनज लोकांना बँकिंग सेवांचा फायदा मिळवण्यासाठी योग्य बँका कोणी,गनज लोकांना बँकिंग सेवांचा फायदा मिळवण्यासाठी योग्य बँका कोणी?,D2
गनज लोकांना केवळ UPI च्या मार्गदातून केवळ शेतस,जगभरातील अनेक लोकांना फक्त UPI च्या मार्गदातून केवळ शेतस असते?,D2
गनज शेतकऱ्यांना कृषी कर्ज देण्यासाठी बँका शेतस?,जगभरात अनेक शेतकऱ्यांना कृषी कर्ज देण्यासाठी बँका का असतात?,D2
मनाले या महिन्यात वीजेचा बिला भरणं शेतस?,मला ह्या महिन्यात वीजेचा बिला भरायचा असतो का?,D2
गनज लोकांनी खास केलेल्या कार्डाचा शेतस आहे,अनेक लोकांनी खाते केलेल्या कार्डाचा शेतस आहे?,D2
मनाले क्रेडिट कार्डच्या भारी ब्याज दरामुळे पैशांचा खास खाली जातो.,मनाले क्रेडिट कार्डच्या भारी ब्याज दरामुळे पैशांचा खाते खाली जात आहे.,D2
शेतस या UPI सेवेमधून पैसे काढण्यासाठी संकेतस्थळावर जावे लागन.,या UPI सेवेमधून पैसे काढण्यासाठी मला संकेतस्थळावर जावे लागते.,D2
गावात गनज लोकांना केवळ दोन महिन्यात शेतस बँकेत खात उघडण्याची संधी मिळायची.,गावात अनेक लोकांना केवळ दोन महिन्यात शेतस बँकेत खात उघडण्याची संधी मिळायची का?,D2
गनज लोक शेतस क्रेडिट कार्डचा फायदा घेतात.,किती लोक शेतातील क्रेडिट कार्डचा फायदा घेतात?,D2
क्रेडिट कार्डना KYC पूर्ण करणारे लोक गनज आहेत. तुनाले केवळ बँकिंगपासून कसं संबंधित नाही.,"क्रेडिट कार्ड मागणार्‍यांनी KYC पूर्ण करणारे लोक अनेक आहेत. तुला केवळ बँकिंगपासून कसं संबंधित नाही, हे विचारायचं नाही.",D2
गनज लोक BSNL या मोबाईल ऑपरेटरचा सेवा खास करणार?,अनेक लोक BSNL या मोबाईल ऑपरेटरच्या सेवांचा वापर करत आहेत का?,D2
दुन्याभरमा गनज लोकेस्ना प्रीपेड बायोमेट्रिक कार्ड शेतस.,जगभरात अनेक लोकांचे प्रीपेड बायोमेट्रिक कार्ड असतात का?,D2
ग्रामपंचायतीच्या अधिकाऱ्याकडे शिक्षित लोकांच्या संख्येचा तपशील काढुक शेतस.,ग्रामपंचायतीच्या अधिकाऱ्याकडे शिक्षित लोकांच्या संख्येचा तपशील काय आहे?,D2
शेतस माझ्या खेड्यातील शेतकऱ्यांच्या पिकांचा कामगिरी मनाले चांगली होते.,माझ्या खेड्यातील शेतकऱ्यांच्या पिकांचा कामगिरी मला चांगली आहे का?,D2
ग्रामपंचायतीने नागरिकांना क्रेडिट कार्ड मिळविण्यासाठी कार्यक्रमाच्या तारखांचा खास आहे.,ग्रामपंचायतीने नागरिकांना क्रेडिट कार्ड मिळविण्यासाठी कार्यक्रमाच्या तारखांचा खास काय?,D2
पोलीस विभागामध्ये कर्मचाऱ्यांच्या नियुक्तीची कार्यवाही करण्यासाठी कोणत्या शेड्यूलमध्ये खास आहे.,पोलीस विभागामध्ये कर्मचाऱ्यांच्या नियुक्तीची कार्यवाही करण्यासाठी कोणत्या शेड्यूलमध्ये खात आहे?,D2
तुम्ही ग्रामपंचायतीत शिक्षित लोकांच्या संख्येचा तपशील काढुक तुनाले.,तुम्ही ग्रामपंचायतीत शिक्षित लोकांच्या संख्येचा तपशील काढायचा आहे का?,D2
मनाले बँकमध्ये गनज व्यक्ती डेबिट कार्ड उघडण्यासाठी शेतस व्यवस्था केली आही.,मला बँकेत अनेक व्यक्तींच्या डेबिट कार्ड उघडण्यासाठी व्यवस्था केली आहे आणि त्यासाठी शेतस व्यवस्था केली आहे.,D2
"शेतकऱ्याला मिळणारा लाभ काय असेल, तुनाले माहिती द्या","शेतकऱ्यांना मिळणारा लाभ काय असेल, तुला माहिती द्या?",D2
पोलीस विभागामध्ये कर्मचाऱ्यांच्या नियुक्तीची कार्यवाही करण्यासाठी कोणत्या शेड्यूलमध्ये खास आहे?,पोलीस विभागामध्ये कर्मचाऱ्यांच्या नियुक्तीची कार्यवाही करण्यासाठी कोणत्या शेड्यूलमध्ये खास आहे?,D2
"येत्या महिन्यात प्रशासकीय अधिकारी गावता येतील, विचार करस","येत्या महिन्यात प्रशासकीय अधिकारी मिळतील, विचार करावा?",D2
ग्रामसेवकाच्या प्रशासकीय कार्यालयात अनेक कागदपत्र गनज आहेत,"ग्रामसेवकाच्या प्रशासकीय कार्यालयात पुष्कळ कागदपत्रे असतात, तर?",D2
शहरातील वाहतूक व्यवस्था कसे होते ते जाणण्यासाठी तुनाले पाहिले.,शहरातील वाहतूक व्यवस्था कशी होते ते जाणण्यासाठी तीच पाहिली?,D2
"गावात नागरिकांना कोणत्या योजनांचा लाभ भेटन का, मनाले त्याबद्दल माहिती द्या.","गावात नागरिकांना कोणत्या योजनांचा लाभ भेटेल, मनाले त्याबद्दल माहिती द्या.",D2
ग्रामपंचायतीने नागरिकांना क्रेडिट कार्ड मिळविण्यासाठी कार्यक्रमाच्या तारखांचा खास आहे.,ग्रामपंचायतीने नागरिकांना क्रेडिट कार्ड मिळविण्यासाठी कार्यक्रमाच्या तारखांचा खास का आहे?,D2
"ग्रामसेवक माझ्याकडे कोणाकडे भेटन का, ते सांगू.","ग्रामसेवक माझ्याकडे कोणाकडे भेटेल का, ते सांगू?",D2
"ग्रामपंचायतमध्ये नवीन स्वच्छता कार्यक्रम चालू काय, मनाले स्वच्छता करण्याच्या मागणी करण्याचा प्रस्ताव गनज आहे",ग्रामपंचायतीत नवीन स्वच्छता कार्यक्रम चालू आहे का? मला स्वच्छता करण्याच्या मागणी करण्याचा प्रस्ताव पुष्कळ आहे,D2
नागरिकांच्या कागदपत्रांचा विचार करस,नागरिकांच्या कागदपत्रांचा विचार करणे योग्य आहे का?,D2
"ग्रामपंचायतीच्या सभेत नागरिकांनी प्रश्न विचारस, तुनाले उत्तर देऊन देता","ग्रामपंचायतीच्या सभेत नागरिकांनी प्रश्न विचारले, त्यांना उत्तर देऊन देता",D2
"ग्रामपंचायतीच्या सभेत नागरिकांनी आपले मत व्यक्त करस, तुनाले विचार करून निर्णय देऊन देता","ग्रामपंचायतीच्या सभेत नागरिकांनी आपले मत व्यक्त करावे, त्यावर विचार करून निर्णय देऊन देता",D2
गावातील पटवारीच्या कार्यालयात काय गोष्टी असतात ते तुनाले सांगा,गावातील पटवारीच्या कार्यालयात काय गोष्टी आहेत ते तुला सांगा?,D2
ग्रामपंचायतेने नागरिकांचे शिक्षण आणि स्वास्थ्यासाठी काम केले आहे.,ग्रामपंचायतीने नागरिकांचे शिक्षण आणि स्वास्थ्यासाठी काम केले आहे हे वास्तव.,D2
ग्रामपंचायती कार्यकारी अधिकाऱ्याने रोजगारी योजनेचा वितरण केला आहे.,ग्रामपंचायतीचे कार्यकारी अधिकाऱ्याने रोजगारी योजनेचा वितरण केला आहे?,D2
"या योजनेचे लाभ खास, काय काय शर्ती लागन, गनज लाभ घ्यण्यासाठी","या योजनेचे लाभ कशी मिळेल, काय काय शर्ती असतील, पुष्कळ लाभ घ्यण्यासाठी?",D2
"या योजनेचे लाभ घेण्यासाठी खास काय काय कागदपत्र लागन, गनज लाभ घ्यण्यासाठी","या योजनेचे लाभ घेण्यासाठी खास काय कागदपत्र लागतील, गेल्या लाभांसारखे लाभ घ्यण्यासाठी",D2
ग्रामपंचायती या विशेष कार्यक्रमाची माहिती गनज लोकांना द्या.,ग्रामपंचायतीने या विशेष कार्यक्रमाची माहिती काय आहे?,D2
शेतकऱ्याच्या भाजीपाल्याला सरकारी यंत्रणेने न्याय्य दरम्यान पुरवठा केला आहे.,शेतकऱ्याच्या भाजीपाल्याला सरकारी यंत्रणेने न्याय्य दरम्यान पुरवठा केला आहे का?,D2
"ग्रामपंचायतमध्ये स्वच्छता कार्यशाळेचा भाग घ्याक मनाले कार्यक्रमाचा लाभ भेटन का,","ग्रामपंचायतीत स्वच्छता कार्यशाळेचा भाग घ्याक मनाले कार्यक्रमाचा लाभ भेटन का,",D2
माझ्या मनाले दुकानातून सोने क्रेडिट कार्डमध्ये पैसे भेटन,माझ्या मनाला दुकानातून सोने क्रेडिट कार्डमध्ये पैसे भेटतात का?,D2
ग्रामपंचायतीचे नागरिकांनी पाण्याच्या पुरवठासाठी आणि स्वच्छता यंत्रणेसाठी नियमित प्रयत्न केले आहेत.,"ग्रामपंचायतीचे नागरिकांनी पाण्याच्या पुरवठासाठी आणि स्वच्छता यंत्रणेसाठी नियमित प्रयत्न केले आहेत, हे देखील.",D2
माझ्या मनाले दुकानातून युनिफॉर्ममध्ये पैसे भेटन,माझ्या मनाला दुकानातून युनिफॉर्ममध्ये पैसे भेटतात का?,D2
आता माझ्या घरी खूप पाणी कुठे लागन आहे,आता माझ्या घरी खूप पाणी कुठे लागत आहे?,D2
"तुम्हाला भाजीपाला काय भावाने भेटत शेतस, मला खूप भावाने भेटते","तुम्हाला भाजीपाला काय भावाने भेटत शेतस, मला खूप भावाने भेटते?",D2
"आज पायऱ्या काय लागन, मला खूप लागन वाटते","आज पायऱ्या काय लागतील, मला खूप लागतील वाटते",D2
"बहिणीनी तिचे क्रेडिट कार्ड काय भेटत शेतस, मला खूप भेटते","बहिणीनी तिचे क्रेडिट कार्ड काय भेटते शेतस, मला खूप भेटते",D2
"माझे दोन मोबाइलचे क्रेडिट कार्ड काय भेटत शेतस, मला खूप भेटते","माझे दोन मोबाइलचे क्रेडिट कार्ड काय भावाने मिळत आहे?, मला खूप भावाने मिळते",D2
"आजपासून कुठे खास, मला खूप खास वाटते","आजपासून कुठे खूप खूप खास आहे, मला खूप खास वाटते?",D2
आज शाळेमा कुठे गनज ग्रेडिंग होती आही,आज शाळेत गनज ग्रेडिंग कुठे होती आही?,D2
नोकरी बंद करून तिने स्वतःचे कारखाने सुरु केले असते.,नोकरी सोडून तिने स्वतःचे कारखाने सुरू केले आहेत.,D2
तुम्ही आज पाण्याची टंकी तयार करण्याचे काम करणार असाल.,तुम्ही आज पाण्याची टंकी बांधण्याचे काम करणार आहात का?,D2
"तुम्ही आज काय खानार आहात, मला गाढवल्याचे खास आहे.","तुम्ही आज काय खाणार आहात, मला गाढवल्याचे खात आहे?",D2
"तुम्ही कुणाला क्रेडिट कार्ड देवाले पाहिजे, मला गनज लागते.",तुम्ही कुणाला क्रेडिट कार्ड द्यायचा आहे का? मला पुष्कळ लागते.,D2
तुला खूप गनज पैसे असणारा व्यक्ती आपल्या मनाले खूप गनज लोकांना मदत करस,तुला खूप पैसे असणारा व्यक्ती आपल्या मनाले खूप लोकांना मदत करावी का?,D2
तुनाले कार्यालयात वेळेवर यण्यासाठी गनज मिनिटे घ्यावी लागतात.,तुला कार्यालयात वेळेवर येण्यासाठी अनेक मिनिटे घ्यावी लागतात?,D2
"त्या ठिकाणी लोक गडबडतात, मनाले काय समजते नाही.","त्या ठिकाणी लोक गडबडतात, मला काय समजत नाही?",D2
शेतस दुकाने खूप गनज धावतात.,दुकाने पुष्कळ धावतात का?,D2
"तुम्ही काय खातो ते मला करस, मला खूप लागते.","तुम्ही काय खात असेल ते मला माहीत नाही, मला खूप लागते आणि तुम्ही माझ्या सांगण्याप्रमाणे करा.",D2
"मला मनाले तुम्ही शेतस, मला काही ना काही काम द्याले खास.","मला वाटते कुठे मिळते आहे, मला काही ना काही काम देण्यास खात असेल?",D2
पोरासा प्रश्नाचे उत्तर काय मिळते ते ऐकताना मनाले खूप आनंद होतो.,पोरासा प्रश्नाचे उत्तर काय मिळते ते ऐकताना मनाला खूप आनंद होतो.,D2
"माझ्या खास सांभाळ करण्यात येव्हढे जास्त काळ आहे, मनाले",माझ्या खास सांभाळ करण्यात येव्हढे जास्त काळ आहे का?,D2
आमच्या भेटी सगळ्या मित्रांना संध्याकाळी भेटत शेतस,आमच्या भेटी सगळ्या मित्रांना संध्याकाळी मिळत आहेत का?,D2
"ग्रामपंचायतीच्या प्राथमिक शाळेमध्ये शिक्षकांची भेट निरंतर असते, शाळेचे स्वच्छतेसाठी देखभाल केली जाते.","ग्रामपंचायतीच्या प्राथमिक शाळेमध्ये शिक्षकांची भेट निरंतर असते, शाळेचे स्वच्छतेसाठी देखभाल केली जाते, हे स्पष्ट आहे.",D2
"आम्ही आज सकाळी गावात गेले, गावात खास लागन.","आम्ही आज सकाळी गावात गेले, गावात खात असेल?",D2
"कुठे शाळा सुट्टी झाली आहे, त्यामुळे मनाले खेळायला जाते शेतस.","कुठे शाळा सुट्टी झाली आहे, त्यामुळे मनाला खेळायला जाते का?",D2
"माझ्या मनाले खूप कमालीचे गाणे ऐकायला मिळेल, पण शाळेमध्ये वेळ नाही.",माझ्या मनाला खूप कमालीचे गाणे ऐकायला मिळेल का? पण शाळेमध्ये वेळ नाही.,D2
आमचे मित्राला काय क्रेडिट कार्ड लागन?,आमच्या मित्राला क्रेडिट कार्ड लागत आहे का?,D2
मी गावातील मित्राला माझ्या कारला भेटन देत असतो.,मी गावातील मित्राला माझ्या कारमध्ये भेटू देत असतो?,D2
माझ्या गावातील मित्राला मी काय गोष्टी भेटन देते.,माझ्या गावातील मित्राला मी काय गोष्टी भेटत आहे?,D2
कुठे मनाले भावाने गावता आहे म्हणून खास निरनिराळे खाद्यपदार्थ करण्याचा विचार करण्यात आला आहे.,कुठे मनाले भावाने मिळते म्हणून खास निरनिराळे खाद्यपदार्थ करण्याचा विचार केला आहे?,D2
आज बाजारमा मी जाऊन गाणी शिकायला गनज शिकस आहे.,आज बाजारात जाऊन गाणी शिकायला पुष्कळ शिकत आहे?,D2
माझ्या घरी काय कामे करण्याची गरज असते.,माझ्या घरी काय कामे करण्याची गरज आहे?,D2
ग्रामपंचायती मंडळाने सर्व प्रकारच्या बांधकामासाठी वित्तीय मदत दिली आहे.,ग्रामपंचायतीचे मंडळाने सर्व प्रकारच्या बांधकामासाठी वित्तीय मदत दिली आहे का?,D2
आज देवपूजनासाठी पोरा कुठे गेला तुनाले हे कळले नाही.,आज देवपूजनासाठी पोरा कुठे गेला तुनाले हे कळले नाही?,D2
मनाले माझे सोन्याचे किंवा चांदीचे क्रेडिट कार्ड नाही,माझे सोन्याचे किंवा चांदीचे क्रेडिट कार्ड नाही का?,D2
मनाले मला हे कार नाही विचारवणारी,मला हे कार विचारवणारे का नाही?,D2
आज बँकेमध्ये काय कार्य नाही करणारी,आज बँकेमध्ये काय कार्य करायचे नाही?,D2
"त्याला कुठे तो शाळेत प्रवेश देवाले शेतस, गनज लोक तिथे असतात.",त्याला शाळेत प्रवेश द्यायचा आहे का? तिथे अनेक लोक असतात.,D2
माझ्या भावाच्या संगणकाची जाहिरात दिसते मनाले टीव्हीवर.,माझ्या भावाच्या संगणकाची जाहिरात टीव्हीवर का दिसत आहे?,D2
मनाले बाजारी कोण मी फक्त काही किंमती गनज भेटन.,मध्ये बाजारी कोणा ने फक्त थोड्याशा किंमती मिळत आहेत?,D2
माझ्या कोणाला घरीच क्रेडिट कार्ड खास असेल?,माझ्या कोणाला घरीच क्रेडिट कार्ड खास असेल हे कळत नाही?,D2
कोणाचे गावात काय भेटन गनज?,कोणाचे गावात काय भेटणार आहे हे माहित नाही,D2
"आज माझ्या मनाले खूप भूक लागन, तो कुठे भेटू शकतो?","आज माझ्या मनाला खूप भूक लागली आहे, तो कुठे भेटू शकतो हे माहित नाही",D2
कोणाच्या घरामध्ये काय खास असेल?,कोणाच्या घरात काय असेल हे माहित नाही?,D2
कोणाला आज काय भेटन गनज?,कोणाला आज काय भेटणार आहे हे माहित नाही,D2
आज त्याच्या घरामध्ये काय भेटन गनज?,आज त्याच्या घरात काय मिळेल हे माहित नाही?,D2
आज तो तुनाले काय शाळेमा भेटन गनज?,आज त्याला काय शाळेत मिळेल हे माहित नाही?,D2
"माझ्या भावाने ही क्रेडिट कार्ड मिळवायचे आहेत, कठे कार्ड स्वीकार करतात.","माझ्या भावाने ही क्रेडिट कार्ड मिळवायचे आहेत, कुठे कार्ड स्वीकार करतात?",D2
आम्ही दिवसा कुठे शाळेत शाळा चालूव्हता करण्याची विद्यार्थ्यांची भेटण कळली आहे.,आम्ही दिवसा शाळेत शाळा चालू होण्याची विद्यार्थ्यांची माहिती कळली आहे का?,D2
आम्ही कुठे येऊन खास तयार केलेले नाश्ते खात असतो.,आम्ही कुठे येऊन खास तयार केलेले नाश्ते खात असतो का?,D2
"आज शाळेमा खास कसे सुरू होतील, पोरासले फक्त तुनाले सांगतात.","आज शाळेत काय प्रकारे प्रवेश होईल, पोरासले फक्त तुम्ही सांगतात?",D2
"माझे पोरा आज बाजारमा गनज क्रेडिट कार्ड करस, मनाले खूप कठे विचार करतो.","माझा मुलगा आज बाजारात अनेक क्रेडिट कार्ड करीत आहे, मला कुठे तरी विचार करत आहे?",D2
"तुम्ही आज शाळेमा काय भावाने भेटत शेतस, मनाले खूप खूप पैशे लागतात.","तुम्ही आज शाळेत काय भावाने मिळत आहे, मला खूप खूप पैशे लागतात?",D2
"आज शाळेमा खास काय भावाने भेटत शेतस, मनाले खूप खूप शिकवण घेणे लागते.","आज शाळेत काय भावाने मिळत आहे, मला खूप खूप शिकवण घेणे लागते, का?",D2
आज गावात शेतकर्याने काय करस ते खूप गरजीने,आज गावात शेतकर्याने काय करस ते खूप गरजीने?,D2
आज गावात प्रत्येकांना काय लागन खूप गरजीने,आज गावात प्रत्येकांना काय लागेल खूप गरजीने?,D2
मनाले जाहिराती वाचून वाचून कसे वाटते,मला जाहिराती वाचून वाचून कसे वाटते?,D2
माझ्या क्रेडिट कार्डमा करस खात असेल.,माझ्या क्रेडिट कार्डमध्ये खात असेल का?,D2
हे तुमच्या क्रेडिट कार्डल्या खाता पैसे खात असेल का,हे तुमच्या क्रेडिट कार्डला खाता पैसे असतील का?,D2
मनाले जाऊन माझा पैशाचा खाता खास करावा?,मला जाऊन माझा पैशाचा खाता खाता?,D2
क्रेडिट कार्डने करस काय प्रकारचे खर्च करण्यासाठी निर्बंध आहेत,क्रेडिट कार्डने काय प्रकारचे खर्च करण्यासाठी निर्बंध आहेत?,D2
मनाले कुठे खास बँकमा नोकरी करतोण मिळतील यावर शंका आहे.,कुठे शोधल्यावर शुद्ध बँकमध्ये नोकरी करत असणारे मिळतील यावर शंका आहे?,D2
मनाले कुठे खास क्रेडिट कार्ड स्वीकारते का ते जाणले पाहिजे?,कुठे शोधल्यावर क्रेडिट कार्ड स्वीकारते का ते जाणून घेणे आवश्यक आहे?,D2
"तुला कुठे भेटन लागेल, त्या कार्यालयात नोकरी करत असलेला मनाले खूप श्रीमंत आहे.","कुठे तुला भेटण लागेल, त्या कार्यालयात नोकरी करत असलेल्या मनाला खूप श्रीमंत आहे, असे म्हणतात.",D2
"तुला कुठे भेटन मिळेल, त्या बँकेत वाचवलेला मनाले खूप शेतकऱ्यांना मदत करतो.","कुठे तुला भेटण मिळेल, त्या बँकेत वाचवलेल्या मनाला खूप शेतकऱ्यांना मदत करतो?",D2
"काही दिवसांपूर्वी माझ्या भावाला प्रिन्टिंग करण्यासाठी बाबा शेतस, कुठे सांगत होते","काही दिवसांपूर्वी माझ्या भावाला प्रिन्टिंग करण्यासाठी बाबाला मिळत होते, कुठे सांगत होते?",D2
"मला संध्याकाळी गावातल्या खाजगी डॉक्टरांना भेटन, गनज लोकांना शिव्या मिळत असतील.","मला संध्याकाळी गावातल्या खाजगी डॉक्टरांना भेटणार आहे, गावात अनेक लोकांना शिव्या मिळत असतील, का?",D2
मला गावातल्या खाजगी डॉक्टरांच्या भेटीला गनज लोकांना शिव्या मिळत असतील.,मला गावातल्या खाजगी डॉक्टरांच्या भेटीला गावात अनेक लोकांना शिव्या मिळत असतील का?,D2
"संध्याकाळी कधी शाळेमध्ये तुनाले खेळाची खेळी होत असते, माझे बालपणात खेळा करंस.","संध्याकाळी कधी शाळेत तुला खेळाची खेळी होत असते, माझे बालपणात खेळा करायचे होते.",D2
आज घरी मनाले क्रेडिट कार्ड चुकता करावे लागन.,आज घरी क्रेडिट कार्ड चुकता करावे लागेल?,D2
माझ्या मनाले काय खास खात असेल तुनाले,माझ्या मनाला काय खास खात आहे तुला?,D2
मनाले काय खास माझ्या राज्यात खूप गनज तिरंगी झंडी मिळत असते,मला काय खात आहे माझ्या राज्यात खूप गनज तिरंगी झंडी मिळत आहेत?,D2
आज माझ्या भावाने दुकानातून शहादार चॉकलेट बघितल्या.,आज माझ्या भावाने दुकानातून शहादार चॉकलेट बघितली?,D2
"तुनाले कुठे फ्रिज आहे, तुला मी दूध आणायला येणार आहे.","तुला कुठे फ्रिज आहे, तुला मी दूध आणायला येणार आहे?",D2
"म्हाजी शेतात भाताची पिका घेतली हाय, दीड एकर भाताची मळणी करवतत हाय.","म्हाजी शेतात भाताची पिका घेतली आहे, दीड एकर भाताची मळणी करून घेतात हे काय?",D4
कोळंबीरीची काळजी म्हाले पाहिजे कायले ती दिवसभर भाजून घेत हाय.,कोळंबीरीची काळजी मला पाहिजे कशामुळे ती दिवसभर भाजून घेत आहे?,D4
माझ्या दादास शिवाय कुठे गावत नाही.,माझ्या दादास शिवाय कुठे गावत नाही?,D2
"म्हाजी कापणी झाली हाय, बागायती शेतात सोयाबीनचे पीक चांगले भरले हाय.","माझ्या कापणी झाली आहे, बागायती शेतात सोयाबीनचे पीक चांगले भरले आहे?",D4
बागेत विविध प्रकारचे फुल म्हाजी माथून पाहिजे हाय.,बागेत विविध प्रकारचे फुल माझ्या माथून पाहिजे आहे?,D4
"काय पोरगा बघू की जास्त पाणी पाजावे लागत हाय, शेतात पाणी देत हाय.","काय पोरगा बघू की जास्त पाणी पाजावे लागत हाय, शेतात पाणी देत हाय?",D4
काय करस मनाले घरी खूप गनज स्टिकर्स चांगली चवीची आहेत,काय करते मला घरी खूप गनज स्टिकर्स चांगली चवीचे आहेत?,D2
"कायले शेतात पिकाची काळजी कशामुळे नाही, भाजीपाला खूप पोरग्यांसाठी मिळत असेल.","कायले शेतात पिकाची काळजी कशामुळे नाही, भाजीपाला खूप पोरग्यांसाठी मिळत असेल.",D4
"कायले शेतात पिकाची कापणी कशामुळे नाही, तुरीचे पिक खूप पोरग्यांसाठी मिळत असेल.","कायले शेतात पिकाची कापणी कशामुळे नाही, तुरीचे पिक खूप पोरग्यांसाठी मिळत असेल.",D4
"कायले शेतात पिकाची काळजी कशामुळे नाही, तुरीचे पिक खूप पोरग्यांसाठी मिळत असेल.","कायले शेतात पिकाची काळजी कशामुळे नाही, तुरीचे पिक खूप पोरग्यांसाठी मिळत असेल.",D4
"म्हाजी कामावर जायचे हाय, तरीही तुमाले दुसर्‍यांना मदत करण्याचे पायजे हाय.","म्हाजी कामावर जायचे हाय, तरीही तुम्हाला दुसर्‍यांना मदत करण्याचे पाहिजे आहे?",D4
"शेतात फिरते काम केले हाय, रोजी नाही म्हाले.","शेतात फिरते काम केले आहे, रोजी मिळत नाही?",D4
"म्हाजी काय त्याचा भाव पोरगा ठरवला हाय, म्हणून शेतात त्याची पिंजळणी केली हाय?","माझ्या काय त्याचा भाव मुलाला ठरवला आहे, म्हणून शेतात त्याची पिंजळणी केली आहे?",D4
"हाय, शेतात जेवढी माझी कापणी झाली तेवढी बियाण्याची सोय होती.","हाय, शेतात जेवढी माझी कापणी झाली तेवढी बियाण्याची सोय होती का?",D4
"हाय, म्हाजी शेतात शेतकरी यांनी कोणत्या पिकाचे जतन केले आहे ते सांगा.","हाय, शेतात शेतकरी यांनी कोणत्या पिकाचे जतन केले आहे ते सांगा.",D4
"शेतात जोरदार पाऊस पडला हाय, तरीही तुरीचा पिका पाण्याची कमतरता होती हाय.","शेतात जोरदार पाऊस पडला आहे, तरीही तुरीचा पिका पाण्याची कमतरता होती का?",D4
"म्हाजी शेतात कीटकनाशक फवारला काय हाय, म्हणून कीड लागली नाही हाय.","म्हाजी शेतात कीटकनाशक फवारला काय हाय, म्हणून कीड लागली नाही हाय?",D4
"शेतात पिका हळूवार फुलली हाय, म्हणून खूप काम करावे लागले हाय.","शेतात पिका हळूवार फुलली आहे, म्हणून खूप काम करावे लागत आहे?",D4
म्हाजी शेतात बियाणे सिंचत करताना खूप काम करावे लागले हाय.,माझ्या शेतात बियाणे सिंचत करताना खूप काम करावे लागते का?,D4
"म्हाजी शेतात धान्याची पिका होती हाय, पाऊस न आल्याने फाटली हाय.","माझ्या शेतात धान्याची पिका होती आहे, पाऊस न आल्याने फाटली आहे?",D4
"म्हाजी शेतात बांबूची पिका होती हाय, आता बाळगणी सुरू केली हाय.","माझ्या शेतात बांबूची पिका होती आहे, आता बाळगणी सुरू केली आहे?",D4
"म्हाजी शेतात पाणी पुरवठा नसताना काय हाय, पिका जास्त कोसळल्याचा","माझ्या शेतात पाणी पुरवठा नसताना काय आहे, पिका जास्त कोसळल्याचा?",D4
शेतात सोयाबीनची पिक सुरू झाल्याने शेतात कायफळ पडले हाय,शेतात सोयाबीनची पिक सुरू झाल्याने शेतात कायफळ पडले आहे?,D4
