key,dialect,domain,gender,divergence_score,wer_percentage,cer_percentage,standard_oov_ratio,original_transcript,normalized_standard_output,wav_path
IISc_RESPIN_mr_D4_70245_441304_M_AGRI_719829_70349475,D4,Agriculture,MALE,22.5,0.0,0.0,90.0,"मलम , बाम , पॉलिश , मेणबत्त्या आणि सौंदर्य प्रसाधने मेणापासून बनविली जातात","मलम, बाम, पॉलिश, मेणबत्त्या आणि सौंदर्य प्रसाधने मेणापासून बनविली जातात.",D4/70245/IISc_RESPIN_mr_D4_70245_441304_M_AGRI_719829_70349475.wav
IISc_RESPIN_mr_D4_70624_441111_F_AGRI_721936_70586813,D4,Agriculture,FEMALE,22.22,0.0,0.0,88.89,राई आणि बार्ली सारख्या इतर पिकांसह उन्हाळ्यात ओट्स वाढतात,राई आणि बार्ली सारख्या इतर पिकांसह उन्हाळ्यात ओट्स वाढतात,D4/70624/IISc_RESPIN_mr_D4_70624_441111_F_AGRI_721936_70586813.wav
IISc_RESPIN_mr_D4_70255_440030_M_AGRI_720163_70347697,D4,Agriculture,MALE,21.88,0.0,0.0,87.5,बटाट्याचे खोड प्रथम हाऊल टॉपर मशीनद्वारे कापले जाते,बटाट्याचे खोड प्रथम हाऊल टॉपर मशीनद्वारे कापले जाते,D4/70255/IISc_RESPIN_mr_D4_70255_440030_M_AGRI_720163_70347697.wav
IISc_RESPIN_mr_D4_70304_441306_F_AGRI_720086_70400659,D4,Agriculture,FEMALE,21.88,0.0,0.0,87.5,माझी आई हिरव्या मिरचीचे खूप चविष्ट लोणचे बनवते,माझी आई हिरव्या मिरचीचे खूप चविष्ट लोणचे बनवते,D4/70304/IISc_RESPIN_mr_D4_70304_441306_F_AGRI_720086_70400659.wav
IISc_RESPIN_mr_D4_71943_440001_F_AGRI_722844_70971954,D4,Agriculture,FEMALE,21.88,0.0,0.0,87.5,नीरज मी वसंत ऋतूमध्ये कोलोकेशियाच्या पानांची लागवड करेन,नीरज मी वसंत ऋतूमध्ये कोलोकेशियाच्या पानांची लागवड करेन,D4/71943/IISc_RESPIN_mr_D4_71943_440001_F_AGRI_722844_70971954.wav
IISc_RESPIN_mr_D4_71943_440001_F_BANK_721473_70992188,D4,Banking,FEMALE,21.88,0.0,0.0,87.5,आपले पैसे गुंतवण्यासाठी एखाद्या चांगल्या ब्रोकरचा सल्ला घ्या,आपले पैसे गुंतवण्यासाठी एखाद्या चांगल्या ब्रोकरचा सल्ला घ्या,D4/71943/IISc_RESPIN_mr_D4_71943_440001_F_BANK_721473_70992188.wav
IISc_RESPIN_mr_D4_70135_441304_M_AGRI_719676_70327582,D4,Agriculture,MALE,21.43,0.0,0.0,85.71,प्रीतम उद्या माझ्या घरून छिन्नी नांगर घे,प्रीतम उद्या माझ्या घरून छिन्नी नांगर घे,D4/70135/IISc_RESPIN_mr_D4_70135_441304_M_AGRI_719676_70327582.wav
IISc_RESPIN_mr_D4_70494_440001_F_AGRI_722066_70413786,D4,Agriculture,FEMALE,21.43,0.0,0.0,85.71,कुर्बान काका तुमच्याकडे कुर्बानीसाठी मेंढी कुठून आली ?,कुर्बान काका तुमच्याकडे कुर्बानीसाठी मेंढी कुठून आली?,D4/70494/IISc_RESPIN_mr_D4_70494_440001_F_AGRI_722066_70413786.wav
IISc_RESPIN_mr_D4_71101_440001_F_BANK_721223_70670958,D4,Banking,FEMALE,21.43,0.0,0.0,85.71,संयुक्त खात्यात ग्राहकाला वेगवेगळी डेबिट कार्डे मिळतात,संयुक्त खात्यात ग्राहकाला वेगवेगळी डेबिट कार्डे मिळतात,D4/71101/IISc_RESPIN_mr_D4_71101_440001_F_BANK_721223_70670958.wav
IISc_RESPIN_mr_D4_72220_441303_M_BANK_722153_71154829,D4,Banking,MALE,21.43,0.0,0.0,85.71,स्टँड अप इंडियाबद्दल सांगण्यासाठी पंचायतीमध्ये आले आहात,स्टँड अप इंडियाबद्दल सांगण्यासाठी पंचायतीमध्ये आले आहात,D4/72220/IISc_RESPIN_mr_D4_72220_441303_M_BANK_722153_71154829.wav
IISc_RESPIN_mr_D4_70532_441302_M_BANK_722169_70481907,D4,Banking,MALE,20.83,0.0,0.0,83.33,अभिनंदन राजू तुला नवीन गाडी मिळाली,अभिनंदन राजू तुला नवीन गाडी मिळाली,D4/70532/IISc_RESPIN_mr_D4_70532_441302_M_BANK_722169_70481907.wav
IISc_RESPIN_mr_D4_70624_441111_F_AGRI_720845_70594147,D4,Agriculture,FEMALE,20.83,0.0,0.0,83.33,"सर्वसाधारणपणे , सागरी क्रस्टेशियन सर्वात मुबलक असतात",सर्वसाधारणपणे सागरी क्रस्टेशियन सर्वात मुबलक असतात,D4/70624/IISc_RESPIN_mr_D4_70624_441111_F_AGRI_720845_70594147.wav
IISc_RESPIN_mr_D4_71209_440001_F_BANK_722308_70708912,D4,Banking,FEMALE,20.83,0.0,0.0,83.33,पसंतीचे समभाग सामान्य समभागांपेक्षा वरिष्ठ असतात,पसंतीचे समभाग सामान्य समभागांपेक्षा वरिष्ठ असतात,D4/71209/IISc_RESPIN_mr_D4_71209_440001_F_BANK_722308_70708912.wav
IISc_RESPIN_mr_D4_70135_441304_M_BANK_721239_70327325,D4,Banking,MALE,20.45,0.0,0.0,81.82,सिंगापूर बँकिंग गोपनीयता बँकिंग कायद्याच्या कलम चोवीस नुसार नियमित केली जाते,सिंगापूर बँकिंग गोपनीयता बँकिंग कायद्याच्या कलम चोवीस नुसार नियमित केली जाते,D4/70135/IISc_RESPIN_mr_D4_70135_441304_M_BANK_721239_70327325.wav
IISc_RESPIN_mr_D4_70157_440034_M_BANK_719270_70403294,D4,Banking,MALE,20.45,22.22,1.49,40.0,आजकाल वायफाय ब्रॉडबँड प्रवेश ची सुविधा प्रदान करण्यासाठी वापरली जाते,आजकाल वायफाय ब्रॉडबँड प्रवेशची सुविधा प्रदान करण्यासाठी वापरली जाते,D4/70157/IISc_RESPIN_mr_D4_70157_440034_M_BANK_719270_70403294.wav
IISc_RESPIN_mr_D4_70245_441304_M_AGRI_720794_70343626,D4,Agriculture,MALE,20.0,0.0,0.0,80.0,मगरीच्या लेदरला विदेशी लेदर म्हणतात,मगरीच्या लेदरला विदेशी लेदर म्हणतात,D4/70245/IISc_RESPIN_mr_D4_70245_441304_M_AGRI_720794_70343626.wav
IISc_RESPIN_mr_D4_70255_440030_M_AGRI_720176_70347699,D4,Agriculture,MALE,20.0,0.0,0.0,80.0,कोंबडी मुख्यतः उन्हाळ्यात अंडी घालते,कोंबडी मुख्यतः उन्हाळ्यात अंडी घालते,D4/70255/IISc_RESPIN_mr_D4_70255_440030_M_AGRI_720176_70347699.wav
IISc_RESPIN_mr_D4_70131_440030_M_BANK_721705_70388549,D4,Banking,MALE,20.0,0.0,0.0,80.0,"अनेक अधिकार क्षेत्रे कॉर्पोरेशनसह व्यक्ती , व्यावसायिक संस्थांच्या उत्पन्नावर कर आकारतात",अनेक अधिकार क्षेत्रे कॉर्पोरेशनसह व्यक्ती व्यावसायिक संस्थांच्या उत्पन्नावर कर आकारतात,D4/70131/IISc_RESPIN_mr_D4_70131_440030_M_BANK_721705_70388549.wav
IISc_RESPIN_mr_D4_70178_441401_F_AGRI_722827_70396470,D4,Agriculture,FEMALE,20.0,0.0,0.0,80.0,कामगार मधमाश्या त्यांच्या मागच्या पायांवर परागकण टोपल्यांमध्ये परागकण गोळा करतात,कामगार मधमाश्या त्यांच्या मागच्या पायांवर परागकण टोपल्यांमध्ये परागकण गोळा करतात,D4/70178/IISc_RESPIN_mr_D4_70178_441401_F_AGRI_722827_70396470.wav
IISc_RESPIN_mr_D4_70532_441302_M_BANK_721680_70489263,D4,Banking,MALE,20.0,0.0,0.0,80.0,मालवाहू मूलतः एक शिपलोड होता,मालवाहू मूलतः एक शिपलोड होता,D4/70532/IISc_RESPIN_mr_D4_70532_441302_M_BANK_721680_70489263.wav
IISc_RESPIN_mr_D4_71130_440001_M_AGRI_720563_70745087,D4,Agriculture,MALE,20.0,0.0,0.0,80.0,समुद्र किनारी मोत्यांचे दुकान आढळते,समुद्र किनारी मोत्यांचे दुकान आढळते,D4/71130/IISc_RESPIN_mr_D4_71130_440001_M_AGRI_720563_70745087.wav
IISc_RESPIN_mr_D4_70157_440034_M_BANK_720411_70399594,D4,Banking,MALE,19.45,0.0,0.0,77.78,कस्तुरबा गांधी बालिका विद्यालय योजनेत मुलींना शिक्षण दिले जाते,कस्तुरबा गांधी बालिका विद्यालय योजनेत मुलींना शिक्षण दिले जाते,D4/70157/IISc_RESPIN_mr_D4_70157_440034_M_BANK_720411_70399594.wav
IISc_RESPIN_mr_D4_70157_440034_M_BANK_722617_70403293,D4,Banking,MALE,19.45,0.0,0.0,77.78,मालमत्तेच्या कमतरतेमुळे वित्तीय बाजारातील तरलतेचा धोकाही निर्माण होऊ शकतो,मालमत्तेच्या कमतरतेमुळे वित्तीय बाजारातील तरलतेचा धोकाही निर्माण होऊ शकतो,D4/70157/IISc_RESPIN_mr_D4_70157_440034_M_BANK_722617_70403293.wav
