key,dialect,domain,gender,divergence_score,wer_percentage,cer_percentage,standard_oov_ratio,original_transcript,normalized_standard_output,wav_path
IISc_RESPIN_mr_D2_70371_422008_F_BANK_718316_70464905,D2,Banking,FEMALE,16.67,0.0,0.0,66.67,बँकेतून रक्कम काढायला कुठली स्लीप लागते ?,बँकेतून रक्कम काढायला कुठली स्लीप लागते?,D2/70371/IISc_RESPIN_mr_D2_70371_422008_F_BANK_718316_70464905.wav
IISc_RESPIN_mr_D2_70795_422005_F_AGRI_717429_70585433,D2,Agriculture,FEMALE,16.67,0.0,0.0,66.67,हिरव्या मिरचीची तोडणी झाल्यानंतर किती कालावधीत आपण वाळवू शकतो ?,हिरव्या मिरचीची तोडणी झाल्यानंतर किती कालावधीत आपण वाळवू शकतो?,D2/70795/IISc_RESPIN_mr_D2_70795_422005_F_AGRI_717429_70585433.wav
IISc_RESPIN_mr_D2_71433_422009_F_BANK_715768_70793980,D2,Banking,FEMALE,16.67,0.0,0.0,66.67,पूर्ण प्रबळ निधी राज्याची संपत्ती असते,पूर्ण प्रबळ निधी राज्याची संपत्ती असते,D2/71433/IISc_RESPIN_mr_D2_71433_422009_F_BANK_715768_70793980.wav
IISc_RESPIN_mr_D2_71424_422004_F_AGRI_715851_70801306,D2,Agriculture,FEMALE,16.67,0.0,0.0,66.67,बाजारात आजकाल कच्चे केळे खूपच विक्रीला यायला लागले आहेत,बाजारात आजकाल कच्चे केळे खूपच विक्रीला यायला लागले आहेत,D2/71424/IISc_RESPIN_mr_D2_71424_422004_F_AGRI_715851_70801306.wav
IISc_RESPIN_mr_D2_71433_422009_F_AGRI_716113_70808419,D2,Agriculture,FEMALE,16.67,0.0,0.0,66.67,"वनातील बागकाम कमी देखरेख , टिकाऊ रोपांवर आधारित उत्पादन पर्यावरणीय वनीकरण प्रणाली आहे","वनातील बागकाम कमी देखरेख, टिकाऊ रोपांवर आधारित उत्पादन पर्यावरणीय वनीकरण प्रणाली आहे.",D2/71433/IISc_RESPIN_mr_D2_71433_422009_F_AGRI_716113_70808419.wav
IISc_RESPIN_mr_D2_71062_421004_F_BANK_716564_70889391,D2,Banking,FEMALE,16.67,0.0,0.0,66.67,सर्व हॉटेल्सना डिजिटल मनी घेण्याची सोय सुरु केली आहे,सर्व हॉटेल्सना डिजिटल मनी घेण्याची सोय सुरु केली आहे,D2/71062/IISc_RESPIN_mr_D2_71062_421004_F_BANK_716564_70889391.wav
IISc_RESPIN_mr_D2_72312_441102_M_AGRI_715070_71148527,D2,Agriculture,MALE,16.67,0.0,0.0,66.67,बांगलादेश हा जगातील सर्वात मोठा ताग उत्पादक देश आहे,बांगलादेश हा जगातील सर्वात मोठा ताग उत्पादक देश आहे,D2/72312/IISc_RESPIN_mr_D2_72312_441102_M_AGRI_715070_71148527.wav
IISc_RESPIN_mr_D2_71025_441304_M_AGRI_715909_71153969,D2,Agriculture,MALE,16.67,0.0,0.0,66.67,"भारतामध्ये डेअरी उत्पादकांचा वापर दूध , दही , ताक , लोणी यांच्या रूपात केला होता","भारतामध्ये डेअरी उत्पादकांचा वापर दूध, दही, ताक, लोणी यांच्या रूपात केला होता.",D2/71025/IISc_RESPIN_mr_D2_71025_441304_M_AGRI_715909_71153969.wav
IISc_RESPIN_mr_D2_72424_422004_M_BANK_717040_71216426,D2,Banking,MALE,16.67,0.0,0.0,66.67,प्रकल्पावर आधारित उद्योग हे सहसा लहान व्यवसायाशी संबंधित असतात,प्रकल्पावर आधारित उद्योग हे सहसा लहान व्यवसायाशी संबंधित असतात,D2/72424/IISc_RESPIN_mr_D2_72424_422004_M_BANK_717040_71216426.wav
IISc_RESPIN_mr_D2_70970_422003_F_BANK_718056_71229097,D2,Banking,FEMALE,16.67,0.0,0.0,66.67,विमा हफ्ता भरताना झालेली नुकसान भरपाई कशी मिळवता येईल ?,विमा हफ्ता भरताना झालेली नुकसान भरपाई कशी मिळवता येईल?,D2/70970/IISc_RESPIN_mr_D2_70970_422003_F_BANK_718056_71229097.wav
IISc_RESPIN_mr_D2_70436_431131_M_BANK_718540_71202258,D2,Banking,MALE,15.71,12.5,2.38,37.5,मासिक पाचशे रुपये भरुन किती कर्ज मिळू शकते ?,मासिक पाचशे रुपये भरून किती कर्ज मिळू शकते?,D2/70436/IISc_RESPIN_mr_D2_70436_431131_M_BANK_718540_71202258.wav
IISc_RESPIN_mr_D2_70423_422009_F_AGRI_715804_70449185,D2,Agriculture,FEMALE,15.62,0.0,0.0,62.5,प्राचीन भारताचे लोक पण कापसाची शेती करत होते,प्राचीन भारताचे लोक पण कापसाची शेती करत होते,D2/70423/IISc_RESPIN_mr_D2_70423_422009_F_AGRI_715804_70449185.wav
IISc_RESPIN_mr_D2_71310_422006_F_AGRI_717435_70785083,D2,Agriculture,FEMALE,15.62,0.0,0.0,62.5,शेतीचा माल विकण्यासाठी मी ॲप बनवू शकतो का ?,शेतीचा माल विकण्यासाठी मी ॲप बनवू शकतो का?,D2/71310/IISc_RESPIN_mr_D2_71310_422006_F_AGRI_717435_70785083.wav
IISc_RESPIN_mr_D2_71439_422004_F_AGRI_717825_70808884,D2,Agriculture,FEMALE,15.62,0.0,0.0,62.5,उन्हाळ्याच्या शेवटी व पावसाळ्याच्या सुरुवातीला कोणती पिके घ्यावीत ?,उन्हाळ्याच्या शेवटी व पावसाळ्याच्या सुरुवातीला कोणती पिके घ्यावीत?,D2/71439/IISc_RESPIN_mr_D2_71439_422004_F_AGRI_717825_70808884.wav
IISc_RESPIN_mr_D2_70436_431131_M_BANK_717059_71156645,D2,Banking,MALE,15.62,0.0,0.0,62.5,विद्यार्थी ऑन कॅम्पस रूमसाठी सवलतीचे कर्ज घेऊ शकतात,विद्यार्थी ऑन कॅम्पस रूमसाठी सवलतीचे कर्ज घेऊ शकतात,D2/70436/IISc_RESPIN_mr_D2_70436_431131_M_BANK_717059_71156645.wav
IISc_RESPIN_mr_D2_72799_422004_M_BANK_717177_71265867,D2,Banking,MALE,15.62,0.0,0.0,62.5,बँकर्स बँका फक्त समुदाय बँकांना सेवा देऊ शकतात,बँकर्स बँका फक्त समुदाय बँकांना सेवा देऊ शकतात,D2/72799/IISc_RESPIN_mr_D2_72799_422004_M_BANK_717177_71265867.wav
IISc_RESPIN_mr_D2_70423_422009_F_BANK_718214_70449433,D2,Banking,FEMALE,15.0,0.0,0.0,60.0,गुंतवणूकीचे मुख्य कारण काय आहे ?,गुंतवणूकीचे मुख्य कारण काय आहे?,D2/70423/IISc_RESPIN_mr_D2_70423_422009_F_BANK_718214_70449433.wav
IISc_RESPIN_mr_D2_70339_422101_M_AGRI_717572_70508808,D2,Agriculture,MALE,15.0,0.0,0.0,60.0,आवळे काढण्यासाठी सोपी पद्धत कोणती ?,आवळे काढण्यासाठी सोपी पद्धत कोणती?,D2/70339/IISc_RESPIN_mr_D2_70339_422101_M_AGRI_717572_70508808.wav
IISc_RESPIN_mr_D2_70339_422101_M_BANK_718031_70508850,D2,Banking,MALE,15.0,0.0,0.0,60.0,कर्जाचे तीन हफ्ते थकले आहेत पुढे एकत्र भरता येतील का ?,कर्जाचे तीन हफ्ते थकले आहेत पुढे एकत्र भरता येतील का?,D2/70339/IISc_RESPIN_mr_D2_70339_422101_M_BANK_718031_70508850.wav
IISc_RESPIN_mr_D2_71310_422006_F_BANK_718048_70785782,D2,Banking,FEMALE,15.0,0.0,0.0,60.0,माझ्या डिपॉझिटची मॅच्युरिटी रक्कम आपोआप माझ्या खात्यावर जमा होईल का ?,माझ्या डिपॉझिटची मॅच्युरिटी रक्कम आपोआप माझ्या खात्यावर जमा होईल का?,D2/71310/IISc_RESPIN_mr_D2_71310_422006_F_BANK_718048_70785782.wav
IISc_RESPIN_mr_D2_70987_422004_F_AGRI_714815_71038593,D2,Agriculture,FEMALE,15.0,0.0,0.0,60.0,अमेरिकन फाऊलब्रूड आणि युरोपियन फाऊलब्रूड हे मधमाशांचे जिवाणूजन्य रोग आहेत,अमेरिकन फाऊलब्रूड आणि युरोपियन फाऊलब्रूड हे मधमाशांचे जिवाणूजन्य रोग आहेत,D2/70987/IISc_RESPIN_mr_D2_70987_422004_F_AGRI_714815_71038593.wav
IISc_RESPIN_mr_D2_72304_410506_M_BANK_718217_71078923,D2,Banking,MALE,15.0,0.0,0.0,60.0,पेमेंटसाठी कोणत्या पद्धती वापरल्या जातात ?,पेमेंटसाठी कोणत्या पद्धती वापरल्या जातात?,D2/72304/IISc_RESPIN_mr_D2_72304_410506_M_BANK_718217_71078923.wav
IISc_RESPIN_mr_D2_70436_431131_M_AGRI_717722_71213525,D2,Agriculture,MALE,14.63,8.33,1.54,41.67,सिंचन पद्धतीचा अतिवापर केला तर जमिनीची सुपिकता कमी तर होत नाही ना ?,सिंचन पद्धतीचा अतिवापर केला तर जमिनीची सुपिकता कमी तर होत नाही का?,D2/70436/IISc_RESPIN_mr_D2_70436_431131_M_AGRI_717722_71213525.wav
IISc_RESPIN_mr_D2_71680_422009_F_AGRI_716726_71013626,D2,Agriculture,FEMALE,14.58,0.0,0.0,58.33,मी उद्या बाहेर जाऊ शकणार नाही मला माझ्या मेंढ्यांची लोकर काढायची आहे,मी उद्या बाहेर जाऊ शकणार नाही मला माझ्या मेंढ्यांची लोकर काढायची आहे,D2/71680/IISc_RESPIN_mr_D2_71680_422009_F_AGRI_716726_71013626.wav
IISc_RESPIN_mr_D2_72455_NA_M_BANK_718263_71277426,D2,Banking,MALE,14.58,0.0,0.0,58.33,माझा कर्ज हफ्ता थकीत असल्याने पुढे एकत्रित भरल्यास त्यावर दंड बसेल का ?,माझा कर्ज हफ्ता थकीत असल्याने पुढे एकत्रित भरल्यास त्यावर दंड बसेल का?,D2/72455/IISc_RESPIN_mr_D2_72455_NA_M_BANK_718263_71277426.wav
IISc_RESPIN_mr_D2_71310_422006_F_BANK_716568_70778999,D2,Banking,FEMALE,14.29,0.0,0.0,57.14,संघीय आयकर हा आपल्या वेतनातून कापला जातो,संघीय आयकर हा आपल्या वेतनातून कापला जातो,D2/71310/IISc_RESPIN_mr_D2_71310_422006_F_BANK_716568_70778999.wav
IISc_RESPIN_mr_D2_72312_441102_M_AGRI_715243_71157160,D2,Agriculture,MALE,14.29,0.0,0.0,57.14,हायड्रोपोनिक्स पीक घेण्याची पद्धत बागायती शेतीत येते,हायड्रोपोनिक्स पीक घेण्याची पद्धत बागायती शेतीत येते,D2/72312/IISc_RESPIN_mr_D2_72312_441102_M_AGRI_715243_71157160.wav
